dataset_id,dataset_name,outer_run,n_gp_layers,n_gp_out,n_max,n_layers,n_out,batch_size,lr,num_inducing,num_samples,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
42225.0,diamonds,1.0,2.0,2.0,431.0,2.0,7.0,256.0,0.0075388881525641,73.0,9.0,38.0,353533.125,337.4573669433594,12899.9736328125,6.8740346615933365,215.3937649726868
42225.0,diamonds,2.0,2.0,2.0,587.0,3.0,9.0,256.0,0.0037888099094165,138.0,4.0,29.0,414757.0625,373.9125671386719,5776.431640625,7.027080942033782,177.53945565223694
42225.0,diamonds,3.0,4.0,2.0,972.0,3.0,15.0,256.0,0.0373587921955949,199.0,8.0,16.0,472145.25,380.2816467285156,7283.1650390625,7.0180764300169365,170.76811051368713
42225.0,diamonds,4.0,2.0,3.0,771.0,4.0,5.0,256.0,0.0036979315245043,345.0,6.0,35.0,317888.03125,321.20635986328125,5379.193359375,6.846324751571727,293.90798115730286
42225.0,diamonds,5.0,2.0,3.0,558.0,4.0,7.0,256.0,0.001079035358977,505.0,12.0,41.0,367269.65625,352.92181396484375,14410.0126953125,6.9237137090760426,872.2715952396393
