dataset_id,dataset_name,outer_run,n_gp_layers,n_gp_out,n_max,n_layers,n_out,batch_size,lr,num_inducing,num_samples,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
216.0,k2204_BPV,1.0,1.0,2.0,189.0,4.0,15.0,256.0,0.0029696608266319,113.0,4.0,170.0,7.32110265744268e-06,0.0022679758258163,0.0089730024337768,-4.5176813020476425,98.23048520088196
216.0,k2204_BPV,2.0,4.0,3.0,609.0,4.0,6.0,256.0,0.0055406287804225,197.0,10.0,131.0,4.8716439778218046e-05,0.0054244268685579,0.0273773074150085,-4.334830595921699,331.41594672203064
216.0,k2204_BPV,3.0,1.0,1.0,885.0,4.0,20.0,256.0,0.0019922386219279,490.0,12.0,312.0,2.8669908260781085e-06,0.0014392943121492,0.0041401386260986,-4.824278269007793,475.05604219436646
216.0,k2204_BPV,4.0,4.0,4.0,555.0,2.0,14.0,256.0,0.0029999692949109,50.0,6.0,246.0,3.6432047636481e-06,0.0015962340403348,0.0055000185966491,-4.622905423820949,299.55435705184937
216.0,k2204_BPV,5.0,1.0,1.0,577.0,2.0,17.0,512.0,0.0029575535184829,50.0,2.0,320.0,1.8471137082087807e-06,0.0009263792890124,0.0168852806091308,-4.33941495228747,92.12208104133606
