dataset_id,dataset_name,outer_run,n_gp_layers,n_gp_out,n_max,n_layers,n_out,batch_size,lr,num_inducing,num_samples,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
287.0,wine_quality,1.0,3.0,2.0,617.0,5.0,9.0,512.0,0.0096632722574213,351.0,11.0,106.0,0.5102512836456299,0.5485697984695435,3.1898016929626465,0.1636987775564193,260.8222918510437
287.0,wine_quality,2.0,2.0,2.0,211.0,3.0,15.0,1024.0,0.0008814418029531,233.0,9.0,740.0,0.4454647004604339,0.5241494178771973,2.968179702758789,0.1580133587121963,545.3709840774536
287.0,wine_quality,3.0,4.0,2.0,675.0,5.0,5.0,1024.0,0.0008181416089896,76.0,9.0,705.0,0.7355727553367615,0.6767115592956543,2.806341648101806,0.4147258400917053,482.8686497211456
287.0,wine_quality,4.0,5.0,3.0,443.0,2.0,12.0,512.0,0.000889756180897,70.0,6.0,388.0,0.7745862007141113,0.6840223073959351,3.16860294342041,0.3966987729072571,428.4317481517792
287.0,wine_quality,5.0,5.0,4.0,977.0,5.0,3.0,1024.0,0.0004605117802531,92.0,8.0,1086.0,0.7543928027153015,0.6903620958328247,3.178083896636963,0.5037674307823181,1477.6515567302704
