dataset_id,dataset_name,outer_run,n_gp_layers,n_gp_out,n_max,n_layers,n_out,batch_size,lr,num_inducing,num_samples,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
216.0,k2204_PPV,1.0,3.0,1.0,885.0,2.0,9.0,512.0,0.0019352259047184,358.0,4.0,615.0,0.0144535172730684,0.0931582450866699,1.2508926391601562,-0.024261468921388,928.6563007831572
216.0,k2204_PPV,2.0,2.0,4.0,119.0,4.0,10.0,256.0,0.0071890465010556,233.0,9.0,72.0,0.2957380712032318,0.456592708826065,2.5418014526367188,0.4861209053454035,121.81617259979248
216.0,k2204_PPV,3.0,2.0,2.0,600.0,4.0,4.0,256.0,0.0092432262907153,202.0,11.0,77.0,0.1306325644254684,0.2746665477752685,2.3214988708496094,0.2475985711542228,85.34350609779358
216.0,k2204_PPV,4.0,2.0,2.0,285.0,3.0,9.0,256.0,0.0083899884729894,391.0,13.0,91.0,0.0608097054064273,0.2031837105751037,1.066192626953125,0.1065911202057808,246.82650446891785
216.0,k2204_PPV,5.0,3.0,2.0,258.0,5.0,7.0,256.0,0.0043303575048198,357.0,15.0,140.0,0.04941041022539139,0.17862814664840698,0.7356948852539062,0.055968452824882824,451.68282175064087
