dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_max,params_n_layers,params_n_out,params_p,params_mean_type,params_kernel_type,params_num_mixtures,params_lr,params_grid_size,params_initialize_fe,user_attrs_MAX_EPOCHS,user_attrs_Train_Losses,user_attrs_Val_MSE,state,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_fixed_params
44027.0,year,2.0,16.0,0.0155094861984252,2022-11-03 03:36:45.970430,2022-11-03 03:45:20.280950,0 days 00:08:34.310520,707.0,5.0,2.0,0.0,constant,matern0.5,,0.0281875832561341,248.0,False,,,,PRUNED,0.0155094861984252,,,
44027.0,year,2.0,17.0,0.0126755200326442,2022-11-03 03:45:20.281337,2022-11-03 03:54:46.715901,0 days 00:09:26.434564,972.0,3.0,2.0,0.0,linear,matern0.5,,0.0939432140725064,144.0,True,,,,PRUNED,0.0126755200326442,,,
44027.0,year,2.0,18.0,0.0123628284782171,2022-11-03 03:54:46.716248,2022-11-03 03:56:12.900826,0 days 00:01:26.184578,768.0,4.0,2.0,0.0,linear,rbf,,0.0010154471693185,207.0,True,,,,PRUNED,0.0123628284782171,,,
44027.0,year,2.0,19.0,0.0155878094956278,2022-11-03 03:56:12.901162,2022-11-03 03:57:45.922212,0 days 00:01:33.021050,636.0,2.0,2.0,0.0,linear,spectral,8.0,0.0063328724670415,85.0,True,1.0,"[1.1721149682998657, 0.7902580499649048, 0.7799797058105469, 0.7763262391090393, 0.8703885078430176, 40.297000885009766]","[0.01558780949562788, 4446.2841796875, 0.017634568735957146, 0.02286132425069809, 0.021236537024378777, 0.022416308522224426]",COMPLETE,,,,
44027.0,year,2.0,20.0,0.0123975444585084,2022-11-03 03:57:45.922889,2022-11-03 03:58:50.951280,0 days 00:01:05.028391,1023.0,4.0,2.0,0.0,linear,spectral,5.0,0.0002199633186053,18.0,True,,,,PRUNED,0.011901075951755,0.0123975444585084,,
44027.0,year,2.0,21.0,0.0117958234623074,2022-11-03 03:58:50.951619,2022-11-03 03:59:34.732223,0 days 00:00:43.780604,1023.0,2.0,2.0,0.0,linear,matern0.5,,0.0041517892837138,233.0,True,,,,PRUNED,0.0120160253718495,0.0117958234623074,,
44027.0,year,2.0,22.0,0.01393608096987,2022-11-03 03:59:34.732562,2022-11-03 04:17:13.895867,0 days 00:17:39.163305,666.0,4.0,2.0,0.0,constant,rbf,,0.0790232329141461,252.0,True,8.0,"[0.7468857169151306, 0.717651903629303, 0.6889969706535339, 0.6600744724273682, 0.6294830441474915, 0.5995585918426514, 0.5689125657081604, 0.5381873846054077, 0.5068009495735168, 0.47523948550224304, 0.4432367980480194, 0.4110855162143707, 0.3789675235748291]","[0.015944506973028183, 0.018407683819532394, 0.015508010052144527, 0.016085101291537285, 0.016133593395352364, 0.015515509061515331, 0.015553396195173264, 0.01393608096987009, 0.024283096194267273, 0.03866831958293915, 0.015507536940276623, 0.0180947408080101, 0.020009251311421394]",COMPLETE,,,,
44027.0,year,2.0,23.0,0.0112520596012473,2022-11-03 04:17:13.896549,2022-11-03 04:21:09.689400,0 days 00:03:55.792851,611.0,2.0,2.0,0.0,constant,rbf,,0.0786858132986808,297.0,False,12.0,"[0.7467266321182251, 0.717298150062561, 0.6891096234321594, 0.659683883190155, 0.6301092505455017, 0.5999120473861694, 0.5692850947380066, 0.5387969017028809, 0.5076116919517517, 0.4759143888950348, 0.44405683875083923, 0.41191717982292175, 0.37932926416397095, 0.34663987159729004, 0.31348690390586853, 0.2801317274570465]","[0.017250917851924896, 0.015536337159574032, 0.014990401454269886, 0.012795831076800823, 0.012399976141750813, 0.012057380750775337, 0.011927563697099686, 0.01189160905778408, 0.011666147038340569, 0.01155426912009716, 0.011516528204083443, 0.011437785811722279, 0.01132498774677515, 0.011402455158531666, 0.011409874074161053, 0.01125205960124731]",COMPLETE,0.0115542691200971,,,
44027.0,year,2.0,24.0,0.0114856641739606,2022-11-03 04:21:09.690038,2022-11-03 04:21:56.509752,0 days 00:00:46.819714,341.0,3.0,2.0,0.0,constant,rbf,,0.0006941378034157,173.0,False,12.0,"[0.7467754483222961, 0.7452778220176697, 0.7445193529129028, 0.7439901828765869, 0.7434634566307068, 0.7431257367134094, 0.7428686618804932, 0.7424898743629456, 0.7421477437019348, 0.7419180274009705, 0.7416624426841736, 0.7413994073867798, 0.7411254644393921, 0.7408265471458435, 0.7405247092247009, 0.7402206659317017, 0.7400147914886475]","[0.013665069825947285, 0.012871435843408108, 0.012563086114823818, 0.012544164434075356, 0.012197175063192844, 0.013127308338880539, 0.015349914319813251, 0.013302541337907314, 0.011498251929879189, 0.011523433029651642, 0.011510679498314857, 0.011485664173960686, 0.011700532399117947, 0.012485304847359657, 0.013571478426456451, 0.012246835045516491, 0.013733094558119774]",COMPLETE,,,,
44027.0,year,2.0,25.0,0.0150603400543332,2022-11-03 04:21:56.510398,2022-11-03 04:23:11.679409,0 days 00:01:15.169011,190.0,3.0,2.0,0.0,linear,matern0.5,,0.0004139069093543,248.0,True,16.0,"[0.7471651434898376, 0.7469991445541382, 0.7468345761299133, 0.7466812133789062, 0.7465428709983826, 0.7463708519935608, 0.7462572455406189, 0.7460726499557495, 0.745924711227417, 0.745749831199646, 0.7455793023109436, 0.7454236149787903, 0.7452982068061829, 0.7451188564300537, 0.7449485063552856, 0.7447951436042786, 0.7446025609970093, 0.7444189786911011, 0.7442426681518555, 0.744060754776001, 0.7438548803329468]","[0.015562635846436024, 0.015583766624331474, 0.015348195098340511, 0.015500626526772976, 0.015421896241605282, 0.015672476962208748, 0.01529562659561634, 0.015425341203808784, 0.015600334852933884, 0.015372147783637047, 0.015291433781385422, 0.015336552634835243, 0.015414227731525898, 0.01536943856626749, 0.015279421582818031, 0.01506034005433321, 0.015198909677565098, 0.015230860561132431, 0.015204238705337048, 0.015161966904997826, 0.0150816161185503]",COMPLETE,,,,
44027.0,year,2.0,26.0,0.0120313558727502,2022-11-03 04:23:11.680076,2022-11-03 04:23:35.373015,0 days 00:00:23.692939,144.0,3.0,2.0,0.0,constant,matern1.5,,0.0085312114028542,152.0,True,,,,PRUNED,0.0120313558727502,,,
44027.0,year,2.0,27.0,0.0116632124409079,2022-11-03 04:23:35.373365,2022-11-03 04:26:10.147979,0 days 00:02:34.774614,254.0,3.0,2.0,0.0,constant,matern0.5,,0.0013145736397637,15.0,False,,,,PRUNED,0.0116632124409079,,,
44027.0,year,2.0,28.0,0.014576906338334,2022-11-03 04:26:10.148393,2022-11-03 04:26:53.792619,0 days 00:00:43.644226,197.0,3.0,2.0,0.0,linear,matern0.5,,0.0009772575339489,289.0,True,4.0,"[0.7474499344825745, 0.7469620704650879, 0.746217668056488, 0.7456888556480408, 0.7452173233032227, 0.7446316480636597, 0.7444140315055847, 0.7439027428627014, 0.743349015712738]","[0.015038061887025833, 0.015538417734205723, 0.015453730709850788, 0.014576906338334084, 0.01479619462043047, 0.015240057371556759, 0.015269521623849869, 0.017032155767083168, 0.01649676449596882]",COMPLETE,,,,
44027.0,year,2.0,29.0,0.7647807002067566,2022-11-03 04:26:53.793295,2022-11-03 04:33:00.487809,0 days 00:06:06.694514,87.0,3.0,2.0,0.0,constant,spectral,6.0,0.0008086583730476,205.0,False,4.0,"[0.8190589547157288, 0.30495378375053406, 3.500803232192993, 7.616750240325928, 1.6100636720657349, 0.6246945858001709, 0.4947037100791931, 6.904962062835693, 1.750801920890808]","[96639816.0, 475721.15625, 3855.703125, 0.7647807002067566, 19490.2109375, 5871716.5, 236594.609375, 68347.5, 23440.595703125]",COMPLETE,,,,
44027.0,year,2.0,30.0,0.0107990177348256,2022-11-03 04:33:00.488468,2022-11-03 04:37:48.151564,0 days 00:04:47.663096,336.0,2.0,2.0,0.0,constant,matern1.5,,0.0964147391882912,298.0,False,29.0,"[0.7469276189804077, 0.7118808031082153, 0.6760963797569275, 0.6393341422080994, 0.6022935509681702, 0.5651485919952393, 0.5272378325462341, 0.4888259470462799, 0.44997987151145935, 0.410696804523468, 0.3709076941013336, 0.33067622780799866, 0.2900262773036957, 0.2490445375442505, 0.20779874920845032, 0.1662355214357376, 0.12451322376728058, 0.0826394259929657, 0.0406508632004261, -0.0013568984577432275, -0.04334616661071777, -0.08525225520133972, -0.12699300050735474, -0.1685030162334442, -0.20962980389595032, -0.25046297907829285, -0.2907660901546478, -0.3304969370365143, -0.36949703097343445, -0.40778428316116333, -0.44515538215637207, -0.4816405475139618, -0.5170491933822632, -0.5507208108901978]","[0.015507792122662067, 0.015526080504059792, 0.012375631369650364, 0.011766401119530201, 0.01556126307696104, 0.011365968734025955, 0.011240389198064804, 0.011139562353491783, 0.011105988174676895, 0.011361153796315193, 0.01118915993720293, 0.011160502210259438, 0.011016575619578362, 0.010971075855195522, 0.010928650386631489, 0.010910922661423683, 0.010896245948970318, 0.010885665193200111, 0.010882223024964333, 0.010880058631300926, 0.010866101831197739, 0.010862975381314754, 0.010853017680346966, 0.010847140103578568, 0.010830867104232311, 0.010819478891789913, 0.010803203098475933, 0.01080507691949606, 0.010799017734825611, 0.010821370407938957, 0.010808277875185013, 0.010846193879842758, 0.011255629360675812, 0.011736931279301643]",COMPLETE,0.0117664011195302,0.0113611537963151,0.010805076919496,
44027.0,year,2.0,31.0,0.0155030544847249,2022-11-03 04:37:48.152202,2022-11-03 04:53:20.501451,0 days 00:15:32.349249,777.0,5.0,2.0,0.0,linear,matern0.5,,0.0034213227659941,300.0,True,5.0,"[0.7471163272857666, 0.7451635599136353, 0.7445604205131531, 0.7418593168258667, 0.7405881285667419, 0.7392314076423645, 0.737575352191925, 0.736335277557373, 0.73505038022995, 0.7333440780639648]","[0.01558030303567648, 0.015515565872192383, 0.01571202464401722, 0.015534375794231892, 0.015503054484724998, 0.015554547309875488, 0.015518623404204845, 0.015569466166198254, 0.015602920204401016, 0.015555602498352528]",COMPLETE,,,,
44027.0,year,2.0,32.0,0.1729279160499572,2022-11-03 04:53:20.502086,2022-11-03 04:58:18.917050,0 days 00:04:58.414964,790.0,4.0,2.0,0.0,linear,spectral,4.0,0.0002136117347316,157.0,True,3.0,"[2189.56298828125, 11.225975036621094, 2714.7958984375, 14.000776290893555, 37.040077209472656, 267.05706787109375, 15860.6044921875, 0.8847525715827942]","[485809.125, 974883.4375, 0.17292791604995728, 0.7477039694786072, 19069000.0, 7864076.5, 863444.5625, 736504.4375]",COMPLETE,,,,
44027.0,year,2.0,33.0,0.0155212767422199,2022-11-03 04:58:18.917667,2022-11-03 05:05:49.885961,0 days 00:07:30.968294,260.0,3.0,2.0,0.0,constant,matern1.5,,0.0676585830204666,299.0,False,,,,PRUNED,0.0155212767422199,,,
44027.0,year,2.0,34.0,0.024711413308978,2022-11-03 05:05:49.886352,2022-11-03 05:06:01.528813,0 days 00:00:11.642461,377.0,3.0,2.0,0.0,constant,matern1.5,,0.0008930784740305,198.0,False,,,,PRUNED,0.024711413308978,,,
44027.0,year,2.0,35.0,0.0108975274488329,2022-11-03 05:06:01.529209,2022-11-03 05:08:15.618657,0 days 00:02:14.089448,110.0,2.0,2.0,0.0,constant,matern1.5,,0.0166461861605071,122.0,False,21.0,"[0.7465025782585144, 0.7396146655082703, 0.7326700687408447, 0.7264984846115112, 0.7203494906425476, 0.7142280340194702, 0.7081307172775269, 0.7020504474639893, 0.6959182024002075, 0.6897976994514465, 0.6836732625961304, 0.6775146722793579, 0.6713310480117798, 0.6651327013969421, 0.658920168876648, 0.6527081727981567, 0.6464341878890991, 0.6401647925376892, 0.6338628530502319, 0.6275429129600525, 0.6211885213851929, 0.6148272156715393, 0.6084216237068176, 0.602021336555481, 0.5955928564071655, 0.5891236662864685]","[0.01551391463726759, 0.012776286341249943, 0.012076718732714653, 0.011881550773978233, 0.011401046998798847, 0.011273742653429508, 0.011231011711061, 0.011221733875572681, 0.011159266345202923, 0.01120482012629509, 0.011124004609882832, 0.01099779549986124, 0.010969612747430801, 0.010952038690447807, 0.010964476503431797, 0.010954038240015507, 0.010932664386928082, 0.010939260013401508, 0.01092531718313694, 0.010908367112278938, 0.010897527448832989, 0.011831504292786121, 0.012072252109646797, 0.012247771956026554, 0.011549362912774086, 0.011073537170886993]",COMPLETE,0.0118815507739782,0.011204820126295,,
44027.0,year,2.0,36.0,0.0117193469777703,2022-11-03 05:08:15.619275,2022-11-03 05:12:50.912221,0 days 00:04:35.292946,675.0,2.0,2.0,0.0,constant,rbf,,0.051500650214916,203.0,False,,,,PRUNED,0.0117193469777703,,,
44027.0,year,2.0,37.0,0.0155076719820499,2022-11-03 05:12:50.912581,2022-11-03 05:21:51.903234,0 days 00:09:00.990653,64.0,2.0,2.0,0.0,constant,spectral,2.0,0.0213369332524457,92.0,False,,,,PRUNED,0.0155076719820499,,,
44027.0,year,2.0,38.0,0.0150356320664286,2022-11-03 05:21:51.903559,2022-11-03 05:28:19.689919,0 days 00:06:27.786360,382.0,2.0,2.0,0.0,constant,matern1.5,,0.0971842960136074,112.0,False,,,,PRUNED,0.0150356320664286,,,
44027.0,year,2.0,39.0,0.0110328057780861,2022-11-03 05:28:19.690260,2022-11-03 05:34:47.451059,0 days 00:06:27.760799,341.0,3.0,2.0,0.0,constant,matern1.5,,0.0152384880193588,183.0,False,23.0,"[0.7468215823173523, 0.740175724029541, 0.7342543005943298, 0.7289714217185974, 0.7224988341331482, 0.7172548174858093, 0.7115643620491028, 0.7057111859321594, 0.7003285884857178, 0.6947248578071594, 0.6890767216682434, 0.6833246350288391, 0.6777737140655518, 0.6721776127815247, 0.666440486907959, 0.6607199311256409, 0.6550151705741882, 0.6492897868156433, 0.6435621976852417, 0.6378243565559387, 0.6320175528526306, 0.6261687278747559, 0.6203702092170715, 0.6145506501197815, 0.608672022819519, 0.6027752161026001, 0.5968708395957947, 0.5909649133682251]","[0.015665948390960693, 0.015549175441265106, 0.015517903491854668, 0.012008178047835827, 0.012254036031663418, 0.012197932228446007, 0.01228672917932272, 0.01231430284678936, 0.011459311470389366, 0.011340944096446037, 0.012330788187682629, 0.01195026095956564, 0.011290482245385647, 0.011955749243497849, 0.011373205110430717, 0.011123611591756344, 0.011536913923919201, 0.01186250988394022, 0.011950857937335968, 0.011086195707321167, 0.011267007328569889, 0.011767946183681488, 0.011032805778086185, 0.011064739897847176, 0.011883060447871685, 0.011224186979234219, 0.011616790667176247, 0.011333600617945194]",COMPLETE,0.0120081780478358,0.011340944096446,,
44027.0,year,2.0,40.0,0.0109938159584999,2022-11-03 05:34:47.451682,2022-11-03 05:37:17.783108,0 days 00:02:30.331426,280.0,5.0,2.0,0.0,constant,matern1.5,,0.0003141672297481,138.0,True,45.0,"[0.7439796924591064, 0.7439117431640625, 0.7437363862991333, 0.7436366081237793, 0.7435097694396973, 0.7433748245239258, 0.7432491779327393, 0.7431271076202393, 0.7430007457733154, 0.7428709268569946, 0.7427520155906677, 0.7426325082778931, 0.7425161600112915, 0.7424007058143616, 0.7422873377799988, 0.742167592048645, 0.7420436143875122, 0.7419256567955017, 0.7418096661567688, 0.7416915893554688, 0.7415760159492493, 0.7414565682411194, 0.7413447499275208, 0.7412230372428894, 0.7411066293716431, 0.7409873604774475, 0.7408720254898071, 0.7407538890838623, 0.7406374216079712, 0.740520179271698, 0.7404090166091919, 0.7402846813201904, 0.7401769161224365, 0.7400521636009216, 0.7399458885192871, 0.7398222088813782, 0.7397034764289856, 0.7395793795585632, 0.7394622564315796, 0.7393405437469482, 0.7392216920852661, 0.7391046285629272, 0.7389873266220093, 0.7388830184936523, 0.738746702671051, 0.7386247515678406, 0.7385173439979553, 0.7383967638015747, 0.7382956147193909, 0.7381746172904968]","[0.011542600579559803, 0.011408726684749126, 0.011420715600252151, 0.011402650736272335, 0.011387398466467857, 0.011377489194273949, 0.011373051442205906, 0.011358112096786499, 0.011322778649628162, 0.011325438506901264, 0.011323952116072178, 0.011330978944897652, 0.011308114044368267, 0.011314822360873222, 0.011303707025945187, 0.01128761749714613, 0.01128215342760086, 0.011261235922574997, 0.011261675506830215, 0.011236438527703285, 0.011254308745265007, 0.011275429278612137, 0.011217494495213032, 0.011216191574931145, 0.01123877614736557, 0.011255702935159206, 0.011208759620785713, 0.011199090629816055, 0.01119519304484129, 0.011192483827471733, 0.011162213049829006, 0.011201945133507252, 0.011164261028170586, 0.011161805130541325, 0.011131525970995426, 0.011117442511022091, 0.011096113361418247, 0.011058297008275986, 0.011040947400033474, 0.011034461669623852, 0.011022963561117649, 0.011043546721339226, 0.011078650131821632, 0.011038300581276417, 0.010993815958499908, 0.01106211356818676, 0.011037010699510574, 0.011060058139264584, 0.011002296581864357, 0.01101343147456646]",COMPLETE,,,,
44027.0,year,2.0,41.0,0.0120092770084738,2022-11-03 05:37:17.783731,2022-11-03 05:39:37.450137,0 days 00:02:19.666406,171.0,5.0,2.0,0.0,linear,matern0.5,,0.0046903087444781,106.0,True,16.0,"[0.7460334897041321, 0.7442517876625061, 0.7423164248466492, 0.7404389381408691, 0.7385954260826111, 0.7367756366729736, 0.7350349426269531, 0.7332779765129089, 0.731539785861969, 0.7298005819320679, 0.7281196117401123, 0.7264215350151062, 0.7247096300125122, 0.7230355739593506, 0.7212837338447571, 0.719482421875, 0.7177560925483704, 0.716015100479126, 0.7143571972846985, 0.712649405002594, 0.7109171152114868]","[0.015121669508516788, 0.01356861088424921, 0.013236645609140396, 0.013012838549911976, 0.012797728180885315, 0.012669465504586697, 0.012554573826491833, 0.012456243857741356, 0.012350906617939472, 0.012460893020033836, 0.012302021495997906, 0.012280360795557499, 0.012288198806345463, 0.012197655625641346, 0.01206321269273758, 0.012009277008473873, 0.013288243673741817, 0.014561374671757221, 0.012784719467163086, 0.012046657502651215, 0.012035447172820568]",COMPLETE,,,,
44027.0,year,2.0,42.0,0.0108379106968641,2022-11-03 05:39:37.450773,2022-11-03 05:42:59.215505,0 days 00:03:21.764732,506.0,2.0,2.0,0.0,constant,matern1.5,,0.0376257764074239,95.0,False,,,,PRUNED,0.0116564556956291,0.011022001504898,0.0108379106968641,
44027.0,year,2.0,43.0,89709.7890625,2022-11-03 05:42:59.215885,2022-11-03 05:48:28.045902,0 days 00:05:28.830017,105.0,2.0,2.0,0.0,constant,spectral,8.0,0.0892167296078678,62.0,False,,,,PRUNED,89709.7890625,,,
44027.0,year,2.0,44.0,0.011081289499998,2022-11-03 05:48:28.046237,2022-11-03 05:50:01.179827,0 days 00:01:33.133590,971.0,2.0,2.0,0.0,linear,matern1.5,,0.0019710791477788,99.0,True,23.0,"[0.7444831728935242, 0.7441939115524292, 0.7429243326187134, 0.7421233654022217, 0.741375207901001, 0.7406150102615356, 0.7398636341094971, 0.7391107678413391, 0.7383778691291809, 0.7376574277877808, 0.7369336485862732, 0.7362082004547119, 0.735478401184082, 0.7347519397735596, 0.7340345978736877, 0.7333213090896606, 0.7326022982597351, 0.731880247592926, 0.7311593890190125, 0.7304428815841675, 0.7297406196594238, 0.7290335893630981, 0.728322446346283, 0.7276041507720947, 0.7268846035003662, 0.7261579632759094, 0.7254382371902466, 0.7247180342674255]","[0.013315699063241482, 0.012330299243330956, 0.01198648102581501, 0.011815187521278858, 0.0117109389975667, 0.011591082438826561, 0.011388012208044529, 0.011334322392940521, 0.01129872351884842, 0.011272743344306946, 0.011238363571465015, 0.011210150085389614, 0.011187326163053513, 0.01117569487541914, 0.0111667700111866, 0.01114991120994091, 0.011127248406410217, 0.011104892939329147, 0.011088863015174866, 0.011086487211287022, 0.011095103807747364, 0.011090155690908432, 0.011081289499998093, 0.011089042760431767, 0.011128283105790615, 0.011182124726474285, 0.011144198477268219, 0.011093270033597946]",COMPLETE,,,,
44027.0,year,2.0,45.0,0.0124612199142575,2022-11-03 05:50:01.180462,2022-11-03 05:54:23.297552,0 days 00:04:22.117090,225.0,3.0,2.0,0.0,constant,rbf,,0.0067918430934988,129.0,False,,,,PRUNED,0.0124612199142575,,,
44027.0,year,2.0,46.0,0.0142144998535513,2022-11-03 05:54:23.297897,2022-11-03 06:04:26.569070,0 days 00:10:03.271173,993.0,3.0,2.0,0.0,constant,matern1.5,,0.0366690305450393,12.0,True,2.0,"[0.743908703327179, 0.7338429689407349, 0.719925582408905, 0.7061367034912109, 0.6921795010566711, 0.6795638799667358, 0.6663612723350525]","[0.015517923049628735, 0.014214499853551388, 0.015504622831940651, 0.015869015827775, 0.015515998005867004, 0.015507725067436695, 0.015514973551034927]",COMPLETE,,,,
44027.0,year,2.0,47.0,0.0152350040152668,2022-11-03 06:04:26.569707,2022-11-03 06:04:53.732819,0 days 00:00:27.163112,209.0,5.0,2.0,0.0,constant,matern1.5,,0.0031199982220088,272.0,True,,,,PRUNED,0.0152350040152668,,,
44027.0,year,2.0,48.0,0.0114256646484136,2022-11-03 06:04:53.733165,2022-11-03 06:05:35.007979,0 days 00:00:41.274814,324.0,3.0,2.0,0.0,constant,matern1.5,,0.0040211522028278,178.0,True,,,,PRUNED,0.0118079455569386,0.0114256646484136,,
44027.0,year,2.0,49.0,0.0124122127890586,2022-11-03 06:05:35.008315,2022-11-03 06:11:21.890172,0 days 00:05:46.881857,562.0,4.0,2.0,0.0,constant,rbf,,0.014387580246292,64.0,True,5.0,"[0.7406094670295715, 0.7408044338226318, 0.7349135875701904, 0.7294501662254333, 0.7242931127548218, 0.7187331318855286, 0.7152990102767944, 0.7083835601806641, 0.7035425901412964, 0.6981232762336731]","[0.01434166356921196, 0.0130229527130723, 0.012425800785422325, 0.015485288575291634, 0.012412212789058685, 0.01552889309823513, 0.015414249151945114, 0.015059764496982098, 0.0230659581720829, 0.015510160475969315]",COMPLETE,,,,
44027.0,year,2.0,50.0,0.0111654298380017,2022-11-03 06:11:21.890808,2022-11-03 06:12:50.863126,0 days 00:01:28.972318,434.0,3.0,2.0,0.0,constant,rbf,,0.0003658738815496,194.0,False,28.0,"[0.7466540932655334, 0.7456892728805542, 0.7450520396232605, 0.7445231676101685, 0.7441633343696594, 0.7438923716545105, 0.7436663508415222, 0.7434214353561401, 0.7432277202606201, 0.7430409789085388, 0.7428658604621887, 0.742691159248352, 0.7425263524055481, 0.74236661195755, 0.7422012090682983, 0.7420396208763123, 0.7418782114982605, 0.7417227625846863, 0.741567075252533, 0.7414128184318542, 0.7412683963775635, 0.7411230206489563, 0.7409641742706299, 0.7408256530761719, 0.7406902313232422, 0.740539014339447, 0.7403945922851562, 0.7402547597885132, 0.7401102185249329, 0.739959180355072, 0.7398204803466797, 0.7396745681762695, 0.7395457029342651]","[0.013902949169278145, 0.013987264595925808, 0.01495605893433094, 0.012332752346992493, 0.012540861032903194, 0.01283371914178133, 0.012669539079070091, 0.011769389733672142, 0.011717956513166428, 0.01164901815354824, 0.011591940186917782, 0.011552826501429081, 0.011509116739034653, 0.01146306935697794, 0.011413942091166973, 0.011464476585388184, 0.011464585550129414, 0.011709022335708141, 0.01133032701909542, 0.01132044568657875, 0.011228141374886036, 0.011203157715499401, 0.011201681569218636, 0.01139736082404852, 0.011468140408396721, 0.011232752352952957, 0.012272422201931477, 0.011165429838001728, 0.011302011087536812, 0.011432811617851257, 0.011386092752218246, 0.011225608177483082, 0.012021329253911972]",COMPLETE,0.0111654298380017,,,
44027.0,year,2.0,51.0,0.0110164107754826,2022-11-03 06:12:50.863758,2022-11-03 06:13:50.248720,0 days 00:00:59.384962,197.0,2.0,2.0,0.0,constant,matern1.5,,0.0155376439138895,273.0,True,11.0,"[0.7468413710594177, 0.7403073906898499, 0.7336763739585876, 0.7275952696800232, 0.7218620777130127, 0.7161435484886169, 0.7104961276054382, 0.7048051357269287, 0.6991180777549744, 0.6934144496917725, 0.6877054572105408, 0.6819866299629211, 0.6762358546257019, 0.6704825758934021, 0.6646897196769714, 0.6588913798332214]","[0.014243264682590961, 0.013486575335264206, 0.011648287065327168, 0.011439643800258636, 0.011257560923695564, 0.011214111000299454, 0.011138726025819778, 0.011080742813646793, 0.011094787158071995, 0.011077799834311008, 0.011016410775482655, 0.011760422959923744, 0.012095685116946697, 0.011646795086562634, 0.0111969243735075, 0.011179160326719284]",COMPLETE,0.0114396438002586,0.011077799834311,,
44027.0,year,2.0,52.0,0.0141306584700942,2022-11-03 06:13:50.249374,2022-11-03 06:14:33.449988,0 days 00:00:43.200614,100.0,4.0,2.0,0.0,constant,matern1.5,,0.0001302476478707,199.0,True,,,,PRUNED,0.0141306584700942,,,
44027.0,year,2.0,53.0,0.0109501974657177,2022-11-03 06:14:33.450337,2022-11-03 06:15:52.562003,0 days 00:01:19.111666,436.0,3.0,2.0,0.0,constant,matern1.5,,0.0005148289965308,224.0,False,,,,PRUNED,0.0118397790938615,0.011273699812591,0.0109501974657177,
44027.0,year,2.0,54.0,0.0155075881630182,2022-11-03 06:15:52.562359,2022-11-03 06:20:00.598554,0 days 00:04:08.036195,535.0,4.0,2.0,0.0,constant,spectral,8.0,0.001001920061634,69.0,True,4.0,"[0.9242256283760071, 0.7543518543243408, 1.419643521308899, 0.7689425945281982, 0.8519201874732971, 0.7558751702308655, 0.7885384559631348, 0.773446798324585, 0.7645931839942932]","[0.023799072951078415, 7793.52197265625, 0.015507600270211697, 0.015507588163018227, 0.7620683908462524, 0.029811840504407883, 0.26044172048568726, 0.024562865495681763, 0.032530371099710464]",COMPLETE,,,,
44027.0,year,2.0,55.0,0.012463342398405,2022-11-03 06:20:00.599210,2022-11-03 06:20:11.106022,0 days 00:00:10.506812,156.0,4.0,2.0,0.0,constant,matern1.5,,0.0016403130358896,169.0,False,,,,PRUNED,0.012463342398405,,,
44027.0,year,2.0,56.0,0.0114652151241898,2022-11-03 06:20:11.106385,2022-11-03 06:21:27.750583,0 days 00:01:16.644198,953.0,2.0,2.0,0.0,constant,rbf,,0.0001096376320088,203.0,False,,,,PRUNED,0.0114652151241898,,,
44027.0,year,2.0,57.0,0.010861980728805,2022-11-03 06:21:27.750939,2022-11-03 06:24:01.003257,0 days 00:02:33.252318,277.0,2.0,2.0,0.0,constant,matern1.5,,0.0540829348765535,285.0,True,23.0,"[0.7444797158241272, 0.7267223000526428, 0.7060618996620178, 0.686368465423584, 0.6659561991691589, 0.6457586288452148, 0.6251214742660522, 0.6045151352882385, 0.5837540030479431, 0.5627562999725342, 0.5415502190589905, 0.5201191902160645, 0.49854689836502075, 0.4767817556858063, 0.4548570513725281, 0.4327619671821594, 0.4104970097541809, 0.3880325257778168, 0.3654361665248871, 0.34269580245018005, 0.3197905719280243, 0.2967818081378937, 0.2736004889011383, 0.2503228187561035, 0.22694182395935059, 0.20347781479358673, 0.18001316487789154, 0.15710338950157166]","[0.01551640685647726, 0.012737474404275417, 0.012494471855461597, 0.011793456971645355, 0.011999671347439289, 0.012480505742132664, 0.011924403719604015, 0.011288609355688095, 0.011349989101290703, 0.011164858937263489, 0.011068318970501423, 0.01104128547012806, 0.011020965874195099, 0.011013660579919815, 0.010995288379490376, 0.010976851917803288, 0.010946583934128284, 0.010922069661319256, 0.01093327533453703, 0.010881613940000534, 0.010870363563299179, 0.010866772383451462, 0.010861980728805065, 0.010865679942071438, 0.010867893695831299, 0.010906881652772427, 0.011260620318353176, 0.010884933173656464]",COMPLETE,0.0117934569716453,0.0111648589372634,,
44027.0,year,2.0,58.0,0.0119100119918584,2022-11-03 06:24:01.003936,2022-11-03 06:27:42.858832,0 days 00:03:41.854896,272.0,2.0,2.0,0.0,constant,matern1.5,,0.0443216391537166,286.0,False,,,,PRUNED,0.0119100119918584,,,
44027.0,year,2.0,59.0,0.015069312416017,2022-11-03 06:27:42.859182,2022-11-03 06:28:04.580662,0 days 00:00:21.721480,591.0,2.0,2.0,0.0,constant,rbf,,0.0001038020504897,234.0,True,,,,PRUNED,0.015069312416017,,,
