dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_max,params_n_layers,params_n_out,params_p,params_mean_type,params_kernel_type,params_num_mixtures,params_lr,params_grid_size,params_initialize_fe,user_attrs_MAX_EPOCHS,user_attrs_Train_Losses,user_attrs_Val_MSE,state,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_fixed_params
44027.0,year,1.0,10.0,0.0111087197437882,2022-11-02 20:14:00.718624,2022-11-02 20:15:13.292339,0 days 00:01:12.573715,384.0,5.0,2.0,0.0,linear,rbf,,0.0020941599681372,235.0,1.0,17.0,"[0.7467091083526611, 0.7456278204917908, 0.7443805932998657, 0.7432081699371338, 0.7419227361679077, 0.7409331798553467, 0.7399762272834778, 0.7390726208686829, 0.7382495999336243, 0.7374215722084045, 0.7366827130317688, 0.7358947992324829, 0.7350873947143555, 0.7342681884765625, 0.7335502505302429, 0.7328218221664429, 0.7320349216461182, 0.7311946153640747, 0.7304449081420898, 0.7297321557998657, 0.728986382484436, 0.728216290473938]","[0.014544317498803139, 0.013870329596102238, 0.013340488076210022, 0.012664471752941608, 0.01249018032103777, 0.011893286369740963, 0.0117731261998415, 0.01150614582002163, 0.011417053639888763, 0.011389155872166157, 0.011311627924442291, 0.011318999342620373, 0.011286639608442783, 0.011239233426749706, 0.011286451481282711, 0.011257483623921871, 0.011108719743788242, 0.01131177507340908, 0.012785712257027626, 0.012379363179206848, 0.011109521612524986, 0.011125118471682072]",COMPLETE,,,,
44027.0,year,1.0,11.0,0.0120587730780243,2022-11-02 20:15:13.292940,2022-11-02 20:16:06.968156,0 days 00:00:53.675216,962.0,4.0,2.0,0.0,linear,matern1.5,,0.006899880181141,36.0,1.0,,,,PRUNED,0.0111813386902213,0.0120587730780243,,
44027.0,year,1.0,12.0,0.0150026176124811,2022-11-02 20:16:06.968476,2022-11-02 20:22:31.758878,0 days 00:06:24.790402,346.0,5.0,2.0,0.0,constant,matern0.5,,0.0136017081841335,276.0,0.0,,,,PRUNED,0.0150026176124811,,,
44027.0,year,1.0,13.0,0.0149074252694845,2022-11-02 20:22:31.759204,2022-11-02 20:22:53.591151,0 days 00:00:21.831947,77.0,2.0,2.0,0.0,linear,rbf,,0.0001063875262335,195.0,1.0,,,,PRUNED,0.0149074252694845,,,
44027.0,year,1.0,14.0,0.0116298217326402,2022-11-02 20:22:53.591481,2022-11-02 20:32:51.163004,0 days 00:09:57.571523,196.0,4.0,2.0,0.0,linear,rbf,,0.0130491137572327,232.0,0.0,9.0,"[0.7465257048606873, 0.7405309081077576, 0.7355002760887146, 0.730819046497345, 0.7260896563529968, 0.7212699055671692, 0.7166829109191895, 0.711796224117279, 0.7069143652915955, 0.7020760178565979, 0.6972385048866272, 0.6924670934677124, 0.6875739693641663, 0.682937741279602]","[0.015164404176175594, 0.015016626566648483, 0.015018219128251076, 0.015325440093874931, 0.015019359067082405, 0.015238994732499123, 0.012221913784742355, 0.011712893843650818, 0.011629821732640266, 0.011636302806437016, 0.01710321195423603, 0.012292523868381977, 0.015009905211627483, 0.015007724054157734]",COMPLETE,0.011636302806437,,,
44027.0,year,1.0,15.0,0.0145761054009199,2022-11-02 20:32:51.163592,2022-11-02 20:37:12.929363,0 days 00:04:21.765771,688.0,2.0,2.0,0.0,linear,rbf,,0.0489820358128208,192.0,0.0,,,,PRUNED,0.0145761054009199,,,
44027.0,year,1.0,16.0,0.0150110637769103,2022-11-02 20:37:12.929711,2022-11-02 20:44:42.609247,0 days 00:07:29.679536,722.0,4.0,2.0,0.0,linear,rbf,,0.0311400871213834,133.0,0.0,,,,PRUNED,0.0150110637769103,,,
44027.0,year,1.0,17.0,0.0133049646392464,2022-11-02 20:44:42.609626,2022-11-02 20:44:54.452188,0 days 00:00:11.842562,793.0,2.0,2.0,0.0,linear,rbf,,0.0003094258743897,219.0,0.0,,,,PRUNED,0.0133049646392464,,,
44027.0,year,1.0,18.0,0.0115321427583694,2022-11-02 20:44:54.452523,2022-11-02 20:48:37.515945,0 days 00:03:43.063422,553.0,4.0,2.0,0.0,constant,rbf,,0.0038900385681891,101.0,1.0,4.0,"[0.7439694404602051, 0.7440505027770996, 0.7417427897453308, 0.740055501461029, 0.7386242747306824, 0.7371962666511536, 0.735731303691864, 0.7344934344291687, 0.7330797910690308]","[0.01499844528734684, 0.013765553012490273, 0.012150618247687817, 0.011532142758369446, 0.015035823918879032, 0.011869913898408413, 0.014984319917857647, 0.012980107218027115, 0.012441049329936504]",COMPLETE,0.0115321427583694,,,
44027.0,year,1.0,19.0,0.0143147548660635,2022-11-02 20:48:37.516549,2022-11-02 20:49:12.431408,0 days 00:00:34.914859,262.0,3.0,2.0,0.0,constant,matern0.5,,0.0018752731672551,84.0,1.0,2.0,"[0.7467612624168396, 0.7459158897399902, 0.7450667023658752, 0.7442466616630554, 0.7434651851654053, 0.7425820231437683, 0.7417586445808411]","[0.015070278197526932, 0.014314754866063595, 0.015026307664811611, 0.01504124328494072, 0.014988466165959835, 0.014809495769441128, 0.014359741471707821]",COMPLETE,,,,
44027.0,year,1.0,20.0,0.4941202104091644,2022-11-02 20:49:12.432004,2022-11-02 20:55:58.462021,0 days 00:06:46.030017,316.0,3.0,2.0,0.0,constant,spectral,3.0,0.0002137375198044,234.0,0.0,5.0,"[0.6534889936447144, 1.5777628421783447, 0.6591120958328247, 0.8116835951805115, 4.337727069854736, 6.152831554412842, 1.2490028142929077, 47.067657470703125, 4.328545570373535, 1.3061200380325317]","[1360829.625, 58939.05859375, 25083714.0, 132.72010803222656, 0.49412021040916443, 0.7513893246650696, 118320.65625, 11087.7041015625, 4596739.0, 3691313.0]",COMPLETE,,,,
44027.0,year,1.0,21.0,0.0111457332968711,2022-11-02 20:55:58.462594,2022-11-02 20:56:30.472622,0 days 00:00:32.010028,931.0,2.0,2.0,0.0,linear,matern1.5,,0.0009435720624055,149.0,1.0,2.0,"[0.743993878364563, 0.7438288331031799, 0.7432565689086914, 0.7428659200668335, 0.7425757646560669, 0.7422177791595459, 0.7418228983879089]","[0.01144152320921421, 0.011145733296871185, 0.011668073013424873, 0.011920103803277016, 0.012978130020201206, 0.01321884524077177, 0.013973594643175602]",COMPLETE,,,,
44027.0,year,1.0,22.0,0.0110321613028645,2022-11-02 20:56:30.473206,2022-11-02 20:57:59.921112,0 days 00:01:29.447906,934.0,3.0,2.0,0.0,constant,matern1.5,,0.0003848277911169,226.0,1.0,21.0,"[0.7465336918830872, 0.7453432679176331, 0.7447909712791443, 0.7443616986274719, 0.7440471053123474, 0.7437865138053894, 0.7435357570648193, 0.7433263063430786, 0.7431280612945557, 0.7429406046867371, 0.7427592873573303, 0.7425935864448547, 0.742427408695221, 0.7422676682472229, 0.7421102523803711, 0.7419572472572327, 0.741793155670166, 0.7416359782218933, 0.7414849400520325, 0.7413322329521179, 0.7411792874336243, 0.741023600101471, 0.7408715486526489, 0.7407212853431702, 0.7405765056610107, 0.7404208779335022]","[0.013155585154891014, 0.012594105675816536, 0.013000807724893093, 0.011982851661741734, 0.011821995489299297, 0.011674115434288979, 0.011578596197068691, 0.011498726904392242, 0.011430002748966217, 0.011371281929314137, 0.011327874846756458, 0.011285885237157345, 0.011337433010339737, 0.011708395555615425, 0.011256885714828968, 0.011151257902383804, 0.011122345924377441, 0.011102181859314442, 0.011075853370130062, 0.011052208952605724, 0.011032161302864552, 0.013612398877739906, 0.017408495768904686, 0.01830134727060795, 0.01893160119652748, 0.018845541402697563]",COMPLETE,0.0113712819293141,,,
44027.0,year,1.0,23.0,0.0113721722736954,2022-11-02 20:57:59.921690,2022-11-02 20:59:41.677708,0 days 00:01:41.756018,530.0,5.0,2.0,0.0,linear,rbf,,0.0034015180243339,101.0,1.0,,,,PRUNED,0.0119570195674896,0.0113721722736954,,
44027.0,year,1.0,24.0,0.0107329422608017,2022-11-02 20:59:41.678089,2022-11-02 21:02:22.341591,0 days 00:02:40.663502,549.0,2.0,2.0,0.0,constant,rbf,,0.0256149632980787,103.0,1.0,26.0,"[0.7451211214065552, 0.735622763633728, 0.7262682914733887, 0.7170401811599731, 0.7076234817504883, 0.6982437968254089, 0.688791811466217, 0.6794278621673584, 0.6698418259620667, 0.660283625125885, 0.650626540184021, 0.6410079598426819, 0.631296694278717, 0.6215285062789917, 0.6117041110992432, 0.6019102334976196, 0.5919990539550781, 0.5820448398590088, 0.5720382332801819, 0.5620049834251404, 0.5519213080406189, 0.5417826771736145, 0.5315943360328674, 0.5213566422462463, 0.5111051201820374, 0.5007441639900208, 0.4903913140296936, 0.4799776077270508, 0.4694739282131195, 0.45904508233070374, 0.4484191834926605]","[0.015001138672232628, 0.012213341891765594, 0.011946892365813255, 0.011732993647456169, 0.01163652166724205, 0.011560328304767609, 0.01166367158293724, 0.012590281665325165, 0.011286425404250622, 0.011210725642740726, 0.011980490759015083, 0.011708526872098446, 0.01194754522293806, 0.011436878703534603, 0.011210385710000992, 0.011394944973289967, 0.01085298415273428, 0.011226287111639977, 0.011355794034898281, 0.011862261220812798, 0.010792435146868229, 0.010746780782938004, 0.010899033397436142, 0.01171652227640152, 0.015420573763549328, 0.010732942260801792, 0.01352977380156517, 0.014283784665167332, 0.010807850398123264, 0.01403807569295168, 0.012522207573056221]",COMPLETE,0.0117329936474561,0.0112107256427407,0.0142837846651673,
44027.0,year,1.0,25.0,0.0130100147798657,2022-11-02 21:02:22.342204,2022-11-02 21:14:17.205039,0 days 00:11:54.862835,794.0,5.0,2.0,0.0,constant,rbf,,0.0030498559662982,113.0,0.0,5.0,"[0.7466230988502502, 0.7443113327026367, 0.7430137991905212, 0.7417032718658447, 0.7404481172561646, 0.7391332387924194, 0.73786860704422, 0.7368654608726501, 0.7355937957763672, 0.734595000743866]","[0.015003662556409836, 0.015009979717433453, 0.014992834068834782, 0.015001264400780201, 0.013010014779865742, 0.01460860576480627, 0.015005318447947502, 0.013355008326470852, 0.015009334310889244, 0.015005718916654587]",COMPLETE,,,,
