dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_max,params_n_layers,params_n_out,params_p,params_mean_type,params_kernel_type,params_num_mixtures,params_lr,params_grid_size,params_initialize_fe,user_attrs_MAX_EPOCHS,user_attrs_Train_Losses,user_attrs_Val_MSE,state,system_attrs_fixed_params
216.0,k2204_PPV,1.0,70.0,0.0004624190041795,2022-10-11 16:36:08.758797,2022-10-11 16:37:29.141003,0 days 00:01:20.382206,302.0,2.0,3.0,0.0,linear,matern0.5,,0.0150400861661762,30.0,1.0,24.0,,,COMPLETE,
216.0,k2204_PPV,1.0,71.0,0.000359599092917,2022-10-11 16:37:29.141596,2022-10-11 16:39:08.348673,0 days 00:01:39.207077,203.0,2.0,2.0,0.0,linear,matern0.5,,0.04348886844521,146.0,1.0,41.0,,,COMPLETE,
216.0,k2204_PPV,1.0,72.0,0.0004187392769381,2022-10-11 16:39:08.349241,2022-10-11 16:40:41.994129,0 days 00:01:33.644888,256.0,2.0,2.0,0.0,linear,matern0.5,,0.0543177926156424,210.0,1.0,36.0,,,COMPLETE,
216.0,k2204_PPV,1.0,73.0,0.0003336666850373,2022-10-11 16:40:41.994718,2022-10-11 16:42:26.163064,0 days 00:01:44.168346,153.0,2.0,2.0,0.0,linear,matern0.5,,0.0331072648320124,73.0,1.0,47.0,,,COMPLETE,
216.0,k2204_PPV,1.0,74.0,0.0003652284358395,2022-10-11 16:42:26.163671,2022-10-11 16:43:13.639985,0 days 00:00:47.476314,502.0,2.0,2.0,0.0,linear,matern1.5,,0.0474007432139145,50.0,1.0,16.0,,,COMPLETE,
216.0,k2204_PPV,1.0,75.0,5.166206938156392e-05,2022-10-11 16:43:13.640587,2022-10-11 16:45:40.061151,0 days 00:02:26.420564,221.0,2.0,2.0,0.0,linear,matern0.5,,0.0867189139619256,169.0,0.0,65.0,,,COMPLETE,
216.0,k2204_PPV,1.0,76.0,1.938191735462169e-05,2022-10-11 16:45:40.061761,2022-10-11 16:50:25.716474,0 days 00:04:45.654713,135.0,2.0,3.0,0.0,linear,matern0.5,,0.0671521184193455,34.0,0.0,110.0,,,COMPLETE,
216.0,k2204_PPV,1.0,77.0,2.2073769287089817e-05,2022-10-11 16:50:25.717053,2022-10-11 16:55:34.683829,0 days 00:05:08.966776,131.0,2.0,3.0,0.0,linear,matern0.5,,0.0663904858361716,35.0,1.0,117.0,,,COMPLETE,
216.0,k2204_PPV,1.0,78.0,0.0012836787354899,2022-10-11 16:55:34.684400,2022-10-11 16:58:29.795286,0 days 00:02:55.110886,102.0,2.0,3.0,0.0,linear,spectral,7.0,0.058093729750727,35.0,0.0,35.0,,,COMPLETE,
216.0,k2204_PPV,1.0,79.0,3.155330136905832e-05,2022-10-11 16:58:29.795908,2022-10-11 17:01:45.648928,0 days 00:03:15.853020,137.0,2.0,3.0,0.0,constant,matern0.5,,0.0986330203381688,34.0,0.0,69.0,,,COMPLETE,
216.0,k2204_PPV,1.0,80.0,0.000512066311785,2022-10-11 17:01:45.649505,2022-10-11 17:03:01.909240,0 days 00:01:16.259735,177.0,2.0,3.0,0.0,linear,matern0.5,,0.0006996486329219,33.0,0.0,23.0,,,COMPLETE,
216.0,k2204_PPV,1.0,81.0,0.0004655067532439,2022-10-11 17:03:01.909804,2022-10-11 17:03:51.457085,0 days 00:00:49.547281,132.0,2.0,3.0,0.0,linear,matern0.5,,0.0723558110164915,32.0,1.0,10.0,,,COMPLETE,
216.0,k2204_PPV,1.0,82.0,0.0005444728449219,2022-10-11 17:03:51.457671,2022-10-11 17:05:38.369656,0 days 00:01:46.911985,91.0,5.0,3.0,0.0,linear,matern0.5,,0.0630310902241865,35.0,1.0,32.0,,,COMPLETE,
