dataset_id,dataset_name,outer_run,n_max,n_layers,n_out,p,mean_type,kernel_type,num_mixtures,lr,grid_size,initialize_fe,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
216.0,elevators,1.0,645.0,4.0,4.0,0.0,constant,rbf,,0.0001328191226885,17.0,1.0,229.0,4.508103302214295e-06,0.0015597095480188,0.0196492411196231,-2.911516843652622,230.68247532844543
216.0,elevators,2.0,846.0,4.0,4.0,0.0,linear,rbf,,0.0001206725138718,11.0,True,91.0,4.738000370707596e-06,0.0016291837673634,0.0171103365719318,-2.904464068523263,82.94205689430237
216.0,elevators,3.0,870.0,3.0,3.0,0.0,linear,rbf,,0.0001291468230932,20.0,True,306.0,4.972904207534157e-06,0.0015867043985053,0.029454406350851,-2.9873920905315567,92.277738571167
216.0,elevators,4.0,504.0,5.0,4.0,0.0,constant,rbf,,0.0001197839514455,19.0,True,201.0,4.872852969128871e-06,0.0016999068902805,0.0123394969850778,-2.9090808094182603,222.9565074443817
216.0,elevators,5.0,693.0,2.0,3.0,0.0,linear,rbf,,0.0752916742818908,42.0,True,94.0,7.880153134465218e-06,0.0019323487067595,0.0230904892086982,-4.445614024954098,36.89902758598328
