dataset_id,dataset_name,outer_run,n_max,n_layers,n_out,p,mean_type,kernel_type,num_mixtures,lr,grid_size,initialize_fe,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
44027.0,year,1.0,724.0,4.0,2.0,0.0,constant,rbf,,0.0001006979922763,103.0,1.0,181.0,82.29135131835938,6.430946826934815,69.7904052734375,4.289167200870805,153.60337805747986
44027.0,year,2.0,969.0,2.0,2.0,0.0,constant,matern1.5,,0.0488197796984493,211.0,False,48.0,152.07415771484375,10.541714668273926,69.124267578125,3.3051816176144326,36.16341257095337
44027.0,year,3.0,995.0,2.0,2.0,0.0,constant,matern1.5,,0.0012149929121731,287.0,False,31.0,83.40723419189453,6.396342277526856,80.2222900390625,4.299607376152562,24.07408618927002
44027.0,year,4.0,571.0,4.0,2.0,0.0,constant,matern1.5,,0.0002337741616594,50.0,True,145.0,81.89173126220703,6.235441207885742,70.9288330078125,4.300605374178764,118.70239353179932
44027.0,year,5.0,429.0,4.0,2.0,0.0,linear,rbf,,0.0001035167316203,161.0,True,186.0,81.89639282226562,6.317737579345703,71.0518798828125,4.291209480018036,144.2015471458435
