dataset_id,dataset_name,outer_run,n_max,n_layers,n_out,p,mean_type,kernel_type,num_mixtures,lr,grid_size,initialize_fe,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
44027.0,r1_08_PPV,1.0,182.0,2.0,2.0,0.0,linear,rbf,,0.0249672464432029,141.0,0.0,110.0,0.0006781669217161,0.0199528764933347,0.2966041564941406,0.9079440013729776,87.06523823738098
44027.0,r1_08_PPV,2.0,1024.0,4.0,2.0,0.0,constant,rbf,,0.01,300.0,False,123.0,0.00063637009589,0.0194897484034299,0.1993541717529297,1.655791378627848,133.7357759475708
44027.0,r1_08_PPV,3.0,1024.0,4.0,2.0,0.0,constant,rbf,,0.01,300.0,False,120.0,0.0510174967348575,0.137411892414093,1.5583162307739258,1.670322935374259,129.92975330352783
44027.0,r1_08_PPV,4.0,511.0,2.0,2.0,0.0,linear,matern1.5,,0.0246039573722223,116.0,False,80.0,0.0007539393263868,0.0215043053030967,0.2468547821044922,1.3048480755394165,64.21553707122803
44027.0,r1_08_PPV,5.0,915.0,4.0,2.0,0.0,constant,matern1.5,,0.032109248619234,152.0,False,100.0,0.0008061219123192132,0.022893385961651802,0.21671104431152344,0.6706172990654705,102.97290682792664
