dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_max,params_n_layers,params_n_out,params_p,params_mean_type,params_kernel_type,params_num_mixtures,params_lr,params_grid_size,params_initialize_fe,user_attrs_MAX_EPOCHS,user_attrs_Train_Losses,user_attrs_Val_MSE,state,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_fixed_params,system_attrs_completed_rung_3
44027.0,r1_08_PPV,2.0,35.0,4.005236769444309e-05,2022-11-07 00:31:12.461213,2022-11-07 00:32:52.735970,0 days 00:01:40.274757,195.0,2.0,2.0,0.0,linear,rbf,,0.0003285568828802,206.0,True,,,,PRUNED,4.338374128565192e-05,3.866309634759091e-05,4.005236769444309e-05,,
44027.0,r1_08_PPV,2.0,36.0,0.0010520035866647,2022-11-07 00:32:52.736312,2022-11-07 00:33:19.260041,0 days 00:00:26.523729,451.0,2.0,2.0,0.0,linear,rbf,,0.0053108279380588,234.0,True,,,,PRUNED,0.0010520035866647,,,,
44027.0,r1_08_PPV,2.0,37.0,0.0004881525819655,2022-11-07 00:33:19.260400,2022-11-07 00:34:05.891724,0 days 00:00:46.631324,466.0,2.0,2.0,0.0,linear,rbf,,0.0102440963273972,300.0,True,5.0,"[0.7358649373054504, 0.7395110130310059, 0.7317201495170593, 0.7258467674255371, 0.721426248550415, 0.7176843881607056, 0.7142370939254761, 0.7105536460876465, 0.7065889239311218, 0.7027465105056763]","[0.010483358055353165, 0.004369393456727266, 0.001387109630741179, 0.0005746337701566517, 0.0004881525819655508, 0.0008243410266004503, 0.0008832812891341746, 0.0006059565930627286, 0.0005858612130396068, 0.0005247665685601532]",COMPLETE,0.0005746337701566,,,,
44027.0,r1_08_PPV,2.0,38.0,0.2479746341705322,2022-11-07 00:34:05.892576,2022-11-07 00:41:04.781068,0 days 00:06:58.888492,399.0,2.0,2.0,0.0,constant,spectral,6.0,0.0034871771529682,232.0,True,4.0,"[3.626166343688965, 0.28907695412635803, 0.7324357628822327, 0.3964349031448364, 3.051283359527588, 15.011214256286621, 58.80451202392578, -0.6633204817771912, -0.2902749180793762]","[0.25367575883865356, 48.99896240234375, 9084.1396484375, 0.24797463417053223, 590.1735229492188, 17786.05078125, 1011.9404296875, 1518.739501953125, 285.49395751953125]",COMPLETE,,,,,
44027.0,r1_08_PPV,2.0,39.0,0.0014199008001014,2022-11-07 00:41:04.781963,2022-11-07 00:41:34.148860,0 days 00:00:29.366897,611.0,3.0,2.0,0.0,linear,rbf,,0.0034282205382642,247.0,True,,,,PRUNED,0.0014199008001014,,,,
44027.0,r1_08_PPV,2.0,40.0,0.2565637826919555,2022-11-07 00:41:34.149213,2022-11-07 00:48:02.801519,0 days 00:06:28.652306,516.0,4.0,2.0,0.0,constant,spectral,2.0,0.000157383562242,297.0,True,3.0,"[-1.8345975875854492, 13.792346954345703, -0.889651894569397, -2.4844601154327393, -2.305687189102173, -0.8168239593505859, -1.283405065536499, -1.328651785850525]","[372.29608154296875, 432359.125, 0.25656378269195557, 19434916.0, 105323608.0, 147315.9375, 123403.3203125, 20183.650390625]",COMPLETE,,,,,
44027.0,r1_08_PPV,2.0,41.0,0.0005161400767974,2022-11-07 00:48:02.802341,2022-11-07 00:48:44.510348,0 days 00:00:41.708007,187.0,3.0,2.0,0.0,constant,rbf,,0.0500259836511453,31.0,True,,,,PRUNED,0.0005161400767974,,,,
44027.0,r1_08_PPV,2.0,42.0,0.0005493037169799,2022-11-07 00:48:44.510714,2022-11-07 00:49:13.523821,0 days 00:00:29.013107,990.0,2.0,2.0,0.0,constant,rbf,,0.0026752245867029,191.0,False,,,,PRUNED,0.0005493037169799,,,,
44027.0,r1_08_PPV,2.0,43.0,0.0001397801243001,2022-11-07 00:49:13.524221,2022-11-07 00:49:48.241991,0 days 00:00:34.717770,389.0,2.0,2.0,0.0,linear,rbf,,0.0027196848256502,146.0,True,1.0,"[0.7362436652183533, 0.7360408902168274, 0.7365082502365112, 0.7357572913169861, 0.7341956496238708, 0.733260452747345]","[0.00013978012430015951, 0.0003543574712239206, 0.00016711995704099536, 0.0001677519321674481, 0.00024654570734128356, 0.00025586257106624544]",COMPLETE,0.0001677519321674,,,,
44027.0,r1_08_PPV,2.0,44.0,0.0014539594994857,2022-11-07 00:49:48.242877,2022-11-07 00:50:16.503093,0 days 00:00:28.260216,196.0,3.0,2.0,0.0,linear,matern1.5,,0.0234867501275098,178.0,True,,,,PRUNED,0.0014539594994857,,,,
44027.0,r1_08_PPV,2.0,45.0,8.880085806595162e-05,2022-11-07 00:50:16.503453,2022-11-07 01:00:09.867050,0 days 00:09:53.363597,299.0,5.0,2.0,0.0,linear,rbf,,0.0001323955108722,58.0,False,193.0,"[0.7764769792556763, 0.7702736258506775, 0.7632402777671814, 0.756496012210846, 0.7506510615348816, 0.7458613514900208, 0.742137610912323, 0.739619255065918, 0.7383263111114502, 0.7379173636436462, 0.7378793358802795, 0.7378337979316711, 0.7376072406768799, 0.737206757068634, 0.7367467284202576, 0.7363482713699341, 0.7360749244689941, 0.7359181642532349, 0.7358344793319702, 0.7357813715934753, 0.7357287406921387, 0.7356591820716858, 0.7355653047561646, 0.7354527711868286, 0.7353333234786987, 0.7352179884910583, 0.7351137399673462, 0.7350229024887085, 0.7349441051483154, 0.7348752021789551, 0.7348145246505737, 0.7347586750984192, 0.734704852104187, 0.7346494793891907, 0.7345893383026123, 0.7345247268676758, 0.7344575524330139, 0.7343907356262207, 0.7343264222145081, 0.7342646718025208, 0.7342060208320618, 0.7341492176055908, 0.7340953350067139, 0.734043300151825, 0.7339925169944763, 0.7339409589767456, 0.7338884472846985, 0.7338345646858215, 0.7337803840637207, 0.7337262034416199, 0.7336729168891907, 0.7336195111274719, 0.7335671782493591, 0.733515202999115, 0.7334636449813843, 0.7334127426147461, 0.7333619594573975, 0.7333109378814697, 0.733259379863739, 0.7332072257995605, 0.7331551909446716, 0.7331035733222961, 0.7330521941184998, 0.7330010533332825, 0.7329502701759338, 0.73289954662323, 0.7328495979309082, 0.7327991127967834, 0.7327490448951721, 0.7326982617378235, 0.7326478958129883, 0.7325977683067322, 0.7325474619865417, 0.7324972152709961, 0.7324469089508057, 0.7323967814445496, 0.7323468923568726, 0.7322969436645508, 0.7322472333908081, 0.7321974039077759, 0.7321476936340332, 0.7320977449417114, 0.7320480942726135, 0.731998085975647, 0.7319485545158386, 0.7318987846374512, 0.7318491339683533, 0.7317996621131897, 0.7317501902580261, 0.7317007184028625, 0.7316513061523438, 0.7316020727157593, 0.7315526008605957, 0.7315033078193665, 0.7314543724060059, 0.7314049601554871, 0.7313554883003235, 0.7313060760498047, 0.7312570214271545, 0.7312078475952148, 0.7311586141586304, 0.7311093211174011, 0.7310600876808167, 0.7310108542442322, 0.730961799621582, 0.7309127449989319, 0.7308633923530579, 0.730814516544342, 0.7307652831077576, 0.7307159900665283, 0.7306671738624573, 0.7306182980537415, 0.7305693030357361, 0.7305206060409546, 0.7304715514183044, 0.7304225564002991, 0.7303736805915833, 0.7303251028060913, 0.7302762269973755, 0.7302275896072388, 0.7301788330078125, 0.7301304936408997, 0.7300822734832764, 0.7300334572792053, 0.7299844026565552, 0.7299361228942871, 0.7298876643180847, 0.7298390865325928, 0.729790449142456, 0.729742169380188, 0.7296936511993408, 0.7296451330184937, 0.7295962572097778, 0.7295480966567993, 0.7294997572898865, 0.7294512391090393, 0.7294027805328369, 0.7293540835380554, 0.7293057441711426, 0.7292572259902954, 0.7292084097862244, 0.7291601896286011, 0.7291116118431091, 0.7290627956390381, 0.7290139198303223, 0.7289658188819885, 0.7289169430732727, 0.7288684248924255, 0.7288191318511963, 0.7287702560424805, 0.7287213802337646, 0.7286725044250488, 0.728623628616333, 0.7285747528076172, 0.728525698184967, 0.7284771203994751, 0.728428304195404, 0.7283796668052673, 0.7283309698104858, 0.728282630443573, 0.7282344102859497, 0.7281859517097473, 0.7281374931335449, 0.7280887961387634, 0.7280396819114685, 0.7279909253120422, 0.7279424071311951, 0.7278940677642822, 0.7278456091880798, 0.7277969121932983, 0.7277488708496094, 0.727700412273407, 0.727651834487915, 0.727603018283844, 0.7275546193122864, 0.7275064587593079, 0.7274581789970398, 0.7274095416069031, 0.7273610234260559, 0.7273128628730774, 0.727264404296875, 0.7272157073020935, 0.727167010307312, 0.7271188497543335, 0.7270708680152893, 0.7270229458808899, 0.7269750833511353, 0.7269271016120911, 0.7268792986869812, 0.7268310785293579, 0.7267830967903137, 0.7267352938652039, 0.7266868948936462, 0.7266386151313782, 0.7265902757644653, 0.7265412211418152, 0.7264925241470337, 0.7264439463615417]","[0.04743323475122452, 0.037633247673511505, 0.028446970507502556, 0.0205451101064682, 0.014043951407074928, 0.008991548791527748, 0.00559223210439086, 0.0038950839079916477, 0.003418831154704094, 0.0034458953887224197, 0.003455257508903742, 0.0032125702127814293, 0.0027308890130370855, 0.002165484707802534, 0.0016839699819684029, 0.001374987536109984, 0.0012268845457583666, 0.0011787274852395058, 0.0011724017094820738, 0.0011676226276904345, 0.0011388389393687248, 0.0010763410245999694, 0.0009878346463665366, 0.0008899493259377778, 0.0007971099694259465, 0.0007195590296760201, 0.0006605886737816036, 0.0006179977208375931, 0.0005893173511140049, 0.000571018026676029, 0.000559995009098202, 0.0005513632786460221, 0.0005408856086432934, 0.0005234786658547819, 0.0005004600971005857, 0.0004737053532153368, 0.000447478931164369, 0.00042479790863581, 0.0004064498352818191, 0.0003919700684491545, 0.0003797372046392411, 0.00037091478588990867, 0.0003653853782452643, 0.00036133264075033367, 0.00035689864307641983, 0.00035090086748823524, 0.0003431466466281563, 0.0003344501310493797, 0.0003261936653871089, 0.00031957245664671063, 0.00031238130759447813, 0.0003064014599658549, 0.00030062251607887447, 0.00029693031683564186, 0.0002923001011367887, 0.00029033736791461706, 0.00028574440511874855, 0.0002818196080625057, 0.00027559747104533017, 0.0002711425768211484, 0.0002677950542420149, 0.0002625668130349368, 0.0002570751530583948, 0.0002557437983341515, 0.0002502829011064023, 0.00024801952531561255, 0.00024583408958278596, 0.00024295845651067793, 0.00024050836509559304, 0.00023823199444450438, 0.00023529506870545447, 0.00023152986250352114, 0.00022760132560506463, 0.00022704062575940043, 0.00022431269462686032, 0.00022234363132156432, 0.00021975762501824647, 0.00021668914996553212, 0.00021652445138897747, 0.00021535897394642234, 0.00020959970424883068, 0.0002064117870759219, 0.00020500329264905304, 0.00020145218877587467, 0.00019863637862727046, 0.00019518307817634195, 0.00019351858645677567, 0.00018964227638207376, 0.00018788647139444947, 0.00018531415844336152, 0.00018364131392445415, 0.00018177813035435975, 0.0001800943718990311, 0.00017838025814853609, 0.00017640728037804365, 0.0001744656328810379, 0.00017284860950894654, 0.00017138083057943732, 0.00016980161308310926, 0.00016799451259430498, 0.00016646321455482394, 0.0001645229203859344, 0.00016317835252266377, 0.00016135959594976157, 0.00015977099246811122, 0.00015850506315473467, 0.00015679115313105285, 0.0001552849425934255, 0.00015384401194751263, 0.00015255415928550065, 0.00015120751049835235, 0.00014999679115135223, 0.00014865105913486332, 0.0001472309959353879, 0.0001459540071664378, 0.00014476885553449392, 0.00014358707994688302, 0.00014229338557925075, 0.00014121201820671558, 0.00013984744146000594, 0.00013936952746007591, 0.00013824348570778966, 0.000136777016450651, 0.0001352372783003375, 0.0001342474133707583, 0.00013343589671421796, 0.00013219528773333877, 0.00013106665574014187, 0.0001301269221585244, 0.000129231353639625, 0.00012817680544685572, 0.00012687404523603618, 0.00012596066517289728, 0.0001251820067409426, 0.00012423572479747236, 0.00012328580487519503, 0.00012218637857586145, 0.00012153846910223365, 0.00012064326438121498, 0.00011951135093113407, 0.00011883475235663354, 0.00011813789024017751, 0.0001169877068605274, 0.00011580166756175458, 0.00011534059012774378, 0.00011493769125081599, 0.00011384911340428516, 0.00011287088273093104, 0.00011219736188650131, 0.00011161939619341865, 0.00011069080210290849, 0.00010987472342094406, 0.00010953960736515, 0.00010900066990870982, 0.00010822827607626095, 0.00010768885840661824, 0.00010719351848820224, 0.0001068929341272451, 0.00010703530278988183, 0.00010650647891452536, 0.00010526931146159768, 0.00010557952191447839, 0.0001046787656378001, 0.0001036893081618473, 0.00010204000864177942, 0.0001017613394651562, 0.0001006132151815109, 0.00010024038056144491, 9.93244320852682e-05, 9.891937952488661e-05, 9.829189366428182e-05, 9.765644063008949e-05, 9.693700121715665e-05, 9.630210843170062e-05, 9.626617975300178e-05, 9.538607991999015e-05, 9.472009696764871e-05, 9.363651042804122e-05, 9.289123408962041e-05, 9.232944285031408e-05, 9.19016165426001e-05, 9.129317913902923e-05, 9.089198283618316e-05, 9.069838415598497e-05, 9.0621346316766e-05, 9.06715722521767e-05, 9.07122521311976e-05, 8.994221570901573e-05, 9.03174513950944e-05, 8.986888860817999e-05, 9.049911022884771e-05, 8.965111192082986e-05, 8.880085806595162e-05, 8.881917892722413e-05, 8.885294664651155e-05, 9.057274291990325e-05, 8.966532186605036e-05, 8.890178287401795e-05]",COMPLETE,,,,,
44027.0,r1_08_PPV,2.0,46.0,1.5481746231671423e-05,2022-11-07 01:00:09.867900,2022-11-07 01:02:23.278830,0 days 00:02:13.410930,500.0,3.0,2.0,0.0,constant,rbf,,0.008892277010255,13.0,False,63.0,"[0.7755850553512573, 0.7452130317687988, 0.7310065031051636, 0.7270917296409607, 0.7234281301498413, 0.7199647426605225, 0.7166433930397034, 0.7134196162223816, 0.7101755142211914, 0.7068606615066528, 0.703511655330658, 0.7001820206642151, 0.6968860030174255, 0.6935995817184448, 0.6902939081192017, 0.6869603991508484, 0.6836094856262207, 0.6802582740783691, 0.6769133806228638, 0.6735683083534241, 0.6702126860618591, 0.6668445467948914, 0.6634686589241028, 0.6600865125656128, 0.6566973328590393, 0.6533035039901733, 0.6499043703079224, 0.6464980244636536, 0.6430793404579163, 0.6396488547325134, 0.6362115740776062, 0.6327691674232483, 0.6293219923973083, 0.6258665323257446, 0.6223999857902527, 0.6189244985580444, 0.6154418587684631, 0.6119531393051147, 0.608458399772644, 0.6049542427062988, 0.6014386415481567, 0.5979145169258118, 0.5943859219551086, 0.5908501148223877, 0.58730548620224, 0.5837514996528625, 0.5801880955696106, 0.5766186714172363, 0.5730424523353577, 0.569456160068512, 0.5658585429191589, 0.5622549057006836, 0.5586451888084412, 0.5550273656845093, 0.5513996481895447, 0.5477632880210876, 0.5441198348999023, 0.5404700040817261, 0.5368106365203857, 0.5331426858901978, 0.5294678211212158, 0.5257868766784668, 0.5220955014228821, 0.518394947052002, 0.514689028263092, 0.5109761357307434, 0.5072535276412964, 0.5035244822502136]","[0.04370928555727005, 0.0031618443317711353, 0.0013280096463859081, 0.0007049044361338019, 0.0003802487044595182, 0.0002806946577038616, 0.0003253126924391836, 0.000351819209754467, 0.0002957640972454101, 0.00020601604774128646, 0.00015377668023575097, 0.00014981870481278747, 0.00016892192070372403, 0.00017484197451267391, 0.0001531859888928011, 0.00011994015221716836, 9.546401270199567e-05, 8.722726488485932e-05, 8.86141715454869e-05, 8.430825982941315e-05, 7.588808512082323e-05, 6.7923690949101e-05, 6.068102447898127e-05, 5.5075081036193296e-05, 5.2967214287491515e-05, 5.369526115828194e-05, 5.569752102019265e-05, 5.232849434833042e-05, 4.448761319508776e-05, 3.78766271751374e-05, 3.499874219414778e-05, 3.553173519321717e-05, 3.6060326237929985e-05, 3.407541225897148e-05, 3.0376206268556416e-05, 2.8079015464754775e-05, 2.7946587579208426e-05, 2.9784096113871783e-05, 3.0556650017388165e-05, 2.7490441425470635e-05, 2.3515824068454094e-05, 2.3634818717255257e-05, 2.4840051992214285e-05, 2.505292468413245e-05, 2.3617463739356026e-05, 2.20478541450575e-05, 2.2154545149533078e-05, 2.3823840820114128e-05, 2.3181093638413586e-05, 2.008761111937929e-05, 1.8697119230637327e-05, 1.922904630191624e-05, 1.9368339053471573e-05, 1.8391356206848286e-05, 1.748402792145498e-05, 1.7193560779560357e-05, 1.7848007701104507e-05, 1.8042197552858852e-05, 1.6812306057545356e-05, 1.622168747417163e-05, 1.7976695744437166e-05, 1.7459920854889788e-05, 1.5481746231671423e-05, 1.5747849829494953e-05, 1.645837619435042e-05, 1.5789177268743515e-05, 1.5486893971683457e-05, 1.566470200486947e-05]",COMPLETE,0.0002060160477412,5.232849434833042e-05,,,
44027.0,r1_08_PPV,2.0,47.0,0.0073387310840189,2022-11-07 01:02:23.279706,2022-11-07 01:02:56.658724,0 days 00:00:33.379018,538.0,4.0,2.0,0.0,constant,matern0.5,,0.0085173519400182,137.0,True,,,,PRUNED,0.0073387310840189,,,,
44027.0,r1_08_PPV,2.0,48.0,9.026884799823164e-05,2022-11-07 01:02:56.659099,2022-11-07 01:04:24.428110,0 days 00:01:27.769011,768.0,4.0,2.0,0.0,constant,matern1.5,,0.0003281955492478,149.0,False,21.0,"[0.775898277759552, 0.7399298548698425, 0.7371625304222107, 0.7365131974220276, 0.7360519170761108, 0.7357962727546692, 0.7355954051017761, 0.7354696393013, 0.7353555560112, 0.7351900935173035, 0.7349989414215088, 0.7348144054412842, 0.7346928715705872, 0.7345889806747437, 0.7344586849212646, 0.7343350648880005, 0.7341932654380798, 0.7340562343597412, 0.7339268922805786, 0.7338014245033264, 0.7336723208427429, 0.7335408329963684, 0.7334094047546387, 0.7332939505577087, 0.733161211013794, 0.7330670356750488]","[0.005735060200095177, 0.001993173034861684, 0.0012081164168193936, 0.0007704066229052842, 0.0005579828866757452, 0.00044572094338946044, 0.00045350901200436056, 0.00046249962178990245, 0.00038672256050631404, 0.0002813960309140384, 0.00020602413860615343, 0.00017902773106470704, 0.00021158240269869566, 0.0002151611988665536, 0.0002032725024037063, 0.0001548348955111578, 0.00014328985707834363, 0.00012158684694441035, 0.0001352553372271359, 0.00010597336950013414, 9.026884799823165e-05, 0.00010662733984645456, 0.00010474975715624169, 0.00010208105959463865, 9.670078725321218e-05, 0.00011455138883320615]",COMPLETE,,,,,
44027.0,r1_08_PPV,2.0,49.0,40754.89453125,2022-11-07 01:04:24.428964,2022-11-07 01:07:23.075058,0 days 00:02:58.646094,381.0,2.0,2.0,0.0,linear,spectral,2.0,0.0042475514396231,172.0,False,,,,PRUNED,40754.89453125,,,,
44027.0,r1_08_PPV,2.0,50.0,0.0034911939874291,2022-11-07 01:07:23.075424,2022-11-07 01:08:30.573404,0 days 00:01:07.497980,107.0,3.0,2.0,0.0,constant,spectral,4.0,0.0124886222062493,20.0,False,5.0,"[0.7774008512496948, 0.7709399461746216, 0.7394371628761292, 0.7322300672531128, 0.7216943502426147, 0.7164206504821777, 25.822513580322266, 0.7157401442527771, 0.7209383845329285, 0.7308133840560913]","[0.053185902535915375, 0.016615239903330803, 0.016246428713202477, 0.0045687370002269745, 0.003491193987429142, 0.0036715876776725054, 0.004300168715417385, 0.010033166967332363, 0.020926306024193764, 0.03755418211221695]",COMPLETE,,,,,
44027.0,r1_08_PPV,2.0,51.0,9.953443623089696e-06,2022-11-07 01:08:30.574260,2022-11-07 01:09:13.321541,0 days 00:00:42.747281,857.0,3.0,2.0,0.0,constant,rbf,,0.0001283326659549,284.0,True,3.0,"[0.7358306646347046, 0.7357844710350037, 0.7357382774353027, 0.7356910705566406, 0.7356446385383606, 0.7355980277061462, 0.7355524301528931, 0.7355070114135742]","[1.0503419616725296e-05, 1.0824970559042413e-05, 9.953443623089697e-06, 1.074402462108992e-05, 1.1107591490144841e-05, 1.1797013030445669e-05, 1.2866842553194147e-05, 1.312304175371537e-05]",COMPLETE,,,,,
44027.0,r1_08_PPV,2.0,52.0,0.0001112018653657,2022-11-07 01:09:13.322404,2022-11-07 01:10:00.140190,0 days 00:00:46.817786,506.0,3.0,2.0,0.0,constant,rbf,,0.0014603491929649,206.0,True,,,,PRUNED,0.0002538924163673,0.0001112018653657,,,
44027.0,r1_08_PPV,2.0,53.0,448480.9375,2022-11-07 01:10:00.140529,2022-11-07 01:11:37.820073,0 days 00:01:37.679544,924.0,4.0,2.0,0.0,linear,spectral,8.0,0.0443041106172692,197.0,True,,,,PRUNED,448480.9375,,,,
44027.0,r1_08_PPV,2.0,54.0,0.0029897161293774,2022-11-07 01:11:37.820431,2022-11-07 01:12:06.371706,0 days 00:00:28.551275,639.0,2.0,2.0,0.0,linear,matern1.5,,0.0867999793025685,262.0,True,,,,PRUNED,0.0029897161293774,,,,
44027.0,r1_08_PPV,2.0,55.0,4.941375300404616e-05,2022-11-07 01:12:06.372072,2022-11-07 01:12:53.673000,0 days 00:00:47.300928,380.0,2.0,2.0,0.0,linear,rbf,,0.0027221584817895,130.0,True,,,,PRUNED,5.8562967751640826e-05,4.941375300404616e-05,,,
44027.0,r1_08_PPV,2.0,56.0,0.0016096117906272,2022-11-07 01:12:53.673364,2022-11-07 01:13:20.294169,0 days 00:00:26.620805,351.0,2.0,2.0,0.0,linear,rbf,,0.009563712509274,155.0,True,,,,PRUNED,0.0016096117906272,,,,
44027.0,r1_08_PPV,2.0,57.0,48.29161071777344,2022-11-07 01:13:20.294546,2022-11-07 01:19:23.984675,0 days 00:06:03.690129,774.0,5.0,2.0,0.0,constant,spectral,5.0,0.0001620384563747,220.0,False,3.0,"[12.328100204467773, 0.508091390132904, 5.142637729644775, 26.230369567871094, 0.8343487977981567, 2.281334638595581, 11.27724838256836, 0.9358606934547424]","[192.68531799316406, 161639.265625, 48.29161071777344, 13944276.0, 339880.1875, 1686.3536376953125, 482509.40625, 832.0453491210938]",COMPLETE,,,,,
44027.0,r1_08_PPV,2.0,58.0,0.0034903474152088,2022-11-07 01:19:23.985560,2022-11-07 01:19:52.094557,0 days 00:00:28.108997,239.0,2.0,2.0,0.0,linear,rbf,,0.0284213837483813,101.0,True,,,,PRUNED,0.0034903474152088,,,,
44027.0,r1_08_PPV,2.0,59.0,8.220814197557047e-05,2022-11-07 01:19:52.094920,2022-11-07 01:26:39.090617,0 days 00:06:46.995697,652.0,4.0,2.0,0.0,linear,matern0.5,,0.046805942742684,89.0,True,,,,PRUNED,8.220814197557047e-05,,,,
44027.0,r1_08_PPV,2.0,60.0,0.0001629192120162,2022-11-07 01:26:39.090964,2022-11-07 01:27:23.459284,0 days 00:00:44.368320,436.0,3.0,2.0,0.0,linear,rbf,,0.0062373667958966,166.0,True,5.0,"[0.737204372882843, 0.7379757165908813, 0.7321072220802307, 0.7303308844566345, 0.7274199724197388, 0.7247238159179688, 0.7226160764694214, 0.7205596566200256, 0.7181933522224426, 0.7157264947891235]","[0.005899884272366762, 0.0009259465732611716, 0.001393563812598586, 0.0006495845154859126, 0.00016291921201627702, 0.00034618793870322406, 0.0006617815233767033, 0.0005645980127155781, 0.0002813813625834882, 0.00016680097905918956]",COMPLETE,0.0006495845154859,,,,
44027.0,r1_08_PPV,2.0,61.0,0.0125841461122035,2022-11-07 01:27:23.460135,2022-11-07 01:27:54.411871,0 days 00:00:30.951736,520.0,2.0,2.0,0.0,constant,matern0.5,,0.0023002408345271,193.0,True,,,,PRUNED,0.0125841461122035,,,,
44027.0,r1_08_PPV,2.0,62.0,0.0122715663164854,2022-11-07 01:27:54.412261,2022-11-07 01:28:21.454940,0 days 00:00:27.042679,418.0,3.0,2.0,0.0,linear,rbf,,0.0002090123065014,98.0,True,,,,PRUNED,0.0122715663164854,,,,
44027.0,r1_08_PPV,2.0,63.0,1.4724457287229598e-05,2022-11-07 01:28:21.455291,2022-11-07 01:29:49.162387,0 days 00:01:27.707096,846.0,2.0,2.0,0.0,linear,matern1.5,,0.0006300689270588,110.0,True,18.0,"[0.7359406352043152, 0.7357521057128906, 0.735497236251831, 0.7352765798568726, 0.7350473999977112, 0.7348151206970215, 0.7345834374427795, 0.7343599200248718, 0.7341331839561462, 0.7339163422584534, 0.7336751222610474, 0.7334443926811218, 0.7332170009613037, 0.7329913377761841, 0.7327593564987183, 0.7325369715690613, 0.7323042750358582, 0.7320818901062012, 0.7318470478057861, 0.7316250205039978, 0.7313966155052185, 0.7311649322509766, 0.7309411764144897]","[5.646581848850474e-05, 2.408746149740182e-05, 3.6769648431800306e-05, 3.228089917683974e-05, 2.6135758162126876e-05, 2.3587203031638637e-05, 2.34751987591153e-05, 2.4906277758418582e-05, 2.7077341655967757e-05, 2.2113457816885784e-05, 1.711223194433842e-05, 1.6675798178766854e-05, 2.00827435037354e-05, 1.9913426513085142e-05, 1.910356877488084e-05, 1.834379327192437e-05, 1.4914250641595572e-05, 1.4724457287229598e-05, 1.5417186659760773e-05, 2.168263563362416e-05, 1.8880466086557135e-05, 2.699182186916005e-05, 1.4785059647692833e-05]",COMPLETE,3.228089917683974e-05,2.2113457816885784e-05,,,
44027.0,r1_08_PPV,2.0,64.0,0.0009674595785327,2022-11-07 01:29:49.163294,2022-11-07 01:30:02.718896,0 days 00:00:13.555602,831.0,3.0,2.0,0.0,constant,matern1.5,,0.0007888669446073,78.0,False,,,,PRUNED,0.0009674595785327,,,,
44027.0,r1_08_PPV,2.0,65.0,0.0001284307800233,2022-11-07 01:30:02.719260,2022-11-07 01:30:43.852281,0 days 00:00:41.133021,494.0,3.0,2.0,0.0,constant,rbf,,0.0058840691369497,12.0,False,15.0,"[0.7710006833076477, 0.7411981225013733, 0.7330595850944519, 0.730432391166687, 0.7278987169265747, 0.7256244421005249, 0.7234540581703186, 0.7212778925895691, 0.7190873622894287, 0.7168982028961182, 0.7147085070610046, 0.7125113606452942, 0.7103025913238525, 0.7080901265144348, 0.7058866024017334, 0.7037032842636108, 0.7015364766120911, 0.6993741989135742, 0.6972044110298157, 0.6950175166130066]","[0.03219527751207352, 0.002516959561035037, 0.0013561253435909748, 0.0007569370209239423, 0.0005564647726714611, 0.0005213584518060088, 0.0004888043622486293, 0.0004439044278115034, 0.0004016299790237099, 0.00036347899003885686, 0.0003167729009874165, 0.00025688897585496306, 0.00019391821115277708, 0.0001477051409892738, 0.0001284307800233364, 0.00013627468433696777, 0.0001544708211440593, 0.0001668805634835735, 0.00016300141578540206, 0.00014308333629742265]",COMPLETE,0.0003634789900388,,,,
44027.0,r1_08_PPV,2.0,66.0,4.243994771968573e-05,2022-11-07 01:30:43.853156,2022-11-07 01:31:22.688006,0 days 00:00:38.834850,901.0,5.0,2.0,0.0,linear,matern1.5,,0.0004553999760681,114.0,True,1.0,"[0.7359355688095093, 0.7357451319694519, 0.7356180548667908, 0.7354249954223633, 0.7352646589279175, 0.7351312637329102]","[4.243994771968573e-05, 7.828139496268705e-05, 4.647088280762546e-05, 4.27619852416683e-05, 5.669948222930543e-05, 8.136378892231733e-05]",COMPLETE,4.27619852416683e-05,,,,
44027.0,r1_08_PPV,2.0,67.0,4.607745722751133e-05,2022-11-07 01:31:22.688887,2022-11-07 01:32:09.868376,0 days 00:00:47.179489,763.0,2.0,2.0,0.0,constant,matern1.5,,0.0001093973725839,57.0,True,,,,PRUNED,4.650797200156376e-05,4.607745722751133e-05,,,
