dataset_id,dataset_name,outer_run,n_max,n_layers,n_out,p,mean_type,kernel_type,num_mixtures,lr,grid_size,initialize_fe,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
216.0,k2204_BPV,1.0,706.0,2.0,4.0,0.0,linear,rbf,,0.078588352149193,13.0,1.0,92.0,7.332132554438431e-07,0.0006647469126619,0.0032033324241638,-4.437762906351647,36.91666650772095
216.0,k2204_BPV,2.0,166.0,2.0,3.0,0.0,constant,rbf,,0.0744441744259757,30.0,False,82.0,3.0924945804144954e-06,0.001326058525592,0.0073262453079223,-4.047922810693412,15.313406944274902
216.0,k2204_BPV,4.0,650.0,2.0,4.0,0.0,constant,matern1.5,,0.0779878208112037,19.0,False,86.0,6.358146151796973e-07,0.0005951159982942,0.0062603950500488,-5.002826067587792,49.9165620803833
216.0,k2204_BPV,4.0,650.0,2.0,4.0,0.0,constant,matern1.5,,0.0779878208112037,19.0,False,83.0,1.029798477247823e-05,0.0020292508415877,0.0148572325706481,-4.122491481759637,49.134875774383545
216.0,k2204_BPV,5.0,225.0,5.0,4.0,0.0,linear,rbf,,0.0013438988534979,15.0,True,84.0,3.719654614542378e-06,0.0023906601127237,0.0164960622787475,-1.0252644694462125,36.56882977485657
