dataset_id,dataset_name,outer_run,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,mse,mae,max_absolute_error
44027.0,year,1.0,32.0,auto,8.0,8.0,225.0,81.78010749726246,6.349515538066511,70.14650577603675
44027.0,year,2.0,28.0,auto,8.0,10.0,248.0,81.01287655160053,6.325099940401154,74.45723669881522
44027.0,year,3.0,39.0,auto,6.0,6.0,250.0,81.40371579666862,6.327232652636259,76.52397640082381
44027.0,year,4.0,50.0,auto,6.0,4.0,249.0,81.56055016229013,6.331488630216038,66.72579185563836
44027.0,year,5.0,39.0,auto,8.0,6.0,249.0,80.57890330405807,6.297773707329297,74.14864925859274
