dataset_id,dataset_name,outer_run,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,mse,mae,max_absolute_error
216.0,k2204_PPV,1.0,47.0,auto,1.0,2.0,197.0,0.0069128287066194,0.0484756056762713,0.5379753107463685
216.0,k2204_PPV,2.0,29.0,sqrt,1.0,2.0,151.0,0.0097679189180184,0.0737418481576604,0.4934826983333877
216.0,k2204_PPV,3.0,38.0,auto,1.0,3.0,146.0,0.0090777575635832,0.059888836962018,0.4787399501786495
216.0,k2204_PPV,4.0,12.0,auto,1.0,3.0,156.0,0.0113894937752078,0.0673029259857169,0.589920892633458
216.0,k2204_PPV,5.0,47.0,auto,1.0,2.0,134.0,0.008248335576263071,0.05416754154273769,0.5351831803598976
