dataset_id,dataset_name,outer_run,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,mse,mae,max_absolute_error
42225.0,diamonds,1.0,65.0,auto,1.0,9.0,380.0,296984.19682516943,270.3036332432308,5790.272932105732
42225.0,diamonds,2.0,50.0,auto,1.0,5.0,440.0,300438.14917487826,269.4380151267008,6076.363413190338
42225.0,diamonds,3.0,20.0,auto,1.0,5.0,341.0,308578.8271234553,273.49773081940145,6566.02675272756
42225.0,diamonds,4.0,19.0,auto,1.0,9.0,304.0,296715.9835910268,271.514915992535,12583.930736482132
42225.0,diamonds,5.0,97.0,auto,1.0,16.0,459.0,296594.85644258495,270.6307268673313,9961.320057170255
