dataset_id,dataset_name,outer_run,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,mse,mae,max_absolute_error
287.0,wine_quality,1.0,34.0,sqrt,1.0,2.0,372.0,0.3875234742566951,0.441466087675765,3.413978494623655
287.0,wine_quality,2.0,41.0,auto,1.0,2.0,402.0,0.3499482924070806,0.4247665518561042,3.5422885572139293
287.0,wine_quality,3.0,41.0,sqrt,1.0,2.0,73.0,0.3426201802821606,0.4234447994769422,2.547945205479452
287.0,wine_quality,4.0,43.0,sqrt,1.0,2.0,296.0,0.3786656825276057,0.4263960843060144,2.837837837837837
287.0,wine_quality,5.0,21.0,sqrt,1.0,2.0,167.0,0.3324493023937516,0.420304249171683,2.9461077844311383
