dataset_id,dataset_name,outer_run,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,mse,mae,max_absolute_error
216.0,elevators,1.0,47.0,auto,1.0,2.0,397.0,7.721943132949038e-06,0.0018920692846954,0.0296095717884131
216.0,elevators,2.0,38.0,auto,1.0,2.0,230.0,7.123367463829145e-06,0.0018791468839786,0.0186739130434782
216.0,elevators,3.0,28.0,auto,2.0,4.0,456.0,7.415227576258801e-06,0.0018134071042349,0.0400063326719576
216.0,elevators,4.0,40.0,auto,1.0,3.0,361.0,7.065949205884939e-06,0.0018481346393536,0.0179860902255639
216.0,elevators,5.0,78.0,auto,1.0,3.0,481.0,7.251995364466189e-06,0.001846500615481662,0.024810793485793455
