dataset_id,dataset_name,outer_run,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,mse,mae,max_absolute_error
287.0,r1_08_BPV,1.0,13.0,auto,15.0,15.0,128.0,0.05135254585433013,0.17458990076879394,1.2818720991945938
287.0,r1_08_BPV,2.0,13.0,auto,15.0,9.0,160.0,0.05142517079265319,0.1741315458236362,1.7660265685624241
287.0,r1_08_BPV,3.0,12.0,auto,10.0,14.0,172.0,0.12222725057604475,0.26752165253480803,2.121632424530979
287.0,r1_08_BPV,4.0,13.0,auto,15.0,11.0,176.0,0.048985780346674376,0.1706852686045599,1.2199450235731462
287.0,r1_08_BPV,5.0,13.0,auto,15.0,4.0,99.0,0.050630152021401545,0.17310305916230245,1.2069250023997284
