dataset_id,dataset_name,outer_run,n_layers,n_out,batch_size,lr,num_inducing,num_samples,kernel_type,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
216.0,k2204_PPV,1.0,1.0,2.0,256.0,0.0071979957498044,673.0,13.0,matern0.5,316.0,0.0382468849420547,0.1485989540815353,1.1637954711914062,-0.0573078133165836,524.8827307224274
216.0,k2204_PPV,2.0,1.0,1.0,256.0,0.0042558044859576,522.0,8.0,matern0.5,529.0,0.0319145545363426,0.1289529651403427,1.4277420043945312,-0.0443079769611358,548.4520499706268
216.0,k2204_PPV,3.0,2.0,2.0,256.0,0.0089344877595279,568.0,9.0,matern0.5,363.0,0.0218508932739496,0.1129513457417488,0.7503757476806641,-0.0502045564353466,796.6600866317749
216.0,k2204_PPV,4.0,1.0,1.0,256.0,0.0039567841031704,755.0,7.0,matern0.5,585.0,0.0303597189486026,0.1325702369213104,0.7541122436523438,-0.0722749009728431,784.1441762447357
216.0,k2204_PPV,5.0,2.0,4.0,256.0,0.006600814033873548,378.0,7.0,matern0.5,441.0,0.025067798793315887,0.11671324819326401,0.8196029663085938,-0.03950231522321701,748.9110414981842
