dataset_id,dataset_name,outer_run,n_layers,n_out,batch_size,lr,num_inducing,num_samples,kernel_type,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
44027.0,r1_08_PPV,1.0,1.0,1.0,1024.0,0.002434634530694,478.0,7.0,rbf,107.0,0.0001268157357117,0.0091360425576567,0.0499610900878906,-1.8517826294059645,2960.99622130394
44027.0,r1_08_PPV,2.0,1.0,2.0,1024.0,0.0039184743257488,704.0,11.0,rbf,108.0,7.235934026539326e-05,0.0068125580437481,0.042093276977539,-1.8585838364722005,5969.368673563004
44027.0,r1_08_PPV,3.0,1.0,2.0,512.0,0.0016475526384888,698.0,13.0,rbf,150.0,0.0001142251421697,0.0087329363450407,0.058990478515625,-1.8641888486902984,14285.180543661118
44027.0,r1_08_PPV,4.0,1.0,3.0,512.0,0.0052058813804832,406.0,10.0,rbf,63.0,0.0001873936707852,0.0110475989058613,0.0862960815429687,-1.8416060316499625,3199.6956775188446
44027.0,r1_08_PPV,5.0,2.0,2.0,1024.0,0.0029696514844773717,386.0,7.0,rbf,194.0,8.866546704666689e-05,0.007384026423096657,0.07364845275878906,-1.84805694449912,9541.199138879776
