dataset_id,dataset_name,outer_run,n_layers,n_out,batch_size,lr,num_inducing,num_samples,kernel_type,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
287.0,wine_quality,1.0,1.0,3.0,256.0,0.0060824488379326,329.0,10.0,rbf,129.0,0.497338593006134,0.5558850765228271,3.220311164855957,0.1505657732486724,113.35835933685304
287.0,wine_quality,2.0,1.0,1.0,512.0,0.0019878265943516,976.0,13.0,matern1.5,260.0,0.4830436408519745,0.5471055507659912,3.1596689224243164,0.1388641744852066,378.35622453689575
287.0,wine_quality,3.0,1.0,2.0,256.0,0.0135564404341233,51.0,12.0,rbf,125.0,0.4848480522632599,0.5371170043945312,2.8096818923950195,0.1388219892978668,78.25369620323181
287.0,wine_quality,4.0,1.0,4.0,256.0,0.0064916099791321,169.0,4.0,matern1.5,92.0,0.5135274529457092,0.5521867871284485,3.122939109802246,0.1669171005487442,72.98809003829956
287.0,wine_quality,5.0,1.0,4.0,256.0,0.008274699027730106,83.0,14.0,matern1.5,146.0,0.48122847080230713,0.5406940579414368,3.038520336151123,0.13550250232219696,106.26351022720337
