dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_gp_layers,params_n_gp_out,params_batch_size,params_lr,params_num_inducing,params_num_samples,params_kernel_type,user_attrs_MAX_EPOCHS,state,system_attrs_fixed_params
216.0,elevators,1.0,22.0,0.010341290384531,2022-10-30 08:19:33.596220,2022-10-30 08:20:48.142344,0 days 00:01:14.546124,4.0,3.0,256.0,0.0146334459037199,68.0,2.0,matern1.5,5.0,COMPLETE,
216.0,elevators,1.0,23.0,0.0102468882687389,2022-10-30 08:20:48.142896,2022-10-30 08:21:28.242197,0 days 00:00:40.099301,2.0,4.0,256.0,0.0048467545889868,162.0,4.0,matern1.5,3.0,COMPLETE,
216.0,elevators,1.0,24.0,0.010312465019524,2022-10-30 08:21:28.242739,2022-10-30 08:22:24.628902,0 days 00:00:56.386163,3.0,3.0,256.0,0.001893450823797,117.0,6.0,matern1.5,4.0,COMPLETE,
216.0,elevators,1.0,25.0,0.001536960771773,2022-10-30 08:22:24.629418,2022-10-30 08:29:16.021775,0 days 00:06:51.392357,5.0,4.0,256.0,0.0135291607269948,195.0,3.0,matern1.5,34.0,COMPLETE,
216.0,elevators,1.0,26.0,0.010327220428735,2022-10-30 08:29:16.022336,2022-10-30 08:30:27.585609,0 days 00:01:11.563273,5.0,4.0,256.0,0.0109810047996633,192.0,3.0,matern1.5,2.0,COMPLETE,
216.0,elevators,1.0,27.0,0.0103216804563999,2022-10-30 08:30:27.586198,2022-10-30 08:32:33.307338,0 days 00:02:05.721140,4.0,4.0,256.0,0.0021129594988172,295.0,2.0,matern1.5,7.0,COMPLETE,
216.0,elevators,1.0,28.0,0.0103222234174609,2022-10-30 08:32:33.307863,2022-10-30 08:34:30.230928,0 days 00:01:56.923065,5.0,3.0,256.0,0.0068158458219172,68.0,7.0,matern1.5,8.0,COMPLETE,
216.0,elevators,1.0,29.0,0.0103246527723968,2022-10-30 08:34:30.231484,2022-10-30 08:36:19.047413,0 days 00:01:48.815929,4.0,4.0,256.0,0.0010506843507227,198.0,5.0,matern1.5,7.0,COMPLETE,
216.0,elevators,1.0,30.0,0.0103284777142107,2022-10-30 08:36:19.047973,2022-10-30 08:42:38.438928,0 days 00:06:19.390955,5.0,3.0,256.0,0.0035747132948308,485.0,11.0,matern1.5,9.0,COMPLETE,
216.0,elevators,1.0,31.0,0.0013046149397268,2022-10-30 08:42:38.439508,2022-10-30 08:47:03.795258,0 days 00:04:25.355750,3.0,4.0,256.0,0.0177716168024784,138.0,3.0,matern1.5,36.0,COMPLETE,
216.0,elevators,1.0,32.0,0.0017114836955443,2022-10-30 08:47:03.795801,2022-10-30 08:48:42.537412,0 days 00:01:38.741611,2.0,4.0,256.0,0.0176453769538347,111.0,3.0,matern1.5,16.0,COMPLETE,
216.0,elevators,1.0,33.0,0.0036955766845494,2022-10-30 08:48:42.537975,2022-10-30 08:49:36.756015,0 days 00:00:54.218040,2.0,4.0,256.0,0.0470252636121791,302.0,3.0,matern1.5,4.0,COMPLETE,
216.0,elevators,1.0,34.0,0.0103267328813672,2022-10-30 08:49:36.756529,2022-10-30 08:51:18.373817,0 days 00:01:41.617288,4.0,4.0,256.0,0.0090958129590205,200.0,6.0,matern1.5,6.0,COMPLETE,
216.0,elevators,1.0,35.0,0.0024231471470557,2022-10-30 08:51:18.374445,2022-10-30 08:54:18.217968,0 days 00:02:59.843523,3.0,3.0,256.0,0.0183984147424777,65.0,2.0,matern1.5,25.0,COMPLETE,
