dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_gp_layers,params_n_gp_out,params_batch_size,params_lr,params_num_inducing,params_num_samples,params_kernel_type,user_attrs_MAX_EPOCHS,state,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_fixed_params
44027.0,r1_08_PPV,2.0,0.0,1.3735879065279732e-06,2022-11-05 11:08:33.385920,2022-11-05 11:38:48.619016,0 days 00:30:15.233096,2.0,1.0,1024.0,0.001,200.0,10.0,rbf,61.0,COMPLETE,6.233093699847814e-06,,,"{'n_gp_layers': 2, 'n_gp_out': 1, 'num_inducing': 200, 'batch_size': 1024, 'lr': 0.001, 'num_samples': 10, 'kernel_type': 'rbf'}"
44027.0,r1_08_PPV,2.0,1.0,2.234178282378707e-06,2022-11-05 11:38:48.619661,2022-11-05 12:09:06.706171,0 days 00:30:18.086510,1.0,1.0,1024.0,0.0004786828000396,504.0,7.0,rbf,65.0,COMPLETE,0.0045611062087118,0.0001818145101424,1.3439544090942944e-05,
44027.0,r1_08_PPV,2.0,2.0,9.766223456608714e-07,2022-11-05 12:09:06.706797,2022-11-05 12:39:19.983469,0 days 00:30:13.276672,1.0,2.0,512.0,0.0016935021233059,173.0,6.0,matern1.5,47.0,COMPLETE,3.258123570049065e-06,1.4744381360287662e-06,,
44027.0,r1_08_PPV,2.0,3.0,0.0598687678575515,2022-11-05 12:39:19.984052,2022-11-05 12:40:48.925894,0 days 00:01:28.941842,1.0,3.0,1024.0,0.0001562503614139,288.0,4.0,matern0.5,,PRUNED,0.0598687678575515,,,
44027.0,r1_08_PPV,2.0,4.0,0.0002001426473725,2022-11-05 12:40:48.926291,2022-11-05 13:05:10.901482,0 days 00:24:21.975191,2.0,3.0,512.0,0.0001485215659075,532.0,14.0,rbf,,PRUNED,0.0022661762777715,0.0002001426473725,,
44027.0,r1_08_PPV,2.0,5.0,7.655738045286853e-06,2022-11-05 13:05:10.902015,2022-11-05 13:11:43.487809,0 days 00:06:32.585794,2.0,2.0,2048.0,0.0517190398908877,71.0,14.0,matern1.5,9.0,COMPLETE,,,,
44027.0,r1_08_PPV,2.0,6.0,1.2565043334689108e-06,2022-11-05 13:11:43.488394,2022-11-05 13:41:46.797611,0 days 00:30:03.309217,1.0,3.0,512.0,0.0006965450110519,411.0,10.0,matern1.5,32.0,COMPLETE,0.0001762476458679,8.51985805638833e-06,1.6319105498041608e-06,
44027.0,r1_08_PPV,2.0,7.0,6.10812230661395e-06,2022-11-05 13:41:46.798196,2022-11-05 13:50:12.023478,0 days 00:08:25.225282,3.0,1.0,2048.0,0.019565561869498,374.0,12.0,matern0.5,,PRUNED,6.10812230661395e-06,,,
44027.0,r1_08_PPV,2.0,8.0,0.060093555599451,2022-11-05 13:50:12.023857,2022-11-05 13:51:20.949041,0 days 00:01:08.925184,2.0,1.0,2048.0,0.0011348466423048,51.0,13.0,rbf,,PRUNED,0.060093555599451,,,
44027.0,r1_08_PPV,2.0,9.0,0.0034317530225962,2022-11-05 13:51:20.949423,2022-11-05 13:56:00.308174,0 days 00:04:39.358751,3.0,3.0,2048.0,0.0956125410933472,60.0,3.0,matern1.5,,PRUNED,7.111625745892525e-05,0.0034317530225962,,
44027.0,r1_08_PPV,2.0,10.0,4.995640119886957e-05,2022-11-05 13:56:00.308605,2022-11-05 14:04:57.440156,0 days 00:08:57.131551,2.0,4.0,2048.0,0.0194958406541125,596.0,3.0,matern1.5,,PRUNED,4.995640119886957e-05,,,
44027.0,r1_08_PPV,2.0,11.0,0.1009002476930618,2022-11-05 14:04:57.440531,2022-11-05 14:05:51.717268,0 days 00:00:54.276737,1.0,1.0,2048.0,0.0001366894429427,72.0,7.0,matern1.5,,PRUNED,0.1009002476930618,,,
44027.0,r1_08_PPV,2.0,12.0,0.0603328198194503,2022-11-05 14:05:51.717653,2022-11-05 14:09:49.917535,0 days 00:03:58.199882,3.0,1.0,512.0,0.0176622892636326,94.0,6.0,matern0.5,,PRUNED,0.0603328198194503,,,
44027.0,r1_08_PPV,2.0,13.0,7.413862476823851e-05,2022-11-05 14:09:49.917920,2022-11-05 14:11:51.384870,0 days 00:02:01.466950,1.0,2.0,2048.0,0.0947697183355546,144.0,3.0,rbf,,PRUNED,4.0688108128961176e-05,7.413862476823851e-05,,
