dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_max_depth,params_learning_rate,params_colsample_bytree,params_subsample,params_reg_alpha,params_reg_lambda,params_gamma,params_min_child_weight,user_attrs_n_estimators,state
216.0,elevators,1.0,0.0,0.039084,2022-10-13 09:00:24.334962,2022-10-13 09:06:55.224222,0 days 00:06:30.889260,12.0,0.0103022074711694,0.5897568748453705,0.4500406860874043,3.7255053253351536,9.164967405956465e-08,0.0002771547778674,14.530378244881334,10000.0,COMPLETE
216.0,elevators,1.0,1.0,0.0423954999999999,2022-10-13 09:06:55.239614,2022-10-13 09:07:32.185337,0 days 00:00:36.945723,38.0,0.0647063333071206,0.4203257637888857,0.7207465996980048,0.0234307357279245,2.2904785705363665e-05,0.0816545943424068,2.4541647591621456,348.0,COMPLETE
216.0,elevators,1.0,2.0,0.036859,2022-10-13 09:07:32.203669,2022-10-13 09:16:07.524133,0 days 00:08:35.320464,57.0,0.004289142562832,0.5251511901666785,0.7688946763476748,0.0580030297870533,1.180013717560375,1.1859994751120774e-05,6.027603569038052,6170.0,COMPLETE
216.0,elevators,1.0,3.0,0.0353285,2022-10-13 09:16:07.534643,2022-10-13 09:20:44.846843,0 days 00:04:37.312200,18.0,0.0414813575409764,0.2533482916115357,0.7294589792202184,1.6333590942417329,0.9122143286590164,1.1610132769940796e-08,4.5546844418102905,7391.0,COMPLETE
216.0,elevators,1.0,4.0,0.03717275,2022-10-13 09:20:44.858621,2022-10-13 09:25:48.907243,0 days 00:05:04.048622,65.0,0.0093090784203631,0.5287730336914195,0.7114536991727446,0.0883744222568307,0.0616683744550666,5.544929909511885e-07,4.053513248174874,3908.0,COMPLETE
216.0,elevators,1.0,5.0,0.365272,2022-10-13 09:25:48.919220,2022-10-13 09:25:49.002414,0 days 00:00:00.083194,72.0,0.0097716933397493,0.2957594988104161,0.4756554306289102,0.0992770673104676,0.9938576388276312,1.3978396838891769e-07,23.90478361136939,,PRUNED
216.0,elevators,1.0,6.0,0.36824275,2022-10-13 09:25:49.002852,2022-10-13 09:25:49.082130,0 days 00:00:00.079278,21.0,0.0013426665340265,0.4186536873826439,0.6596336002598702,6.5970516374420205,0.3530340382182413,0.0825499044156869,8.617085818119534,,PRUNED
216.0,elevators,1.0,7.0,0.035734,2022-10-13 09:25:49.082561,2022-10-13 09:29:33.809206,0 days 00:03:44.726645,46.0,0.0192465822201428,0.3941564361544557,0.5466272237247595,0.0132128016456316,0.8815163105071282,0.014436093626568,10.328048751363578,2716.0,COMPLETE
216.0,elevators,1.0,8.0,0.06826075,2022-10-13 09:29:33.821312,2022-10-13 09:29:44.341845,0 days 00:00:10.520533,49.0,0.0166890160142167,0.2167903048107906,0.5186491472546698,0.0254997340023381,3.426274524237869e-05,5.067223726384472e-06,6.644674509855111,,PRUNED
216.0,elevators,1.0,9.0,0.36721275,2022-10-13 09:29:44.342424,2022-10-13 09:29:44.441284,0 days 00:00:00.098860,13.0,0.0042537488560744,0.2344378025467059,0.7547974957867267,0.0636179320266565,3.39049377284545e-07,0.0550442716328857,3.5243876874144595,,PRUNED
216.0,elevators,1.0,10.0,0.08709,2022-10-13 09:29:44.441676,2022-10-13 09:29:48.559198,0 days 00:00:04.117522,30.0,0.0987376857351747,0.2937044485430814,0.6258195297040693,1.1547780436836803,0.0036649302064698,6.252102346582954,77.89955725292562,91.0,COMPLETE
216.0,elevators,1.0,11.0,0.03445025,2022-10-13 09:29:48.570461,2022-10-13 09:31:50.277907,0 days 00:02:01.707446,44.0,0.0341200241139712,0.355688334556543,0.5659009193596544,0.590257420499723,0.0076911197438509,1.175442710273788e-08,24.89338170885336,2533.0,COMPLETE
216.0,elevators,1.0,12.0,0.050264,2022-10-13 09:31:50.282808,2022-10-13 09:32:04.478885,0 days 00:00:14.196077,30.0,0.0438961504910032,0.2705801362691722,0.4019584547087356,0.6553637578393173,0.0060174879001857,1.8970600481615922e-08,28.854258908315312,,PRUNED
216.0,elevators,1.0,13.0,0.063874,2022-10-13 09:32:04.479330,2022-10-13 09:32:09.250072,0 days 00:00:04.770742,6.0,0.0288845037700126,0.3534057993336418,0.6028208558089757,1.8709147384834828,8.379819280770732,4.450614477670807e-08,48.41278326654667,,PRUNED
216.0,elevators,1.0,14.0,0.0369772499999999,2022-10-13 09:32:09.250759,2022-10-13 09:34:46.728198,0 days 00:02:37.477439,28.0,0.0442844473462629,0.2523201075731245,0.5873391334545522,0.3353771892069162,0.0079951422119369,1.1720271013114774e-08,17.431478644917014,3365.0,COMPLETE
216.0,elevators,1.0,15.0,0.044107,2022-10-13 09:34:46.733042,2022-10-13 09:35:11.941376,0 days 00:00:25.208334,41.0,0.0944571178868997,0.2037904700669141,0.5054625629816202,0.3433175049093755,0.0002028571500015,3.5184627268920324e-06,48.3910289435207,,PRUNED
216.0,elevators,1.0,16.0,0.35755,2022-10-13 09:35:11.942210,2022-10-13 09:35:12.044634,0 days 00:00:00.102424,55.0,0.0318455986073583,0.3328634339680418,0.6475616752864283,2.125285912188565,0.084162450202104,0.0001842522794954,31.39277881593925,,PRUNED
216.0,elevators,1.0,17.0,0.361539,2022-10-13 09:35:12.045058,2022-10-13 09:35:12.150169,0 days 00:00:00.105111,22.0,0.0204104101173762,0.3239897753347216,0.7960276430747062,0.8471782137478556,0.0005482602581605,4.659844202131981e-07,2.499624828077156,,PRUNED
