dataset_id,dataset_name,outer_run,max_depth,learning_rate,colsample_bytree,subsample,reg_alpha,reg_lambda,gamma,min_child_weight,n_estimators,mse,mae,max_absolute_error
216.0,k2204_PPV,1.0,8.0,0.0803670465114981,0.5737150132120675,0.5296461867740189,0.0150039380914068,0.0093421572613738,7.386169245283639e-07,12.89113178250472,538.0,0.0541932172464479,0.1805588779980224,1.106714040877847
216.0,k2204_PPV,2.0,4.0,0.0816184821482604,0.5263513089514679,0.6432219712493964,0.010467333336612,0.1820778706054808,6.623754668921408e-06,16.9195539336207,1083.0,0.0543167996959016,0.1824268095621933,0.9623205756926972
216.0,k2204_PPV,3.0,6.0,0.0799946678368897,0.5955730686903323,0.4688703037414091,0.0218432102142411,0.0011071787082696,1.3610849503143786e-06,14.97165355941188,707.0,0.0501741398552285,0.1738661926745018,1.064792034209468
216.0,k2204_PPV,4.0,4.0,0.0919285557726685,0.5973387261986614,0.6784113565437717,0.0110931937131452,0.1588356695570827,4.888299102228848e-06,16.457425933729045,1058.0,0.049174980293926,0.1770805277296198,0.9804333315366538
216.0,k2204_PPV,5.0,11.0,0.08073428889588713,0.22333643663238073,0.705486699655744,0.09346320623203763,4.2527229493275194e-05,2.288490965109659e-05,20.344181126731865,556.0,0.8653616921603792,0.7219412800407428,4.064827329414172
