dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_max_depth,params_learning_rate,params_colsample_bytree,params_subsample,params_reg_alpha,params_reg_lambda,params_gamma,params_min_child_weight,user_attrs_n_estimators,state,system_attrs_fixed_params
44027.0,year,1.0,14.0,0.377123,2022-11-05 15:48:25.451408,2022-11-05 15:48:27.031627,0 days 00:00:01.580219,26.0,0.0060368240531636,0.2024038680953316,0.5996943568603376,0.4986958402968138,7.743457210370262e-06,4.997562115887528e-05,27.53122713438908,,PRUNED,
44027.0,year,1.0,15.0,0.0096244271396507,2022-11-05 15:48:27.032204,2022-11-05 16:02:14.130379,0 days 00:13:47.098175,14.0,0.0336005126566448,0.4206503763429078,0.4844862440913472,0.0106302738490805,1.6136192727983617e-07,0.0773541326802453,8.00563312538928,650.0,COMPLETE,
44027.0,year,1.0,16.0,0.0097320558308398,2022-11-05 16:02:14.133266,2022-11-05 16:20:25.801762,0 days 00:18:11.668496,19.0,0.0421098893245463,0.4244866039942432,0.4694204871811651,0.0118244327208652,1.1204047219111104e-08,0.2030613045381843,7.133704507577364,620.0,COMPLETE,
44027.0,year,1.0,17.0,0.0100443506153881,2022-11-05 16:20:25.804705,2022-11-05 16:24:16.216032,0 days 00:03:50.411327,12.0,0.0897639151204123,0.3156839420387551,0.5632472489336535,0.0366908323674081,1.978105778818623e-07,9.114403877249316e-05,9.700095379942324,249.0,COMPLETE,
44027.0,year,1.0,18.0,0.104979,2022-11-05 16:24:16.219191,2022-11-05 16:27:39.417261,0 days 00:03:23.198070,29.0,0.0469285498952646,0.409716072019321,0.4787628253263659,0.0222556011877425,0.0050360490544637,1.3189039881845974e-08,2.112494266249892,,PRUNED,
44027.0,year,1.0,19.0,0.375582,2022-11-05 16:27:39.418297,2022-11-05 16:27:42.709373,0 days 00:00:03.291076,22.0,0.0105005287020727,0.5236719168403597,0.5583005386696436,0.0690464609456099,1.1063238628493037e-07,0.489727893048522,4.829971588798787,,PRUNED,
44027.0,year,1.0,20.0,0.378831,2022-11-05 16:27:42.709938,2022-11-05 16:27:46.769349,0 days 00:00:04.059411,50.0,0.0010468281868936,0.4479616225236953,0.6467191922057512,0.0156072167469727,1.4869672553089168e-05,0.0221217237377849,3.158287626253012,,PRUNED,
44027.0,year,1.0,21.0,0.36861,2022-11-05 16:27:46.769913,2022-11-05 16:27:48.684744,0 days 00:00:01.914831,11.0,0.0308012507782799,0.3691517169819442,0.4958049428617655,0.0475474680572218,9.157528627830744e-07,0.0106775060131763,61.45718876648722,,PRUNED,
44027.0,year,1.0,22.0,0.369421,2022-11-05 16:27:48.685356,2022-11-05 16:27:50.633829,0 days 00:00:01.948473,11.0,0.0284782157601705,0.4668818113364245,0.5351837008056028,0.2148385309336715,5.899008141031111e-06,0.0010990072151677,27.16007800174064,,PRUNED,
44027.0,year,1.0,23.0,0.373129,2022-11-05 16:27:50.634725,2022-11-05 16:27:52.021341,0 days 00:00:01.386616,4.0,0.0177385990645053,0.3068942363842966,0.4562623236403336,0.3722901411926955,4.872165459458279e-08,0.0080776131007734,11.455611253516528,,PRUNED,
44027.0,year,1.0,24.0,0.10503,2022-11-05 16:27:52.023234,2022-11-05 16:29:49.095712,0 days 00:01:57.072478,16.0,0.0538673329713679,0.3778776094914277,0.6050722488705143,1.036877356901528,5.134914893712096e-07,0.8991986038278575,6.528527611902131,,PRUNED,
44027.0,year,1.0,25.0,0.367887,2022-11-05 16:29:49.096847,2022-11-05 16:29:51.060970,0 days 00:00:01.964123,9.0,0.0328913780862315,0.5745385329429006,0.4982733627203099,0.0214163602282238,3.5628037558064336e-06,0.000174002496692,20.228494735777765,,PRUNED,
44027.0,year,1.0,26.0,0.375394,2022-11-05 16:29:51.061524,2022-11-05 16:29:53.103248,0 days 00:00:02.041724,30.0,0.0110888911883419,0.2166812066460596,0.4376063817376165,0.1156794973381418,2.2302097876573827e-05,5.490810351735377e-06,96.94032064917111,,PRUNED,
44027.0,year,1.0,27.0,0.371518,2022-11-05 16:29:53.103816,2022-11-05 16:29:54.531355,0 days 00:00:01.427539,20.0,0.0224609752777397,0.3159304448767898,0.4005565077547386,3.0477603258669377,0.0005949656517722,1.0653793366141037e-07,8.133935981997512,,PRUNED,
44027.0,year,1.0,28.0,0.37671,2022-11-05 16:29:54.531969,2022-11-05 16:29:57.131526,0 days 00:00:02.599557,15.0,0.0071964066585783,0.501346111424769,0.481111092723187,0.0156468260869929,3.5392621927357856e-08,0.1317027155111299,13.836618414854492,,PRUNED,
44027.0,year,1.0,29.0,0.104125,2022-11-05 16:29:57.132080,2022-11-05 16:31:16.421113,0 days 00:01:19.289033,9.0,0.0994066482371539,0.4589154215810019,0.5447999239524297,0.2463342850987447,0.0108786782315673,1.6805374904140211,37.10626922365648,,PRUNED,
44027.0,year,1.0,30.0,0.374317,2022-11-05 16:31:16.422130,2022-11-05 16:31:18.094853,0 days 00:00:01.672723,13.0,0.0142513378509579,0.3469835650898313,0.517234706021649,0.0482301146676542,8.513590614626466,2.3700786587478983e-05,3.2297725223613747,,PRUNED,
44027.0,year,1.0,31.0,0.0095992447343829,2022-11-05 16:31:18.095445,2022-11-05 16:41:46.046943,0 days 00:10:27.951498,13.0,0.0395134936553805,0.3664647649973349,0.5004166668594979,0.0795589367491979,7.825762121759179e-08,0.0436363968374385,10.69960785747162,612.0,COMPLETE,
44027.0,year,1.0,32.0,0.0098095118691791,2022-11-05 16:41:46.050077,2022-11-05 16:51:22.087624,0 days 00:09:36.037547,17.0,0.0529648189024703,0.3828606415808034,0.4656410881389361,0.1178405280425631,1.947905804310656e-07,0.0050266527766348,12.099022550878985,399.0,COMPLETE,
44027.0,year,1.0,33.0,0.36602,2022-11-05 16:51:22.090766,2022-11-05 16:51:23.428046,0 days 00:00:01.337280,6.0,0.0384987373669851,0.4225672315749067,0.4288198850390326,0.3875858381673623,7.401638617895436e-07,0.0006007567060364,23.551861187403965,,PRUNED,
44027.0,year,1.0,34.0,0.110686,2022-11-05 16:51:23.428633,2022-11-05 16:51:59.262609,0 days 00:00:35.833976,9.0,0.073109559751716,0.2892603654232881,0.5076872156066574,0.609748003772116,3.085802927977642e-08,7.346130989456652,48.07151580308992,,PRUNED,
44027.0,year,1.0,35.0,0.371967,2022-11-05 16:51:59.263185,2022-11-05 16:52:00.414678,0 days 00:00:01.151493,4.0,0.0211691085408211,0.2236597406039142,0.5770619885796465,0.026434626408732,8.368550096573828e-05,0.0170696330172202,6.040374954354291,,PRUNED,
44027.0,year,1.0,36.0,0.369117,2022-11-05 16:52:00.415234,2022-11-05 16:52:02.409155,0 days 00:00:01.993921,22.0,0.0293862307325081,0.2573333604236059,0.4822544441486107,0.0801318140561205,2.020228932567841e-07,0.4115076795134566,14.169444553242116,,PRUNED,
44027.0,year,1.0,37.0,0.374692,2022-11-05 16:52:02.409767,2022-11-05 16:52:05.269166,0 days 00:00:02.859399,18.0,0.013084349218762,0.5442196243476365,0.4482626284636991,0.0137417888660449,2.606218554348649e-06,3.067830301555435e-07,9.414878833238816,,PRUNED,
44027.0,year,1.0,38.0,0.101677,2022-11-05 16:52:05.269768,2022-11-05 16:54:36.942709,0 days 00:02:31.672941,34.0,0.060178328352761,0.358457615866734,0.7734463602200249,8.289454371505405,5.652137568371648e-07,0.0483820944215807,69.9409688578764,,PRUNED,
44027.0,year,1.0,39.0,0.372553,2022-11-05 16:54:36.943797,2022-11-05 16:54:38.994141,0 days 00:00:02.050344,13.0,0.0194131327438606,0.396515030166186,0.5473661444738631,0.1515739938533395,2.9827423770260115e-05,3.601974996459761,47.1308534801242,,PRUNED,
44027.0,year,1.0,40.0,0.36683,2022-11-05 16:54:38.994686,2022-11-05 16:54:40.571548,0 days 00:00:01.576862,8.0,0.0361261381302769,0.326716947679485,0.52262544202757,1.079191969723844,0.0950455184694462,0.0029989046761342,16.213396691625228,,PRUNED,
44027.0,year,1.0,41.0,0.0096951730666984,2022-11-05 16:54:40.572161,2022-11-05 17:04:47.754867,0 days 00:10:07.182706,14.0,0.0435079222458027,0.3358054133116518,0.5019469499252789,0.0619101804971298,6.852340396560442e-08,0.1082101926973378,9.528325755759804,561.0,COMPLETE,
44027.0,year,1.0,42.0,0.371095,2022-11-05 17:04:47.757968,2022-11-05 17:04:49.668447,0 days 00:00:01.910479,11.0,0.0235600317632457,0.4293131768095289,0.4892758309236305,0.0362984844619174,7.889765199798114e-08,0.0285180875583208,5.666016915156884,,PRUNED,
44027.0,year,1.0,43.0,0.370071,2022-11-05 17:04:49.669102,2022-11-05 17:04:51.581616,0 days 00:00:01.912514,14.0,0.0265385852777013,0.2991797738448905,0.5111209402424783,0.0201925455033096,1.0042854802477973e-08,0.1953266674217807,7.836468212188993,,PRUNED,
44027.0,year,1.0,44.0,0.103562,2022-11-05 17:04:51.582208,2022-11-05 17:06:42.604827,0 days 00:01:51.022619,21.0,0.0751975803029044,0.2615095489220498,0.4610586864917835,0.010078215297842,0.0002668620708923,0.0649549039150646,3.885086724703117,,PRUNED,
44027.0,year,1.0,45.0,0.0097287891812992,2022-11-05 17:06:42.605902,2022-11-05 17:26:10.813838,0 days 00:19:28.207936,25.0,0.0483391293465899,0.3919478255033837,0.5320625157984201,0.2542756182246838,2.5832696608785012e-08,0.0012185436351585,11.197152453275736,552.0,COMPLETE,
44027.0,year,1.0,46.0,0.367254,2022-11-05 17:26:10.817184,2022-11-05 17:26:12.140971,0 days 00:00:01.323787,6.0,0.0348760342526159,0.3576762447567376,0.5749567351669197,0.0820486406858801,2.937596519350109e-07,0.0045457417085845,15.666789735190225,,PRUNED,
44027.0,year,1.0,47.0,0.109537,2022-11-05 17:26:12.141705,2022-11-05 17:27:12.415992,0 days 00:01:00.274287,17.0,0.0404634776477158,0.2738070752785931,0.4748792585550105,0.0280870054103487,1.560539099823588e-06,0.0002955474388922,21.42400112892708,,PRUNED,
44027.0,year,1.0,48.0,0.373574,2022-11-05 17:27:12.417034,2022-11-05 17:27:14.488158,0 days 00:00:02.071124,23.0,0.0163457341616898,0.2416459565939174,0.4924820838246711,0.0181818796304366,1.2375198383066732e-07,0.0129149394498253,30.14046514060986,,PRUNED,
44027.0,year,1.0,49.0,0.105206,2022-11-05 17:27:14.488836,2022-11-05 17:28:19.366847,0 days 00:01:04.878011,11.0,0.0610458975015158,0.3276238930100187,0.6209339850195222,0.1702699290703899,5.707767726355487e-06,0.8817958234916689,8.050871648334704,,PRUNED,
44027.0,year,1.0,50.0,0.101414,2022-11-05 17:28:19.367901,2022-11-05 17:29:40.129343,0 days 00:01:20.761442,7.0,0.080073504185095,0.4824218632045176,0.5509585077194812,0.0519113385093955,1.1143482530929065e-06,0.4048895171805174,4.25924323648119,,PRUNED,
44027.0,year,1.0,51.0,0.100709,2022-11-05 17:29:40.130318,2022-11-05 17:32:17.597513,0 days 00:02:37.467195,15.0,0.0440550404865277,0.3326336532572,0.5298933485364262,0.0677959888004979,5.889810532019573e-08,0.0780114297333402,9.446682064369302,,PRUNED,
44027.0,year,1.0,52.0,0.370118,2022-11-05 17:32:17.598473,2022-11-05 17:32:19.630686,0 days 00:00:02.032213,14.0,0.0264147301102362,0.3370341376405664,0.5009769450549616,0.0378557933477111,9.03284921984258e-08,0.1042115191716909,10.985242482456696,,PRUNED,
44027.0,year,1.0,53.0,0.098822,2022-11-05 17:32:19.631240,2022-11-05 17:44:37.515773,0 days 00:12:17.884533,19.0,0.0501529763000383,0.3670104453496189,0.5089416877246041,0.0976078121038017,1.9517665486838177e-08,0.0309396247433072,13.344851120736951,,PRUNED,
44027.0,year,1.0,54.0,0.102488,2022-11-05 17:44:37.516853,2022-11-05 17:46:15.758953,0 days 00:01:38.242100,12.0,0.0404512973102127,0.4433949189218991,0.4567474213624801,0.1430187808048713,4.756552789379974e-07,0.2276990562536597,6.975809875937218,,PRUNED,
44027.0,year,1.0,55.0,0.368053,2022-11-05 17:46:15.759981,2022-11-05 17:46:17.566551,0 days 00:00:01.806570,10.0,0.0324260600953075,0.4095407259190791,0.4719916557753584,0.0135561581931414,1.7124428592701173e-07,5.40134620202002e-08,9.66746117323141,,PRUNED,
44027.0,year,1.0,56.0,0.104882,2022-11-05 17:46:17.567153,2022-11-05 17:48:28.575818,0 days 00:02:11.008665,28.0,0.0554912803785406,0.3038231090440844,0.4374843262497266,0.0607845730443495,3.844982940194583e-08,8.063092472447879e-07,5.6108037921725495,,PRUNED,
44027.0,year,1.0,57.0,0.378197,2022-11-05 17:48:28.577013,2022-11-05 17:48:30.539219,0 days 00:00:01.962206,16.0,0.0028875521899058,0.2289963601926537,0.4884609028239235,0.0296272646222461,3.2466221101362137e-07,0.0110891009273858,8.664287335273128,,PRUNED,
44027.0,year,1.0,58.0,0.10047,2022-11-05 17:48:30.539807,2022-11-05 17:54:52.643345,0 days 00:06:22.103538,42.0,0.0629376836256495,0.3778627814561892,0.521521475718806,0.3255785076838319,2.094168566227708e-06,0.0016447561170672,7.276911312552658,,PRUNED,
44027.0,year,1.0,59.0,0.372576,2022-11-05 17:54:52.644342,2022-11-05 17:54:54.500783,0 days 00:00:01.856441,13.0,0.0192302045532054,0.3187581849724484,0.5049830737648539,0.0421618154653924,1.1716724186254849e-05,0.0053464764962607,17.444257449963338,,PRUNED,
44027.0,year,1.0,60.0,0.376749,2022-11-05 17:54:54.501400,2022-11-05 17:54:56.957113,0 days 00:00:02.455713,18.0,0.0071164375539527,0.3443600724747405,0.6957865289545275,0.0116535347448738,1.7623718470271533e-08,1.2265515099930937,10.48138069177748,,PRUNED,
44027.0,year,1.0,61.0,0.0095142732549056,2022-11-05 17:54:56.957692,2022-11-05 18:22:56.505958,0 days 00:27:59.548266,33.0,0.0462146225307962,0.3930793109728835,0.5367045787594936,0.7968073110436297,6.768278633645877e-08,0.0007598846749267,12.110962794755794,707.0,COMPLETE,
44027.0,year,1.0,62.0,0.0094464442347021,2022-11-05 18:22:56.515221,2022-11-05 18:48:52.339549,0 days 00:25:55.824328,38.0,0.0466980280080759,0.356966353897184,0.5391604270029489,1.801942035634433,7.046184485447117e-08,7.4871729715489e-05,12.699303747214824,716.0,COMPLETE,
44027.0,year,1.0,63.0,0.368255,2022-11-05 18:48:52.343039,2022-11-05 18:48:53.810874,0 days 00:00:01.467835,36.0,0.032016213662138,0.4070097429769785,0.5436006369403001,3.300047969740436,1.175359077617336e-07,4.421926023616476e-05,12.00662119497877,,PRUNED,
44027.0,year,1.0,64.0,0.0096876661030966,2022-11-05 18:48:53.811474,2022-11-05 19:04:35.057836,0 days 00:15:41.246362,31.0,0.0869944155068754,0.3603980148189624,0.5605220189742921,1.647521755805526,7.568644758308001e-07,8.557224064141894e-06,13.278052392145865,465.0,COMPLETE,
44027.0,year,1.0,65.0,0.366689,2022-11-05 19:04:35.061618,2022-11-05 19:04:36.613330,0 days 00:00:01.551712,39.0,0.0365476974421495,0.3845431937416176,0.5351822683114819,1.0892852759726035,2.886894831063949e-07,0.0005998817580733,32.691869935079296,,PRUNED,
44027.0,year,1.0,66.0,0.0094358508271754,2022-11-05 19:04:36.613921,2022-11-05 19:32:01.755226,0 days 00:27:25.141305,46.0,0.0481947120165424,0.4377175166846284,0.5191557628271625,0.7329972232297457,4.2882800054014255e-08,0.0001324774882385,23.796520840692096,641.0,COMPLETE,
44027.0,year,1.0,67.0,0.0095255032312054,2022-11-05 19:32:01.758694,2022-11-05 19:50:42.701498,0 days 00:18:40.942804,47.0,0.0683660467001915,0.4342707542941589,0.5938479063825803,0.8129991728973603,2.07992249192e-08,8.288217326372499e-05,23.79003855939252,411.0,COMPLETE,
44027.0,year,1.0,68.0,0.0096047807349004,2022-11-05 19:50:42.705260,2022-11-05 20:05:24.082914,0 days 00:14:41.377654,48.0,0.0682497013697645,0.4339267622047643,0.5899624850907416,0.6657521570393274,1.1367904979649018e-08,0.0001386471315382,25.55237229004652,326.0,COMPLETE,
44027.0,year,1.0,69.0,0.0097029416221672,2022-11-05 20:05:24.086729,2022-11-05 20:20:48.322662,0 days 00:15:24.235933,49.0,0.0990029919860186,0.4471510244340084,0.6216124516934297,0.8195093883585258,1.6553505757663022e-08,0.0001770715395452,24.32315112294317,326.0,COMPLETE,
44027.0,year,1.0,70.0,0.0094840409186535,2022-11-05 20:20:48.326536,2022-11-05 20:45:47.003447,0 days 00:24:58.676911,46.0,0.0659998009318092,0.4804515941426054,0.5860558019930455,0.5141063165225238,1.055419129249132e-08,2.77745698662882e-05,40.2437048882401,512.0,COMPLETE,
44027.0,year,1.0,71.0,0.0095845306201383,2022-11-05 20:45:47.007092,2022-11-05 21:16:13.592907,0 days 00:30:26.585815,47.0,0.0687971343196282,0.483356602783533,0.5836813156983172,0.518292747665746,1.131076320760168e-08,1.999610922118086e-05,19.48862068833737,566.0,COMPLETE,
44027.0,year,1.0,72.0,0.0094503956513001,2022-11-05 21:16:13.596990,2022-11-05 21:39:47.265003,0 days 00:23:33.668013,46.0,0.0580246867939049,0.5383096460693086,0.5750518988520157,0.4550492447428874,5.1481614576661883e-08,2.2911229009898865e-05,40.345406513613824,433.0,COMPLETE,
44027.0,year,1.0,73.0,0.0096220912992482,2022-11-05 21:39:47.268263,2022-11-05 21:55:40.157909,0 days 00:15:52.889646,47.0,0.0820983708788583,0.5196623178921644,0.5761574727386858,0.4556890491230208,4.113248025844317e-08,3.496802301742261e-06,41.92832439638874,299.0,COMPLETE,
44027.0,year,1.0,74.0,0.0092844425876795,2022-11-05 21:55:40.161461,2022-11-05 22:33:09.513497,0 days 00:37:29.352036,45.0,0.0572271079769486,0.5910636021729994,0.6423070463066121,1.435108112042664,2.5427603551813907e-08,2.1177239374832125e-05,60.40076596580122,708.0,COMPLETE,
44027.0,year,1.0,75.0,0.0092768300098495,2022-11-05 22:33:09.516737,2022-11-05 23:02:00.932552,0 days 00:28:51.415815,46.0,0.0551861495318881,0.59548083573783,0.630578121295744,1.4656521536476397,2.711830951962862e-08,2.5781582865472985e-05,63.05672035250882,563.0,COMPLETE,
44027.0,year,1.0,76.0,0.009240657980188,2022-11-05 23:02:00.935838,2022-11-05 23:45:10.115041,0 days 00:43:09.179203,44.0,0.0538469407618582,0.5859307049817821,0.6424447814336671,1.5577533249918292,2.439871527546011e-08,5.9551829929485934e-05,58.60884241484988,851.0,COMPLETE,
44027.0,year,1.0,77.0,0.363662,2022-11-05 23:45:10.119123,2022-11-05 23:45:11.938024,0 days 00:00:01.818901,44.0,0.0454118624743783,0.554235386489542,0.6724351122629483,1.680989593458477,3.2209954199246184e-08,2.036444913137204e-05,55.50368935001007,,PRUNED,
44027.0,year,1.0,78.0,0.0092552839616737,2022-11-05 23:45:11.938670,2022-11-06 00:19:26.218520,0 days 00:34:14.279850,44.0,0.0555849289723162,0.5921558973602167,0.6509905296195355,2.1923516982821485,5.435192626680496e-08,3.788558964315461e-05,81.40006159795418,713.0,COMPLETE,
44027.0,year,1.0,79.0,0.0093806040273276,2022-11-06 00:19:26.222399,2022-11-06 00:38:44.740910,0 days 00:19:18.518511,45.0,0.0561001820530217,0.599328551614451,0.6317129514817301,2.132676719035464,1.952575280040415e-08,4.06463874506206e-05,74.41708253136689,408.0,COMPLETE,
44027.0,year,1.0,80.0,0.0092543384188143,2022-11-06 00:38:44.744987,2022-11-06 01:15:25.893105,0 days 00:36:41.148118,43.0,0.058208531472573,0.5928540671863135,0.6455742153166912,2.3073143804224028,3.2851624088778385e-08,2.59918641163681e-06,82.13228045710342,780.0,COMPLETE,
44027.0,year,1.0,81.0,0.0092366916568911,2022-11-06 01:15:25.897162,2022-11-06 01:54:51.214018,0 days 00:39:25.316856,44.0,0.0557643877403268,0.5936909504410228,0.6530272824949515,2.369769629272456,2.6294501498945788e-08,2.31394011388338e-06,84.1076288275664,840.0,COMPLETE,
44027.0,year,1.0,82.0,0.361365,2022-11-06 01:54:51.217704,2022-11-06 01:54:52.997505,0 days 00:00:01.779801,43.0,0.0521773043575619,0.5983572426652587,0.656762021059166,2.530484223333992,2.6173131210944543e-08,2.231322556012612e-06,84.23476661473748,,PRUNED,
44027.0,year,1.0,83.0,0.361293,2022-11-06 01:54:52.998066,2022-11-06 01:54:54.605802,0 days 00:00:01.607736,42.0,0.0524699289303408,0.5984939007224571,0.6378510715725861,4.404352671760507,2.3677271850119325e-08,1.0599557551693014e-05,69.50566388828729,,PRUNED,
44027.0,year,1.0,84.0,0.0093003422670968,2022-11-06 01:54:54.606390,2022-11-06 02:22:18.687041,0 days 00:27:24.080651,44.0,0.0586248122994786,0.5706816562926841,0.7028937688428153,2.021767115500419,1.2761917539455025e-07,8.39851124403909e-07,83.35025167319743,567.0,COMPLETE,
44027.0,year,1.0,85.0,0.0094395178452916,2022-11-06 02:22:18.691306,2022-11-06 02:42:27.293879,0 days 00:20:08.602573,44.0,0.0912664974914956,0.5775037338385273,0.6989259867242793,1.381718339829634,1.815729195487765e-07,4.968531780264575e-07,83.87148187079015,398.0,COMPLETE,
44027.0,year,1.0,86.0,0.009330173242912,2022-11-06 02:42:27.298101,2022-11-06 03:03:43.089120,0 days 00:21:15.791019,41.0,0.0581697405634202,0.5631401471140424,0.7227753811362445,2.053036628233951,4.050254459502401e-08,2.128663106762476e-06,64.42852365971412,424.0,COMPLETE,
44027.0,year,1.0,87.0,0.009369502774511,2022-11-06 03:03:43.093301,2022-11-06 03:25:30.490150,0 days 00:21:47.396849,41.0,0.073941224212875,0.5661581890889896,0.739469511334642,2.210636926591452,1.1545743363862385e-07,1.1693278402006718e-06,60.49537410525499,420.0,COMPLETE,
44027.0,year,1.0,88.0,0.009371369097158,2022-11-06 03:25:30.494250,2022-11-06 03:51:52.238269,0 days 00:26:21.744019,41.0,0.0770204209226274,0.5701179131568321,0.7497916161702327,3.791953029099981,1.4419168835006334e-07,1.2925840137809253e-06,60.296214310344816,516.0,COMPLETE,
44027.0,year,1.0,89.0,0.0092465688983693,2022-11-06 03:51:52.242042,2022-11-06 04:29:54.126452,0 days 00:38:01.884410,40.0,0.0610450004293987,0.5106257136554583,0.7268138176428356,1.2931271124612578,9.759552161341008e-08,2.252048590378989e-07,87.72033942850926,832.0,COMPLETE,
44027.0,year,1.0,90.0,0.37867,2022-11-06 04:29:54.130451,2022-11-06 04:29:56.064030,0 days 00:00:01.933579,50.0,0.0015091300939527,0.5137992851529267,0.7126656265492151,1.314841666433219,0.2065765094745926,2.033119505089464e-07,89.40980312610625,,PRUNED,
44027.0,year,1.0,91.0,0.377673,2022-11-06 04:29:56.064558,2022-11-06 04:29:57.845152,0 days 00:00:01.780594,41.0,0.0044287328702685,0.5567025783965657,0.7339948309650092,2.4126148234098457,1.2824743040782984e-07,4.0559724307103565e-06,66.34832310449707,,PRUNED,
44027.0,year,1.0,92.0,0.0092986615689063,2022-11-06 04:29:57.845632,2022-11-06 05:02:03.219036,0 days 00:32:05.373404,40.0,0.0726682514067981,0.5842091230615912,0.7975101094798669,1.9654460582994384,9.398510429413065e-08,1.5196263142845287e-06,57.76821154079328,563.0,COMPLETE,
44027.0,year,1.0,93.0,0.108877,2022-11-06 05:02:03.222917,2022-11-06 05:03:03.293508,0 days 00:01:00.070591,38.0,0.0591654435350508,0.5360174155630227,0.7918015016929859,5.592954138757494,4.5015398200902223e-08,2.4365406571962388e-06,53.95673572255621,,PRUNED,
44027.0,year,1.0,94.0,0.0093453657431599,2022-11-06 05:03:03.294492,2022-11-06 05:28:21.060834,0 days 00:25:17.766342,43.0,0.0616746089505859,0.5851886278949331,0.654849244602659,2.7813344403219857,2.692562477422668e-07,6.500755932778666e-07,81.34578241731231,561.0,COMPLETE,
44027.0,year,1.0,95.0,0.0093526267670347,2022-11-06 05:28:21.064742,2022-11-06 05:55:13.630198,0 days 00:26:52.565456,44.0,0.0772138858597782,0.5534753586312187,0.6822325539027212,1.344485252966965,4.21465971378493e-07,7.83951912044563e-06,95.89818356613162,562.0,COMPLETE,
44027.0,year,1.0,96.0,0.0095174899688601,2022-11-06 05:55:13.634321,2022-11-06 06:08:58.492112,0 days 00:13:44.857791,40.0,0.0877289235023378,0.5878590328533372,0.6108045422343404,1.9360279867688872,8.554847054213685e-08,1.1257310482453997e-07,74.97449333221063,304.0,COMPLETE,
44027.0,year,1.0,97.0,0.0093417910058014,2022-11-06 06:08:58.496167,2022-11-06 06:38:32.907391,0 days 00:29:34.411224,36.0,0.0646624833203307,0.5335697670586379,0.6660229493248198,1.0348351930752948,3.185741599632428e-08,1.1198758384239312e-05,44.73607782739916,588.0,COMPLETE,
44027.0,year,1.0,98.0,0.361408,2022-11-06 06:38:32.911187,2022-11-06 06:38:34.558468,0 days 00:00:01.647281,45.0,0.0521158675613852,0.5667128746881512,0.6913136378647327,3.572945528639599,1.418392583021487e-08,2.228195573243016e-07,53.20243054644762,,PRUNED,
44027.0,year,1.0,99.0,0.359559,2022-11-06 06:38:34.559080,2022-11-06 06:38:36.474817,0 days 00:00:01.915737,43.0,0.0575037628009014,0.5857203416472688,0.7711873070100393,2.682180458116888,5.7159931541545815e-08,5.98067585291836e-06,64.74071748781856,,PRUNED,
44027.0,year,2.0,0.0,0.0097584771988524,2022-11-06 10:27:31.182902,2022-11-06 10:51:19.291557,0 days 00:23:48.108655,46.0,0.05518,0.59548,0.630578,1.465652,2.7e-08,2.57e-05,63.056,469.0,COMPLETE,"{'max_depth': 46, 'learning_rate': 0.05518, 'colsample_bytree': 0.59548, 'subsample': 0.630578, 'reg_alpha': 1.465652, 'reg_lambda': 2.7e-08, 'gamma': 2.57e-05, 'min_child_weight': 63.056}"
44027.0,year,2.0,1.0,0.0105495099799761,2022-11-06 10:51:19.294859,2022-11-06 11:10:05.037755,0 days 00:18:45.742896,43.0,0.098121763994104,0.4591940811461271,0.57834699216537,0.3085945926266198,0.0490684501337683,0.0122656713202773,4.213479541645707,304.0,COMPLETE,
44027.0,year,2.0,2.0,0.0101559550903074,2022-11-06 11:10:05.041400,2022-11-06 11:51:58.217048,0 days 00:41:53.175648,33.0,0.0139194503350916,0.5368359944670686,0.6110715352110662,9.119334235644676,1.0941954484818906e-06,0.0259731691375817,17.64573157878807,1000.0,COMPLETE,
44027.0,year,2.0,3.0,0.0122073300291845,2022-11-06 11:51:58.219934,2022-11-06 11:56:05.701240,0 days 00:04:07.481306,45.0,0.0467625459100122,0.3264120551764375,0.765448335255246,0.6568914912554941,2.725209079062929e-06,9.091603262522158,43.30002004178292,150.0,COMPLETE,
44027.0,year,2.0,4.0,0.0113417045191456,2022-11-06 11:56:05.704030,2022-11-06 12:10:02.628387,0 days 00:13:56.924357,11.0,0.003199929247529,0.2940352841963436,0.6948135718697056,0.2549884985512229,0.2573321897850563,0.0053349203234226,32.20420362780111,1000.0,COMPLETE,
44027.0,year,2.0,5.0,0.373075,2022-11-06 12:10:02.631772,2022-11-06 12:10:03.796131,0 days 00:00:01.164359,41.0,0.044329592917668,0.2125664968381946,0.6652983610056574,7.925925759371986,0.0352324986949586,0.0167388032816204,5.826824650545,,PRUNED,
44027.0,year,2.0,6.0,0.386782,2022-11-06 12:10:03.797013,2022-11-06 12:10:05.304031,0 days 00:00:01.507018,25.0,0.0051387824091119,0.5603071544904826,0.4418662607833683,5.58177644877786,2.1004259150200365e-07,9.498093714970281e-08,9.58117983414273,,PRUNED,
44027.0,year,2.0,7.0,0.0117630619739774,2022-11-06 12:10:05.304894,2022-11-06 12:13:04.100792,0 days 00:02:58.795898,37.0,0.0739899129325006,0.2477206991270915,0.7027154394842876,1.2927251912398283,0.1745323170132469,3.777062151939549,14.511413785894026,115.0,COMPLETE,
44027.0,year,2.0,8.0,0.381894,2022-11-06 12:13:04.103695,2022-11-06 12:13:06.126622,0 days 00:00:02.022927,12.0,0.0189360811148369,0.4977021136445177,0.4505368183759073,0.0734866778737155,1.4385813724052166e-07,7.191482051377368e-05,97.93609637208688,,PRUNED,
