dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_max_depth,params_learning_rate,params_colsample_bytree,params_subsample,params_reg_alpha,params_reg_lambda,params_gamma,params_min_child_weight,user_attrs_n_estimators,state
216.0,k2204_BPV,1.0,0.0,0.0184262499999999,2022-10-01 14:48:01.208982,2022-10-01 14:48:31.654694,0 days 00:00:30.445712,6.0,0.0407525370373485,0.3039986339988142,0.579612418494915,0.1455681441115806,0.0006058277099565,0.0001006501917208,15.030960582070865,1288.0,COMPLETE
216.0,k2204_BPV,1.0,1.0,0.0264435,2022-10-01 14:48:31.658766,2022-10-01 14:52:26.846672,0 days 00:03:55.187906,4.0,0.0016016582904757,0.274212244509641,0.4963666414257522,0.1247598682706947,3.49913915810186,0.0005136033758782,68.19250808171365,10000.0,COMPLETE
216.0,k2204_BPV,1.0,2.0,0.223295,2022-10-01 14:52:26.849400,2022-10-01 14:54:02.599967,0 days 00:01:35.750567,6.0,0.0010605562145085,0.5360651198795638,0.4064726685678824,5.111330327370436,9.07838484725818e-05,0.0256672357361852,726.5466495981423,4218.0,COMPLETE
216.0,k2204_BPV,1.0,3.0,0.03920075,2022-10-01 14:54:02.602615,2022-10-01 14:57:55.321590,0 days 00:03:52.718975,10.0,0.001634158588723,0.3386335238331929,0.737327125867728,0.272505524872465,3.8836962445011735e-08,0.0006988675472341,411.6320709348456,10000.0,COMPLETE
216.0,k2204_BPV,1.0,4.0,0.0259955,2022-10-01 14:57:55.324359,2022-10-01 15:01:51.962381,0 days 00:03:56.638022,10.0,0.0015725890049754,0.2829904643677343,0.740371408342978,0.130912437831681,4.380358210249499e-07,1.890155569456908e-08,24.871742641832363,10000.0,COMPLETE
216.0,k2204_BPV,1.0,5.0,0.01851775,2022-10-01 15:01:51.965147,2022-10-01 15:02:01.408765,0 days 00:00:09.443618,10.0,0.0990314222396488,0.3081306463342029,0.5461198557122845,0.0311235828859158,6.976155580246677e-08,2.237797773629553e-07,31.46649656958813,377.0,COMPLETE
216.0,k2204_BPV,1.0,6.0,0.01912725,2022-10-01 15:02:01.411030,2022-10-01 15:02:48.240692,0 days 00:00:46.829662,9.0,0.0243166613495342,0.3146305453387528,0.4460844334169487,0.1878011977625141,4.687818258725767e-08,2.6166512256781543e-06,54.07619246120491,1948.0,COMPLETE
216.0,k2204_BPV,1.0,7.0,0.018486,2022-10-01 15:02:48.243332,2022-10-01 15:03:18.936639,0 days 00:00:30.693307,11.0,0.0359067018731956,0.4679033003811036,0.5190138061855343,0.0504844468406828,0.0015850179719267,0.0009051472233559,18.640271893795926,1249.0,COMPLETE
216.0,k2204_BPV,1.0,8.0,0.27624625,2022-10-01 15:03:18.939278,2022-10-01 15:03:18.993773,0 days 00:00:00.054495,5.0,0.0036971971044298,0.3553223606052684,0.5460417879111233,1.1073119030100973,8.271660910995978e-05,2.129999944233577e-06,141.98842718267431,,PRUNED
216.0,k2204_BPV,1.0,9.0,0.2760249999999999,2022-10-01 15:03:18.994110,2022-10-01 15:03:19.046350,0 days 00:00:00.052240,7.0,0.0095854711400057,0.5558360214106924,0.4559040812050143,5.802507051525326,3.504952603812651e-07,1.246146631361186e-08,59.902569762455705,,PRUNED
216.0,k2204_BPV,1.0,10.0,0.05599475,2022-10-01 15:03:19.046715,2022-10-01 15:03:23.681421,0 days 00:00:04.634706,7.0,0.0897656993912761,0.2015593514277479,0.6403969146978197,0.0119083585860011,0.0444599761929154,2.001871803923375,10.77241764752318,183.0,COMPLETE
216.0,k2204_BPV,1.0,11.0,0.02057325,2022-10-01 15:03:23.683694,2022-10-01 15:03:55.140186,0 days 00:00:31.456492,12.0,0.0288421533909508,0.4223906031955932,0.6191918348409085,0.0445900073338559,0.0052490958547066,0.018802142183269,10.039687210269028,1279.0,COMPLETE
216.0,k2204_BPV,1.0,12.0,0.019253,2022-10-01 15:03:55.142481,2022-10-01 15:04:51.510163,0 days 00:00:56.367682,12.0,0.0355244129691824,0.4443595001184316,0.6201786563351848,1.0214879819371494,0.0031570788227108,5.098466075491805e-05,21.71516188640125,2409.0,COMPLETE
216.0,k2204_BPV,1.0,13.0,0.2758405,2022-10-01 15:04:51.512804,2022-10-01 15:04:51.587345,0 days 00:00:00.074541,8.0,0.0138714132042735,0.4265636721010323,0.5115375495373173,0.0373474305525836,1.128030104362394e-05,0.0079232115040487,150.47562453776402,,PRUNED
216.0,k2204_BPV,1.0,14.0,0.01898075,2022-10-01 15:04:51.587674,2022-10-01 15:05:30.372945,0 days 00:00:38.785271,4.0,0.055924912137838,0.2574638535173014,0.5879540066256893,0.7948528954237177,0.278081912846,3.21042471890988e-05,17.247214542744732,1647.0,COMPLETE
216.0,k2204_BPV,1.0,15.0,0.27582375,2022-10-01 15:05:30.375589,2022-10-01 15:05:30.447812,0 days 00:00:00.072223,6.0,0.0144918211284021,0.2263408216027713,0.702509540170518,0.0105141314736382,0.0006430311651232,4.215321980269876,35.898528896337936,,PRUNED
216.0,k2204_BPV,1.0,16.0,0.27612675,2022-10-01 15:05:30.448169,2022-10-01 15:05:30.519050,0 days 00:00:00.070881,11.0,0.0066220587396121,0.3714489390018012,0.5089970573335194,0.0720146251002095,1.1391214746071768e-05,0.1139225901494947,15.567998657249868,,PRUNED
216.0,k2204_BPV,1.0,17.0,0.02517375,2022-10-01 15:05:30.519344,2022-10-01 15:05:46.778647,0 days 00:00:16.259303,8.0,0.0512278926297003,0.4835689440604034,0.6790185805667631,0.4569753319926072,0.0615059344766506,0.0001074034236929,231.3771345335223,677.0,COMPLETE
