dataset_id,dataset_name,outer_run,max_depth,learning_rate,colsample_bytree,subsample,reg_alpha,reg_lambda,gamma,min_child_weight,n_estimators,mse,mae,max_absolute_error
287.0,r1_08_PPV,1.0,48.0,0.0646903655741345,0.3264225693475142,0.4094877294058475,0.0184698106289309,0.040828637494353,1.006123377310206e-06,8.3222647998252,888.0,0.00018616199384313445,0.008903628558773876,0.14188273914062674
287.0,r1_08_PPV,2.0,4.0,0.0805956831173445,0.3917174054897971,0.7223945201092771,0.1027063013175467,2.4552041942809438e-08,1.470426285438547e-07,2.9159772721837527,621.0,9.03666158286165e-05,0.00704868935569473,0.08702357776367364
287.0,r1_08_PPV,3.0,60.0,0.0229270218838325,0.4427444203538671,0.6339766215872588,0.4316463173739682,0.0045712338762736,0.00011959312951600001,18.22459260783224,1376.0,0.00016893087941155586,0.009899889991234544,0.09832271106445488
287.0,r1_08_PPV,4.0,11.0,0.0997068198231083,0.2467204669540931,0.6210381809695611,0.0346411477041462,1.8024597354299437e-05,1.149335153614183e-07,50.186418874156466,578.0,0.00019420708001775501,0.009157498821697908,0.1438197014404281
287.0,r1_08_PPV,5.0,40.0,0.08735654394406464,0.433760363610655,0.7915166887109911,0.585091742755892,2.527752411059747e-05,2.4292141603873737e-07,37.748536221141684,526.0,0.00020094820820545147,0.010755515958245835,0.08954754147460875
