dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_max,params_n_layers,params_lr,params_batch_size,state,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_fixed_params,system_attrs_completed_rung_3
44027.0,year,1.0,96.0,89.6557846069336,2022-11-04 12:06:25.589437,2022-11-04 12:13:27.717678,0 days 00:07:02.128241,1023.0,2.0,0.026318932653507,512.0,COMPLETE,13696.2470703125,108.1082763671875,,,
44027.0,year,1.0,97.0,91.30518341064452,2022-11-04 12:13:27.718444,2022-11-04 12:18:52.921382,0 days 00:05:25.202938,1011.0,2.0,0.031212601347009,512.0,COMPLETE,4171.400390625,98.68946075439452,,,
44027.0,year,1.0,98.0,81.76233673095703,2022-11-04 12:18:52.922139,2022-11-04 12:33:56.995378,0 days 00:15:04.073239,673.0,3.0,0.0022765419120661,512.0,COMPLETE,31797.408203125,86.51103973388672,,,
44027.0,year,1.0,99.0,102.78182220458984,2022-11-04 12:33:56.996035,2022-11-04 12:45:54.090593,0 days 00:11:57.094558,402.0,5.0,0.0024269435467012,512.0,COMPLETE,,,,,
44027.0,year,2.0,0.0,112.56453704833984,2022-11-04 13:08:35.224513,2022-11-04 13:29:49.204169,0 days 00:21:13.979656,64.0,2.0,0.001,512.0,COMPLETE,511815.40625,823.0203857421875,,"{'n_max': 64, 'n_layers': 2, 'lr': 0.001, 'batch_size': 512}",
44027.0,year,2.0,1.0,127.4990234375,2022-11-04 13:29:49.204867,2022-11-04 14:09:55.473139,0 days 00:40:06.268272,328.0,4.0,0.0003980952109554,2048.0,COMPLETE,1193419.875,457170.53125,202127.78125,,289.6693725585937
44027.0,year,2.0,2.0,107.747314453125,2022-11-04 14:09:55.473744,2022-11-04 14:22:17.835655,0 days 00:12:22.361911,686.0,4.0,0.0021113199813378,512.0,COMPLETE,163004.234375,28685.859375,,,
44027.0,year,2.0,3.0,89.10374450683594,2022-11-04 14:22:17.836263,2022-11-04 14:38:18.370878,0 days 00:16:00.534615,761.0,5.0,0.0039124346654298,1024.0,COMPLETE,,,,,
44027.0,year,2.0,4.0,1290148.25,2022-11-04 14:38:18.371496,2022-11-04 14:39:54.882965,0 days 00:01:36.511469,44.0,5.0,0.0004423463046067,1024.0,PRUNED,1290148.25,,,,
44027.0,year,2.0,5.0,503630.96875,2022-11-04 14:39:54.883313,2022-11-04 14:41:21.569706,0 days 00:01:26.686393,569.0,2.0,0.0149486768998009,4096.0,PRUNED,503630.96875,,,,
44027.0,year,2.0,6.0,39964.1171875,2022-11-04 14:41:21.570028,2022-11-04 14:53:37.568152,0 days 00:12:15.998124,184.0,6.0,0.0166453653689158,2048.0,PRUNED,276474.6875,39964.1171875,,,
44027.0,year,2.0,7.0,3988812.5,2022-11-04 14:53:37.568519,2022-11-04 14:55:07.369907,0 days 00:01:29.801388,742.0,3.0,1.5899639601413744e-05,4096.0,PRUNED,3988812.5,,,,
44027.0,year,2.0,8.0,97.80243682861328,2022-11-04 14:55:07.370229,2022-11-04 15:06:49.800874,0 days 00:11:42.430645,671.0,4.0,0.0040863301110102,512.0,COMPLETE,151403.484375,1778.14306640625,,,
44027.0,year,2.0,9.0,3848906.25,2022-11-04 15:06:49.801512,2022-11-04 15:08:15.951064,0 days 00:01:26.149552,361.0,2.0,0.0002837175496443,2048.0,PRUNED,3848906.25,,,,
44027.0,year,2.0,10.0,431.9731140136719,2022-11-04 15:08:15.951404,2022-11-04 15:48:29.396823,0 days 00:40:13.445419,253.0,2.0,0.0078716231819302,4096.0,COMPLETE,260177.6875,26082.3984375,,,
44027.0,year,2.0,11.0,592442.4375,2022-11-04 15:48:29.397355,2022-11-04 15:53:08.262958,0 days 00:04:38.865603,51.0,4.0,0.0018500055223544,4096.0,COMPLETE,,,,,
44027.0,year,2.0,12.0,3967824.5,2022-11-04 15:53:08.263588,2022-11-04 15:54:35.557823,0 days 00:01:27.294235,87.0,2.0,0.0006483764050038,8124.0,PRUNED,3967824.5,,,,
44027.0,year,2.0,13.0,3809231.0,2022-11-04 15:54:35.558226,2022-11-04 15:56:12.640989,0 days 00:01:37.082763,1009.0,2.0,4.3968713131567744e-05,512.0,PRUNED,3809231.0,,,,
44027.0,year,2.0,14.0,182721.9375,2022-11-04 15:56:12.641347,2022-11-04 16:00:31.304884,0 days 00:04:18.663537,913.0,4.0,0.0026409883212201,2048.0,PRUNED,241855.09375,182721.9375,,,
44027.0,year,2.0,15.0,1070784.25,2022-11-04 16:00:31.305214,2022-11-04 16:02:22.055998,0 days 00:01:50.750784,660.0,5.0,0.0666208285781301,4096.0,COMPLETE,,,,,
44027.0,year,2.0,16.0,3991743.25,2022-11-04 16:02:22.056635,2022-11-04 16:06:20.989529,0 days 00:03:58.932894,198.0,5.0,1.2292653393765424e-05,8124.0,PRUNED,3991743.25,,,,
44027.0,year,2.0,17.0,8297.2314453125,2022-11-04 16:06:20.989936,2022-11-04 16:12:41.252612,0 days 00:06:20.262676,798.0,6.0,0.0811954895846179,512.0,PRUNED,121806.4140625,8297.2314453125,,,
44027.0,year,2.0,18.0,100460.015625,2022-11-04 16:12:41.252940,2022-11-04 16:18:01.587882,0 days 00:05:20.334942,595.0,5.0,0.0050265319815544,512.0,COMPLETE,209036.734375,,,,
44027.0,year,2.0,19.0,186.5638732910156,2022-11-04 16:18:01.588525,2022-11-04 16:24:12.482764,0 days 00:06:10.894239,695.0,5.0,0.0185175077190661,512.0,COMPLETE,187031.546875,2215.31005859375,,,
44027.0,year,2.0,20.0,320130.65625,2022-11-04 16:24:12.483365,2022-11-04 16:28:25.970197,0 days 00:04:13.486832,951.0,4.0,0.0006721655940613,4096.0,PRUNED,320130.65625,,,,
44027.0,year,2.0,21.0,2112175.25,2022-11-04 16:28:25.970561,2022-11-04 16:32:25.398916,0 days 00:03:59.428355,67.0,5.0,0.0008602798127593,8124.0,PRUNED,2112175.25,,,,
44027.0,year,2.0,22.0,3993869.5,2022-11-04 16:32:25.399268,2022-11-04 16:34:09.183252,0 days 00:01:43.783984,34.0,4.0,6.438474134582515e-05,8124.0,COMPLETE,,,,,
44027.0,year,2.0,23.0,416387.84375,2022-11-04 16:34:09.183878,2022-11-04 16:38:01.629257,0 days 00:03:52.445379,89.0,3.0,0.0079258479910011,4096.0,PRUNED,416387.84375,,,,
44027.0,year,2.0,24.0,90.57115173339844,2022-11-04 16:38:01.629588,2022-11-04 17:14:35.640298,0 days 00:36:34.010710,388.0,3.0,0.0025660209875349,2048.0,COMPLETE,129219.15625,92.7545166015625,,,
