dataset_id,dataset_name,outer_run,n_max,n_layers,lr,batch_size,mse,mae,max_absolute_error,nll_score,train_time
287.0,wine_quality,1.0,668.0,3.0,0.0027704908716412,512.0,0.4698395133018493,0.5297410488128662,3.360593318939209,0.1042218580842018,13.94710111618042
287.0,wine_quality,2.0,996.0,4.0,0.0004410710171363,512.0,0.4494857490062713,0.5262689590454102,2.9877753257751465,0.0791897177696228,13.944921731948853
287.0,wine_quality,3.0,943.0,2.0,0.0020580040301823,512.0,0.4416137337684631,0.5154141783714294,3.288590431213379,0.0665997490286827,18.355961322784424
287.0,wine_quality,4.0,900.0,2.0,0.0033144743261473,512.0,0.468606024980545,0.5236635804176331,2.8209872245788574,0.1093216687440872,14.691450834274292
287.0,wine_quality,5.0,963.0,2.0,0.001162720149896643,512.0,0.4265822172164917,0.5100669860839844,3.19681978225708,0.04889558628201485,21.95444393157959
