dataset_id,dataset_name,outer_run,n_max,n_layers,lr,batch_size,mse,mae,max_absolute_error,nll_score,train_time
42225.0,diamonds,1.0,924.0,2.0,0.0315922808250714,512.0,849109.5625,289.6018371582031,75791.84375,6.0341339111328125,1202.0796613693235
42225.0,diamonds,2.0,968.0,2.0,0.0197401158911016,512.0,303990.6875,282.7422790527344,4974.0498046875,6.027533531188965,1209.8825342655182
42225.0,diamonds,3.0,686.0,2.0,0.0132363874233051,512.0,331165.84375,290.7104187011719,9417.634765625,6.101245403289795,1182.5022039413452
42225.0,diamonds,4.0,52.0,4.0,0.0110019931921965,512.0,400592.34375,307.196044921875,13011.880859375,6.022659778594971,945.6206016540528
42225.0,diamonds,5.0,920.0,2.0,0.013071084128458846,512.0,302748.625,283.626953125,8744.7490234375,6.082196235656738,1204.6480345726013
