dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_max,params_n_layers,params_lr,params_batch_size,state,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_fixed_params
44027.0,r1_08_BPV,2.0,54.0,0.0010395133867859,2022-11-08 23:08:43.088913,2022-11-08 23:12:48.119080,0 days 00:04:05.030167,993.0,3.0,0.0008393348340377,512.0,COMPLETE,0.0117058930918574,0.0010395133867859,,
44027.0,r1_08_BPV,2.0,55.0,5.098814487457275,2022-11-08 23:12:48.119777,2022-11-08 23:13:51.488815,0 days 00:01:03.369038,815.0,3.0,0.0027943666832277,8124.0,PRUNED,5.098814487457275,,,
44027.0,r1_08_BPV,2.0,56.0,55.00284957885742,2022-11-08 23:13:51.489163,2022-11-08 23:14:51.570411,0 days 00:01:00.081248,671.0,2.0,0.0004527755462436,4096.0,PRUNED,55.00284957885742,,,
44027.0,r1_08_BPV,2.0,57.0,0.0408691391348838,2022-11-08 23:14:51.570766,2022-11-08 23:15:57.045551,0 days 00:01:05.474785,933.0,3.0,0.000229855293312,512.0,PRUNED,0.0408691391348838,,,
44027.0,r1_08_BPV,2.0,58.0,0.0089502520859241,2022-11-08 23:15:57.045900,2022-11-08 23:20:41.494499,0 days 00:04:44.448599,63.0,6.0,0.0041348094475343,512.0,COMPLETE,0.0089502520859241,,,
44027.0,r1_08_BPV,2.0,59.0,0.003061722498387,2022-11-08 23:20:41.495136,2022-11-08 23:31:00.865240,0 days 00:10:19.370104,962.0,5.0,0.0002613217758338,2048.0,COMPLETE,0.0093732848763465,,,
44027.0,r1_08_BPV,3.0,0.0,0.0014597851550206,2022-11-08 23:49:01.708204,2022-11-08 23:56:14.593984,0 days 00:07:12.885780,200.0,4.0,0.001,512.0,COMPLETE,0.0123093565925955,0.003532282076776,,"{'n_max': 200, 'n_layers': 4, 'lr': 0.001, 'batch_size': 512}"
44027.0,r1_08_BPV,3.0,1.0,0.0333724580705165,2022-11-08 23:56:14.594577,2022-11-09 00:01:26.028940,0 days 00:05:11.434363,366.0,5.0,0.0231425660266806,512.0,COMPLETE,0.5172516703605652,,,
44027.0,r1_08_BPV,3.0,2.0,0.0026110000908374,2022-11-09 00:01:26.029543,2022-11-09 00:07:58.129771,0 days 00:06:32.100228,459.0,3.0,0.0002444505898072,512.0,COMPLETE,,,,
44027.0,r1_08_BPV,3.0,3.0,0.0298694726079702,2022-11-09 00:07:58.130383,2022-11-09 00:38:13.403390,0 days 00:30:15.273007,63.0,4.0,0.0005266555725186,8124.0,COMPLETE,4.526210308074951,0.0629401952028274,,
44027.0,r1_08_BPV,3.0,4.0,0.0097389928996562,2022-11-09 00:38:13.403964,2022-11-09 00:52:08.321808,0 days 00:13:54.917844,205.0,2.0,0.0011677159261568,2048.0,COMPLETE,,,,
44027.0,r1_08_BPV,3.0,5.0,20.25945854187012,2022-11-09 00:52:08.322401,2022-11-09 00:53:11.184067,0 days 00:01:02.861666,866.0,4.0,0.0164989670203515,4096.0,PRUNED,20.25945854187012,,,
44027.0,r1_08_BPV,3.0,6.0,22.36713409423828,2022-11-09 00:53:11.184395,2022-11-09 00:54:24.091489,0 days 00:01:12.907094,867.0,5.0,0.0633845240580283,512.0,PRUNED,22.36713409423828,,,
44027.0,r1_08_BPV,3.0,7.0,6.875079154968262,2022-11-09 00:54:24.091849,2022-11-09 00:55:29.692478,0 days 00:01:05.600629,863.0,6.0,0.0062640402882682,2048.0,PRUNED,6.875079154968262,,,
44027.0,r1_08_BPV,3.0,8.0,0.0385039374232292,2022-11-09 00:55:29.692810,2022-11-09 01:25:33.877459,0 days 00:30:04.184649,53.0,4.0,0.0002191345784541,4096.0,COMPLETE,,,,
44027.0,r1_08_BPV,3.0,9.0,25.535371780395508,2022-11-09 01:25:33.877980,2022-11-09 01:26:34.821725,0 days 00:01:00.943745,180.0,4.0,0.0288133090221691,4096.0,PRUNED,25.535371780395508,,,
44027.0,r1_08_BPV,3.0,10.0,2.2966058254241943,2022-11-09 01:26:34.822030,2022-11-09 01:29:07.117159,0 days 00:02:32.295129,469.0,4.0,0.0060311111318048,2048.0,PRUNED,2.2966058254241943,,,
44027.0,r1_08_BPV,3.0,11.0,0.4246721565723419,2022-11-09 01:29:07.117506,2022-11-09 01:33:30.837121,0 days 00:04:23.719615,448.0,4.0,0.0176359392119618,8124.0,COMPLETE,0.4804528653621673,,,
44027.0,r1_08_BPV,3.0,12.0,25.23665428161621,2022-11-09 01:33:30.837738,2022-11-09 01:34:32.681566,0 days 00:01:01.843828,312.0,5.0,3.645341640714492e-05,1024.0,PRUNED,25.23665428161621,,,
44027.0,r1_08_BPV,3.0,13.0,7.427348136901855,2022-11-09 01:34:32.681911,2022-11-09 01:37:05.741462,0 days 00:02:33.059551,175.0,3.0,0.000825605288471,8124.0,PRUNED,7.427348136901855,,,
44027.0,r1_08_BPV,3.0,14.0,1.6171157360076904,2022-11-09 01:37:05.741813,2022-11-09 01:39:10.952816,0 days 00:02:05.211003,1017.0,4.0,0.0020431151718439,2048.0,COMPLETE,2.981741428375244,,,
44027.0,r1_08_BPV,3.0,15.0,0.0601990669965744,2022-11-09 01:39:10.953402,2022-11-09 01:41:30.135544,0 days 00:02:19.182142,822.0,2.0,0.0053763926194566,1024.0,COMPLETE,,,,
44027.0,r1_08_BPV,3.0,16.0,320.3893737792969,2022-11-09 01:41:30.136145,2022-11-09 01:42:28.767357,0 days 00:00:58.631212,151.0,2.0,5.859685275009192e-05,2048.0,PRUNED,320.3893737792969,,,
44027.0,r1_08_BPV,3.0,17.0,8.948546409606934,2022-11-09 01:42:28.767685,2022-11-09 01:43:42.694813,0 days 00:01:13.927128,834.0,5.0,1.1184739885808318e-05,512.0,PRUNED,8.948546409606934,,,
44027.0,r1_08_BPV,3.0,18.0,0.0885692089796066,2022-11-09 01:43:42.695144,2022-11-09 01:51:17.730052,0 days 00:07:35.034908,573.0,4.0,0.0007202930001248,8124.0,COMPLETE,0.0902817621827125,,,
44027.0,r1_08_BPV,3.0,19.0,0.1650999933481216,2022-11-09 01:51:17.730676,2022-11-09 01:53:47.495940,0 days 00:02:29.765264,826.0,2.0,0.0044263331370813,4096.0,PRUNED,2.847552537918091,0.1650999933481216,,
44027.0,r1_08_BPV,3.0,20.0,81.21900177001953,2022-11-09 01:53:47.496309,2022-11-09 01:56:07.684086,0 days 00:02:20.187777,912.0,2.0,2.478777375451288e-05,1024.0,PRUNED,81.21900177001953,,,
44027.0,r1_08_BPV,3.0,21.0,46.47472381591797,2022-11-09 01:56:07.684393,2022-11-09 01:57:09.567173,0 days 00:01:01.882780,488.0,3.0,0.0003384081076498,8124.0,PRUNED,46.47472381591797,,,
44027.0,r1_08_BPV,3.0,22.0,0.0279809907078742,2022-11-09 01:57:09.567553,2022-11-09 01:59:39.238985,0 days 00:02:29.671432,583.0,3.0,0.0007924615445564,2048.0,PRUNED,1.2042914628982544,0.0279809907078742,,
44027.0,r1_08_BPV,3.0,23.0,4.605637073516846,2022-11-09 01:59:39.239288,2022-11-09 02:02:09.562059,0 days 00:02:30.322771,838.0,3.0,0.0391052038723619,2048.0,PRUNED,4.605637073516846,,,
44027.0,r1_08_BPV,3.0,24.0,22.393449783325195,2022-11-09 02:02:09.562422,2022-11-09 02:03:44.632083,0 days 00:01:35.069661,362.0,6.0,0.0892286118081946,1024.0,COMPLETE,,,,
44027.0,r1_08_BPV,3.0,25.0,0.4870975315570831,2022-11-09 02:03:44.632667,2022-11-09 02:05:36.389700,0 days 00:01:51.757033,517.0,2.0,0.0651225913143623,1024.0,COMPLETE,,,,
44027.0,r1_08_BPV,3.0,26.0,0.1024430990219116,2022-11-09 02:05:36.390290,2022-11-09 02:08:19.556790,0 days 00:02:43.166500,20.0,3.0,0.0016954665946305,512.0,PRUNED,0.4623511731624603,0.1024430990219116,,
44027.0,r1_08_BPV,3.0,27.0,0.0040641706436872,2022-11-09 02:08:19.557150,2022-11-09 02:10:51.326740,0 days 00:02:31.769590,1018.0,4.0,0.0002287501683107,1024.0,PRUNED,0.0256951320916414,0.0040641706436872,,
44027.0,r1_08_BPV,3.0,28.0,0.0013922925572842,2022-11-09 02:10:51.327085,2022-11-09 02:38:52.175153,0 days 00:28:00.848068,688.0,3.0,0.0003744980265335,4096.0,COMPLETE,,,,
44027.0,r1_08_BPV,3.0,29.0,1.0436004400253296,2022-11-09 02:38:52.175893,2022-11-09 02:40:39.209565,0 days 00:01:47.033672,464.0,5.0,0.0020946305575135,2048.0,COMPLETE,,,,
44027.0,r1_08_BPV,3.0,30.0,0.0027569949161261,2022-11-09 02:40:39.210296,2022-11-09 02:56:11.098347,0 days 00:15:31.888051,202.0,5.0,8.026141279003708e-05,512.0,COMPLETE,0.0312596671283245,0.0069859619252383,,
44027.0,r1_08_BPV,3.0,31.0,12.862154006958008,2022-11-09 02:56:11.099069,2022-11-09 02:57:15.059896,0 days 00:01:03.960827,573.0,5.0,0.0018168977847985,8124.0,PRUNED,12.862154006958008,,,
44027.0,r1_08_BPV,3.0,32.0,0.001938497647643,2022-11-09 02:57:15.060237,2022-11-09 03:03:39.793250,0 days 00:06:24.733013,383.0,6.0,0.0003568201502586,512.0,COMPLETE,0.0272070225328207,0.0031995940953493,,
44027.0,r1_08_BPV,3.0,33.0,4.874023914337158,2022-11-09 03:03:39.793953,2022-11-09 03:33:54.725320,0 days 00:30:14.931367,61.0,3.0,9.232840358777388e-05,8124.0,COMPLETE,10.045294761657717,,,
44027.0,r1_08_BPV,3.0,34.0,0.006585304159671,2022-11-09 03:33:54.725943,2022-11-09 03:37:06.687372,0 days 00:03:11.961429,399.0,6.0,0.0002832147215858,512.0,PRUNED,0.0128504140302538,0.006585304159671,,
44027.0,r1_08_BPV,3.0,35.0,0.0209633987396955,2022-11-09 03:37:06.687720,2022-11-09 03:40:18.992653,0 days 00:03:12.304933,277.0,6.0,5.1178951058847816e-05,512.0,PRUNED,0.4299756586551666,0.0209633987396955,,
44027.0,r1_08_BPV,3.0,36.0,2.642575979232788,2022-11-09 03:40:18.993030,2022-11-09 03:41:24.213622,0 days 00:01:05.220592,25.0,3.0,0.0006120477969143,512.0,PRUNED,2.642575979232788,,,
44027.0,r1_08_BPV,3.0,37.0,6.8738226890563965,2022-11-09 03:41:24.213953,2022-11-09 03:44:35.640473,0 days 00:03:11.426520,26.0,6.0,4.619783709977548e-05,512.0,PRUNED,6.8738226890563965,,,
44027.0,r1_08_BPV,3.0,38.0,0.0017885683337226,2022-11-09 03:44:35.640800,2022-11-09 03:54:01.375451,0 days 00:09:25.734651,236.0,5.0,0.0001938302128948,512.0,COMPLETE,0.0125232338905334,0.0023877937346696,,
44027.0,r1_08_BPV,3.0,39.0,0.0044470066204667,2022-11-09 03:54:01.376195,2022-11-09 03:57:04.428062,0 days 00:03:03.051867,672.0,5.0,8.709122767724439e-05,512.0,PRUNED,0.0207048933953046,0.0044470066204667,,
44027.0,r1_08_BPV,3.0,40.0,0.0041206069290637,2022-11-09 03:57:04.428429,2022-11-09 04:00:16.881239,0 days 00:03:12.452810,409.0,6.0,0.000125890454981,512.0,PRUNED,0.0179521478712558,0.0041206069290637,,
44027.0,r1_08_BPV,3.0,41.0,0.9920405745506288,2022-11-09 04:00:16.881618,2022-11-09 04:01:17.884230,0 days 00:01:01.002612,224.0,4.0,0.0034160703003699,2048.0,PRUNED,0.9920405745506288,,,
44027.0,r1_08_BPV,3.0,42.0,0.1237539127469062,2022-11-09 04:01:17.884580,2022-11-09 04:04:52.330353,0 days 00:03:34.445773,1002.0,3.0,0.001711397753539,512.0,COMPLETE,,,,
44027.0,r1_08_BPV,3.0,43.0,0.0496212355792522,2022-11-09 04:04:52.331113,2022-11-09 04:07:24.426802,0 days 00:02:32.095689,378.0,4.0,0.001056780272481,2048.0,PRUNED,0.1216512620449066,0.0496212355792522,,
44027.0,r1_08_BPV,3.0,44.0,0.0143624078482389,2022-11-09 04:07:24.427143,2022-11-09 04:37:37.210148,0 days 00:30:12.783005,251.0,5.0,3.412351358045869e-05,4096.0,COMPLETE,0.040235050022602,,,
44027.0,r1_08_BPV,3.0,45.0,0.0046394825913012,2022-11-09 04:37:37.210800,2022-11-09 04:46:05.856571,0 days 00:08:28.645771,200.0,5.0,0.0001842640187439,512.0,PRUNED,0.0170216504484415,0.0046394825913012,,
44027.0,r1_08_BPV,3.0,46.0,0.1486454755067825,2022-11-09 04:46:05.856879,2022-11-09 04:48:14.742540,0 days 00:02:08.885661,128.0,3.0,0.0148477755747144,1024.0,COMPLETE,0.1486454755067825,,,
44027.0,r1_08_BPV,3.0,47.0,0.2590357959270477,2022-11-09 04:48:14.743244,2022-11-09 04:49:12.208746,0 days 00:00:57.465502,114.0,3.0,0.0139444959459694,1024.0,PRUNED,0.2590357959270477,,,
44027.0,r1_08_BPV,3.0,48.0,0.04435396194458,2022-11-09 04:49:12.209093,2022-11-09 04:51:31.033590,0 days 00:02:18.824497,96.0,2.0,0.0091234305903664,1024.0,PRUNED,0.0463064685463905,0.04435396194458,,
44027.0,r1_08_BPV,3.0,49.0,0.9708860516548156,2022-11-09 04:51:31.033944,2022-11-09 04:52:28.656262,0 days 00:00:57.622318,282.0,3.0,0.062950603530985,1024.0,PRUNED,0.9708860516548156,,,
44027.0,r1_08_BPV,3.0,50.0,0.4318971335887909,2022-11-09 04:52:28.656609,2022-11-09 04:55:06.181871,0 days 00:02:37.525262,694.0,5.0,0.0001247519533482,4096.0,PRUNED,0.4318971335887909,,,
44027.0,r1_08_BPV,3.0,51.0,23.57969284057617,2022-11-09 04:55:06.182202,2022-11-09 04:56:07.986390,0 days 00:01:01.804188,226.0,5.0,0.0004883509471118,8124.0,PRUNED,23.57969284057617,,,
44027.0,r1_08_BPV,3.0,52.0,10.434432983398438,2022-11-09 04:56:07.986752,2022-11-09 04:59:18.347571,0 days 00:03:10.360819,194.0,6.0,1.1157768729342255e-05,512.0,PRUNED,10.434432983398438,,,
44027.0,r1_08_BPV,3.0,53.0,179.26356506347656,2022-11-09 04:59:18.347921,2022-11-09 05:00:16.111310,0 days 00:00:57.763389,340.0,3.0,2.3992682933132195e-05,1024.0,PRUNED,179.26356506347656,,,
44027.0,r1_08_BPV,3.0,54.0,0.5441456437110901,2022-11-09 05:00:16.111704,2022-11-09 05:01:25.551418,0 days 00:01:09.439714,483.0,4.0,0.0303260281197043,512.0,PRUNED,0.5441456437110901,,,
44027.0,r1_08_BPV,3.0,55.0,27.54849624633789,2022-11-09 05:01:25.551745,2022-11-09 05:02:25.656928,0 days 00:01:00.105183,212.0,2.0,0.0011511688018054,4096.0,PRUNED,27.54849624633789,,,
44027.0,r1_08_BPV,3.0,56.0,0.0179436523467302,2022-11-09 05:02:25.657278,2022-11-09 05:10:28.557975,0 days 00:08:02.900697,95.0,4.0,0.0004306663024979,512.0,PRUNED,0.024109948426485,0.0179436523467302,,
44027.0,r1_08_BPV,3.0,57.0,2.548884630203247,2022-11-09 05:10:28.558368,2022-11-09 05:13:06.624925,0 days 00:02:38.066557,660.0,5.0,0.0001101721224607,4096.0,PRUNED,2.548884630203247,,,
44027.0,r1_08_BPV,3.0,58.0,1.1447558403015137,2022-11-09 05:13:06.625253,2022-11-09 05:14:08.266285,0 days 00:01:01.641032,734.0,4.0,0.0029443358658767,2048.0,PRUNED,1.1447558403015137,,,
44027.0,r1_08_BPV,3.0,59.0,0.000352509348886,2022-11-09 05:14:08.266630,2022-11-09 05:24:01.775791,0 days 00:09:53.509161,992.0,5.0,0.0000136724499391,512.0,COMPLETE,0.0142545737326145,0.0028067398816347,0.0005401871749199,
44027.0,r1_08_BPV,4.0,0.0,0.0023984771687537,2022-11-09 05:42:30.123732,2022-11-09 05:48:34.383261,0 days 00:06:04.259529,200.0,4.0,0.001,512.0,COMPLETE,0.022086190059781,0.0056445649825036,,"{'n_max': 200, 'n_layers': 4, 'lr': 0.001, 'batch_size': 512}"
44027.0,r1_08_BPV,4.0,1.0,0.0086927814409136,2022-11-09 05:48:34.383841,2022-11-09 06:18:43.962751,0 days 00:30:09.578910,614.0,2.0,0.0001452750177601,2048.0,COMPLETE,18.709083557128903,3.014143228530884,0.0199481565505266,
44027.0,r1_08_BPV,4.0,2.0,0.0025220368988811,2022-11-09 06:18:43.963229,2022-11-09 06:48:52.295323,0 days 00:30:08.332094,855.0,3.0,3.030762373770288e-05,1024.0,COMPLETE,5.134210586547852,0.0468629896640777,0.0042609800584614,
44027.0,r1_08_BPV,4.0,3.0,0.061296496540308,2022-11-09 06:48:52.295839,2022-11-09 07:19:02.908316,0 days 00:30:10.612477,752.0,3.0,2.159949837725436e-05,4096.0,COMPLETE,24.41706085205078,0.2720368504524231,,
44027.0,r1_08_BPV,4.0,4.0,350.7369384765625,2022-11-09 07:19:02.908850,2022-11-09 07:20:04.672181,0 days 00:01:01.763331,145.0,4.0,7.63815755904753e-05,8124.0,PRUNED,350.7369384765625,,,
44027.0,r1_08_BPV,4.0,5.0,0.0145936422049999,2022-11-09 07:20:04.672492,2022-11-09 07:29:51.977276,0 days 00:09:47.304784,62.0,3.0,0.0047964978774509,4096.0,COMPLETE,0.5502480864524841,0.0185455866158008,,
44027.0,r1_08_BPV,4.0,6.0,0.0003392782818991,2022-11-09 07:29:51.977843,2022-11-09 07:42:19.995538,0 days 00:12:28.017695,714.0,4.0,0.0001945127839575,512.0,COMPLETE,0.0023630445357412,0.0005977340624667,,
44027.0,r1_08_BPV,4.0,7.0,3.144489288330078,2022-11-09 07:42:19.996122,2022-11-09 07:44:54.027635,0 days 00:02:34.031513,519.0,5.0,0.0167329596168425,4096.0,COMPLETE,,,,
44027.0,r1_08_BPV,4.0,8.0,1.7355223894119265,2022-11-09 07:44:54.028214,2022-11-09 07:47:22.976338,0 days 00:02:28.948124,835.0,3.0,0.0038582505554728,2048.0,PRUNED,1.7355223894119265,,,
44027.0,r1_08_BPV,4.0,9.0,0.6202195286750793,2022-11-09 07:47:22.976620,2022-11-09 07:49:53.870566,0 days 00:02:30.893946,321.0,4.0,0.0277185840327199,2048.0,PRUNED,0.6202195286750793,,,
44027.0,r1_08_BPV,4.0,10.0,36571.8203125,2022-11-09 07:49:53.870863,2022-11-09 07:51:02.005117,0 days 00:01:08.134254,897.0,6.0,0.0095239643281558,8124.0,PRUNED,36571.8203125,,,
44027.0,r1_08_BPV,4.0,11.0,0.6448029279708862,2022-11-09 07:51:02.005422,2022-11-09 07:53:32.611910,0 days 00:02:30.606488,254.0,4.0,0.0057666081553445,4096.0,PRUNED,0.6448029279708862,,,
44027.0,r1_08_BPV,4.0,12.0,136.5438995361328,2022-11-09 07:53:32.612229,2022-11-09 07:54:33.871460,0 days 00:01:01.259231,836.0,4.0,1.536750617145844e-05,2048.0,PRUNED,136.5438995361328,,,
44027.0,r1_08_BPV,4.0,13.0,245.5203399658203,2022-11-09 07:54:33.871837,2022-11-09 07:55:35.995228,0 days 00:01:02.123391,666.0,3.0,7.737842624143965e-05,8124.0,PRUNED,245.5203399658203,,,
44027.0,r1_08_BPV,4.0,14.0,0.0041203713044524,2022-11-09 07:55:35.995579,2022-11-09 08:25:44.425295,0 days 00:30:08.429716,910.0,5.0,0.0001029127908823,8124.0,COMPLETE,0.0377299301326274,0.0061955749988555,,
44027.0,r1_08_BPV,4.0,15.0,1.254420280456543,2022-11-09 08:25:44.425832,2022-11-09 08:28:19.416480,0 days 00:02:34.990648,240.0,5.0,0.004331083521527,8124.0,PRUNED,1.254420280456543,,,
44027.0,r1_08_BPV,4.0,16.0,0.0078817028552293,2022-11-09 08:28:19.416810,2022-11-09 08:33:11.811920,0 days 00:04:52.395110,950.0,6.0,0.0002271209974358,1024.0,COMPLETE,0.0268452763557434,,,
44027.0,r1_08_BPV,4.0,17.0,0.2746815383434295,2022-11-09 08:33:11.812510,2022-11-09 09:03:20.667885,0 days 00:30:08.855375,347.0,2.0,1.2449190799022996e-05,1024.0,COMPLETE,,,,
44027.0,r1_08_BPV,4.0,18.0,0.0006384213920682,2022-11-09 09:03:20.668405,2022-11-09 09:33:24.705144,0 days 00:30:04.036739,471.0,6.0,3.247512476681977e-05,1024.0,COMPLETE,,,,
44027.0,r1_08_BPV,4.0,19.0,5.4813551902771,2022-11-09 09:33:24.705704,2022-11-09 09:40:41.536445,0 days 00:07:16.830741,549.0,5.0,1.0591140044277387e-05,2048.0,PRUNED,5.4813551902771,,,
44027.0,r1_08_BPV,4.0,20.0,153.7283935546875,2022-11-09 09:40:41.536833,2022-11-09 09:41:40.580245,0 days 00:00:59.043412,485.0,2.0,0.0001475701178272,2048.0,PRUNED,153.7283935546875,,,
44027.0,r1_08_BPV,4.0,21.0,0.622307538986206,2022-11-09 09:41:40.580560,2022-11-09 09:44:14.710461,0 days 00:02:34.129901,38.0,2.0,0.0489896468258259,8124.0,PRUNED,0.622307538986206,,,
44027.0,r1_08_BPV,4.0,22.0,0.0051639876328408,2022-11-09 09:44:14.710807,2022-11-09 09:53:14.724138,0 days 00:09:00.013331,610.0,6.0,1.697676052856504e-05,512.0,PRUNED,0.038941640406847,0.0051639876328408,,
44027.0,r1_08_BPV,4.0,23.0,30.15746688842773,2022-11-09 09:53:14.724463,2022-11-09 09:55:40.352629,0 days 00:02:25.628166,782.0,3.0,1.1736322379455427e-05,1024.0,PRUNED,30.15746688842773,,,
44027.0,r1_08_BPV,4.0,24.0,0.3358063697814941,2022-11-09 09:55:40.352971,2022-11-09 09:58:18.057370,0 days 00:02:37.704399,515.0,4.0,0.0114465948502493,8124.0,COMPLETE,3.0841801166534424,,,
44027.0,r1_08_BPV,4.0,25.0,0.0347151383757591,2022-11-09 09:58:18.058023,2022-11-09 10:00:45.510677,0 days 00:02:27.452654,983.0,5.0,0.0003420003173308,512.0,COMPLETE,,,,
44027.0,r1_08_BPV,4.0,26.0,5.683346271514893,2022-11-09 10:00:45.511307,2022-11-09 10:01:49.059900,0 days 00:01:03.548593,838.0,3.0,0.0456088023429337,8124.0,PRUNED,5.683346271514893,,,
44027.0,r1_08_BPV,4.0,27.0,0.0004192412598058,2022-11-09 10:01:49.060252,2022-11-09 10:17:30.163307,0 days 00:15:41.103055,1022.0,5.0,0.0001006871507189,512.0,COMPLETE,0.0031930638942867,0.001518911216408,,
44027.0,r1_08_BPV,4.0,28.0,0.0007794852135702,2022-11-09 10:17:30.163952,2022-11-09 10:25:31.546956,0 days 00:08:01.383004,1022.0,5.0,0.0002751279250723,512.0,COMPLETE,0.0087988236919045,,,
44027.0,r1_08_BPV,4.0,29.0,0.0003291681932751,2022-11-09 10:25:31.547560,2022-11-09 10:45:13.324244,0 days 00:19:41.776684,695.0,5.0,6.569457611467608e-05,512.0,COMPLETE,0.0065497071482241,0.001003093435429,,
44027.0,r1_08_BPV,4.0,30.0,0.0519990846514701,2022-11-09 10:45:13.324871,2022-11-09 10:48:16.523373,0 days 00:03:03.198502,595.0,5.0,1.9663376864305165e-05,512.0,PRUNED,5.45247745513916,0.0519990846514701,,
44027.0,r1_08_BPV,4.0,31.0,7.856598854064941,2022-11-09 10:48:16.523723,2022-11-09 10:49:18.547526,0 days 00:01:02.023803,332.0,6.0,0.0031939533017245,8124.0,PRUNED,7.856598854064941,,,
44027.0,r1_08_BPV,4.0,32.0,0.5706505179405212,2022-11-09 10:49:18.547934,2022-11-09 10:51:49.836248,0 days 00:02:31.288314,23.0,2.0,0.000679974917224,512.0,PRUNED,5.217557430267334,0.5706505179405212,,
44027.0,r1_08_BPV,4.0,33.0,3.5287134647369385,2022-11-09 10:51:49.836584,2022-11-09 10:54:24.218153,0 days 00:02:34.381569,338.0,5.0,0.0956246216348747,1024.0,PRUNED,1.593760967254639,3.5287134647369385,,
44027.0,r1_08_BPV,4.0,34.0,0.0058739269152283,2022-11-09 10:54:24.218518,2022-11-09 10:57:08.588479,0 days 00:02:44.369961,289.0,3.0,0.0013139176072905,512.0,PRUNED,0.012285191565752,0.0058739269152283,,
44027.0,r1_08_BPV,4.0,35.0,2.169963121414185,2022-11-09 10:57:08.588819,2022-11-09 10:59:28.472832,0 days 00:02:19.884013,464.0,5.0,0.010035075515239,4096.0,COMPLETE,2.169963121414185,,,
44027.0,r1_08_BPV,4.0,36.0,0.0342697724699974,2022-11-09 10:59:28.473487,2022-11-09 11:01:58.173790,0 days 00:02:29.700303,136.0,4.0,0.0004673618148737,1024.0,PRUNED,1.087014079093933,0.0342697724699974,,
44027.0,r1_08_BPV,4.0,37.0,2.9433493614196777,2022-11-09 11:01:58.174170,2022-11-09 11:02:59.556522,0 days 00:01:01.382352,698.0,3.0,0.0083312926154729,4096.0,PRUNED,2.9433493614196777,,,
44027.0,r1_08_BPV,4.0,38.0,0.8005760312080383,2022-11-09 11:02:59.556860,2022-11-09 11:06:01.591048,0 days 00:03:02.034188,221.0,5.0,0.0027480348734424,512.0,PRUNED,0.6617946624755859,0.8005760312080383,,
44027.0,r1_08_BPV,4.0,39.0,0.051909152418375,2022-11-09 11:06:01.591358,2022-11-09 11:08:57.239400,0 days 00:02:55.648042,996.0,4.0,0.0218728242165947,512.0,PRUNED,0.3654988706111908,0.051909152418375,,
44027.0,r1_08_BPV,4.0,40.0,0.0031182768288999,2022-11-09 11:08:57.239771,2022-11-09 11:14:24.906987,0 days 00:05:27.667216,380.0,6.0,0.0004678806650565,512.0,COMPLETE,,,,
44027.0,r1_08_BPV,4.0,41.0,3.305614471435547,2022-11-09 11:14:24.907707,2022-11-09 11:15:22.942352,0 days 00:00:58.034645,424.0,3.0,0.0003183425951231,1024.0,PRUNED,3.305614471435547,,,
44027.0,r1_08_BPV,4.0,42.0,7.471879005432129,2022-11-09 11:15:22.942674,2022-11-09 11:16:24.659655,0 days 00:01:01.716981,575.0,5.0,0.0031556020298686,2048.0,PRUNED,7.471879005432129,,,
44027.0,r1_08_BPV,4.0,43.0,0.0992155447602272,2022-11-09 11:16:24.659966,2022-11-09 11:46:26.473328,0 days 00:30:01.813362,678.0,2.0,3.3991875156376675e-05,2048.0,COMPLETE,0.2745559811592102,,,
44027.0,r1_08_BPV,4.0,44.0,8.246530532836914,2022-11-09 11:46:26.473908,2022-11-09 11:47:27.909300,0 days 00:01:01.435392,25.0,4.0,0.0015159930401456,4096.0,PRUNED,8.246530532836914,,,
44027.0,r1_08_BPV,4.0,45.0,0.0359742529690265,2022-11-09 11:47:27.909632,2022-11-09 11:50:13.215916,0 days 00:02:45.306284,469.0,5.0,0.0007787431459227,512.0,COMPLETE,,,,
44027.0,r1_08_BPV,4.0,46.0,0.0018736612983047,2022-11-09 11:50:13.216603,2022-11-09 11:58:21.391157,0 days 00:08:08.174554,701.0,4.0,4.936951254233041e-05,512.0,PRUNED,0.0157696325331926,0.0018736612983047,,
44027.0,r1_08_BPV,4.0,47.0,4.01054573059082,2022-11-09 11:58:21.391530,2022-11-09 11:59:22.960863,0 days 00:01:01.569333,433.0,5.0,0.0098529801232434,4096.0,PRUNED,4.01054573059082,,,
44027.0,r1_08_BPV,4.0,48.0,5.349885940551758,2022-11-09 11:59:22.961207,2022-11-09 12:00:23.936060,0 days 00:01:00.974853,517.0,4.0,0.0207177391636345,4096.0,PRUNED,5.349885940551758,,,
44027.0,r1_08_BPV,4.0,49.0,1.695939064025879,2022-11-09 12:00:23.936400,2022-11-09 12:02:43.346520,0 days 00:02:19.410120,400.0,6.0,0.0046999675506558,4096.0,COMPLETE,1.695939064025879,,,
44027.0,r1_08_BPV,4.0,50.0,6.552974700927734,2022-11-09 12:02:43.347176,2022-11-09 12:03:45.538894,0 days 00:01:02.191718,233.0,6.0,0.0040784442000437,8124.0,PRUNED,6.552974700927734,,,
