dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_max,params_n_layers,params_n_out,params_mean_type,params_kernel_type,params_num_mixtures,params_lr,params_batch_size,params_num_inducing,params_initialize_fe,params_minit,user_attrs_MAX_EPOCHS,state,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_fixed_params,system_attrs_completed_rung_2,system_attrs_completed_rung_3
44027.0,year,1.0,70.0,0.010405515320599,2022-11-02 21:38:22.311447,2022-11-02 21:41:45.629766,0 days 00:03:23.318319,845.0,3.0,8.0,linear,matern1.5,,0.0005332676887954,2048.0,1202.0,0.0,random,17.0,COMPLETE,0.0107052261009812,,,,
44027.0,year,1.0,71.0,0.0113375512883067,2022-11-02 21:41:45.630543,2022-11-02 21:43:01.995227,0 days 00:01:16.364684,831.0,4.0,5.0,linear,matern0.5,,0.0285017249307881,2048.0,476.0,0.0,random,,PRUNED,0.0113375512883067,,,,
44027.0,year,1.0,72.0,0.0111858043819665,2022-11-02 21:43:01.995575,2022-11-02 21:45:13.220725,0 days 00:02:11.225150,115.0,3.0,7.0,constant,matern1.5,,0.0005482879665338,2048.0,1539.0,0.0,kmeans,,PRUNED,0.0111858043819665,,,,
44027.0,year,1.0,73.0,0.0119931250810623,2022-11-02 21:45:13.221056,2022-11-02 21:46:50.489082,0 days 00:01:37.268026,646.0,2.0,14.0,linear,matern1.5,,0.0554959850227243,1024.0,534.0,1.0,random,4.0,COMPLETE,,,,,
44027.0,year,1.0,74.0,0.0113794831559062,2022-11-02 21:46:50.489807,2022-11-02 21:51:55.902744,0 days 00:05:05.412937,611.0,5.0,13.0,constant,rbf,,8.576843520323467e-05,2048.0,160.0,1.0,random,43.0,COMPLETE,,,,,
44027.0,year,1.0,75.0,0.0102209383621811,2022-11-02 21:51:55.903490,2022-11-02 21:54:40.938609,0 days 00:02:45.035119,753.0,2.0,3.0,linear,matern0.5,,0.0020219086494566,2048.0,566.0,1.0,random,17.0,COMPLETE,0.0103620430454611,,,,
44027.0,year,1.0,76.0,0.0107844993472099,2022-11-02 21:54:40.939345,2022-11-02 21:56:17.608422,0 days 00:01:36.669077,708.0,2.0,3.0,linear,matern0.5,,0.0139659650052886,1024.0,516.0,1.0,random,4.0,COMPLETE,,,,,
44027.0,year,1.0,77.0,0.0116981277242302,2022-11-02 21:56:17.609129,2022-11-02 21:59:34.627629,0 days 00:03:17.018500,479.0,2.0,8.0,constant,matern1.5,,0.0001036628358963,2048.0,266.0,0.0,kmeans,,PRUNED,0.0116981277242302,,,,
44027.0,year,1.0,78.0,0.0111187612637877,2022-11-02 21:59:34.627997,2022-11-02 22:00:48.228122,0 days 00:01:13.600125,747.0,2.0,3.0,constant,matern0.5,,0.0022566102025444,8192.0,350.0,1.0,kmeans,,PRUNED,0.0111187612637877,,,,
44027.0,year,1.0,79.0,0.0111913057044148,2022-11-02 22:00:48.228488,2022-11-02 22:07:34.431503,0 days 00:06:46.203015,194.0,3.0,6.0,linear,matern1.5,,2.9426789694853843e-05,1024.0,1243.0,0.0,kmeans,,PRUNED,0.0111913057044148,,,,
44027.0,year,1.0,80.0,0.0130063835531473,2022-11-02 22:07:34.431867,2022-11-02 22:08:52.275779,0 days 00:01:17.843912,586.0,2.0,5.0,linear,matern0.5,,0.0398228444997901,2048.0,50.0,1.0,random,,PRUNED,0.0130063835531473,,,,
44027.0,year,1.0,81.0,0.0099997017532587,2022-11-02 22:08:52.276121,2022-11-02 22:15:03.903800,0 days 00:06:11.627679,168.0,3.0,5.0,linear,matern1.5,,0.0008026837465514,1024.0,1107.0,0.0,kmeans,25.0,COMPLETE,,,,,
44027.0,year,1.0,82.0,0.0103533519431948,2022-11-02 22:15:03.904496,2022-11-02 22:19:30.297461,0 days 00:04:26.392965,306.0,3.0,10.0,linear,matern1.5,,0.0001323794606317,1024.0,644.0,0.0,kmeans,21.0,COMPLETE,,,,,
44027.0,year,1.0,83.0,0.0126355001702904,2022-11-02 22:19:30.298152,2022-11-02 22:21:23.561957,0 days 00:01:53.263805,915.0,2.0,11.0,constant,rbf,,8.041583892328568e-05,1024.0,625.0,1.0,random,,PRUNED,0.0126355001702904,,,,
44027.0,year,1.0,84.0,0.0106860138475894,2022-11-02 22:21:23.562305,2022-11-02 22:27:45.838930,0 days 00:06:22.276625,704.0,4.0,16.0,constant,matern0.5,,0.0009938431698579,8192.0,208.0,1.0,random,66.0,COMPLETE,,,,,
44027.0,year,1.0,85.0,0.0105839809402823,2022-11-02 22:27:45.839653,2022-11-02 22:31:04.795321,0 days 00:03:18.955668,440.0,2.0,3.0,linear,matern0.5,,0.0078588143226118,2048.0,108.0,1.0,kmeans,,PRUNED,0.010785917751491,0.0105839809402823,,,
44027.0,year,1.0,86.0,0.0104590896517038,2022-11-02 22:31:04.795654,2022-11-02 22:33:30.386318,0 days 00:02:25.590664,816.0,4.0,7.0,linear,rbf,,0.0009118441763143,2048.0,895.0,1.0,random,12.0,COMPLETE,0.0107447421178221,,,,
44027.0,year,1.0,87.0,0.0115088513121008,2022-11-02 22:33:30.387041,2022-11-02 22:34:41.204048,0 days 00:01:10.817007,380.0,4.0,6.0,constant,rbf,,0.0186074801579587,8192.0,81.0,0.0,kmeans,10.0,COMPLETE,,,,,
44027.0,year,1.0,88.0,0.0101646222174167,2022-11-02 22:34:41.204752,2022-11-02 22:37:39.750810,0 days 00:02:58.546058,958.0,3.0,5.0,linear,matern0.5,,0.0002583557414685,2048.0,759.0,0.0,random,19.0,COMPLETE,0.0103744845837354,,,,
44027.0,year,1.0,89.0,0.0104256654158234,2022-11-02 22:37:39.751548,2022-11-02 22:47:01.272161,0 days 00:09:21.520613,472.0,3.0,5.0,linear,rbf,,3.995684529276855e-05,1024.0,53.0,0.0,kmeans,69.0,COMPLETE,,,,,
44027.0,year,1.0,90.0,0.0102639961987733,2022-11-02 22:47:01.272870,2022-11-02 22:50:22.249686,0 days 00:03:20.976816,985.0,2.0,5.0,linear,matern0.5,,0.0002651988160607,2048.0,410.0,0.0,random,,PRUNED,0.0106009328737854,0.0102639961987733,,,
44027.0,year,1.0,91.0,0.0739965438842773,2022-11-02 22:50:22.250032,2022-11-02 22:59:56.381061,0 days 00:09:34.131029,184.0,4.0,4.0,linear,matern1.5,,3.667070535387599e-06,1024.0,1941.0,0.0,kmeans,,PRUNED,0.0739965438842773,,,,
44027.0,year,1.0,92.0,0.0111967334523797,2022-11-02 22:59:56.381383,2022-11-02 23:01:24.301191,0 days 00:01:27.919808,924.0,4.0,2.0,linear,matern0.5,,0.0001154867603232,2048.0,284.0,1.0,random,,PRUNED,0.0111967334523797,,,,
44027.0,year,1.0,93.0,0.0102216536179184,2022-11-02 23:01:24.301533,2022-11-02 23:05:15.785965,0 days 00:03:51.484432,879.0,5.0,4.0,linear,matern0.5,,0.0003600300520725,2048.0,559.0,0.0,random,,PRUNED,0.0105058569461107,0.0102216536179184,,,
