dataset_id,dataset_name,outer_run,n_max,n_layers,n_out,mean_type,kernel_type,num_mixtures,lr,batch_size,num_inducing,initialize_fe,minit,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
44027.0,year,1.0,910.0,3.0,12.0,constant,matern1.5,,0.0002596177185782,2048.0,1029.0,0.0,random,349.0,75.24453735351562,5.917763233184815,74.985107421875,2.666682221646433,3499.859557628632
44027.0,year,2.0,765.0,2.0,10.0,constant,matern1.5,,0.0010741019776506,1024.0,1194.0,False,random,57.0,78.55933380126953,6.106461524963379,72.12646484375,2.680326838534944,851.1482899188995
44027.0,year,3.0,634.0,3.0,9.0,linear,matern0.5,,0.0002481555898204,1024.0,494.0,True,random,233.0,78.1973648071289,6.069830417633057,79.697265625,2.677756296474729,2513.913140296936
44027.0,year,4.0,549.0,3.0,11.0,constant,matern1.5,,0.0001177159867061,1024.0,395.0,True,kmeans,725.0,75.5604019165039,5.960317611694336,80.8787841796875,2.67256300767378,7598.252781391144
44027.0,year,5.0,306.0,2.0,3.0,linear,matern0.5,,0.0001876427595402,1024.0,914.0,False,random,221.0,77.54553985595703,6.103243827819824,76.5970458984375,2.6740804366374786,2828.002438545227
