dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_max,params_n_layers,params_n_out,params_mean_type,params_kernel_type,params_num_mixtures,params_lr,params_batch_size,params_num_inducing,params_initialize_fe,params_minit,user_attrs_MAX_EPOCHS,state,system_attrs_fixed_params
42225.0,diamonds,1.0,98.0,0.0010886213276535,2022-10-28 16:19:59.810363,2022-10-28 16:23:15.163200,0 days 00:03:15.352837,818.0,3.0,10.0,linear,matern1.5,,0.0111222788284826,512.0,1269.0,1.0,kmeans,33.0,COMPLETE,
42225.0,diamonds,1.0,99.0,0.0012244253885,2022-10-28 16:23:15.163797,2022-10-28 16:24:29.565053,0 days 00:01:14.401256,857.0,3.0,11.0,linear,matern0.5,,0.0148170275967282,1024.0,1496.0,1.0,random,21.0,COMPLETE,
42225.0,diamonds,2.0,0.0,0.001005757949315,2022-10-28 16:28:18.280388,2022-10-28 16:31:14.468909,0 days 00:02:56.188521,1024.0,4.0,2.0,constant,rbf,,0.01,512.0,1000.0,False,kmeans,37.0,COMPLETE,"{'n_max': 1024, 'n_layers': 4, 'n_out': 2, 'mean_type': 'constant', 'kernel_type': 'rbf', 'lr': 0.01, 'num_inducing': 1000, 'initialize_fe': False, 'params_minit': 'random'}"
42225.0,diamonds,2.0,1.0,0.0014915026258677,2022-10-28 16:31:14.469493,2022-10-28 16:33:02.713819,0 days 00:01:48.244326,1009.0,5.0,16.0,constant,matern1.5,,0.0003557551608681,2048.0,751.0,True,random,60.0,COMPLETE,
42225.0,diamonds,2.0,2.0,0.0011050533503293,2022-10-28 16:33:02.714407,2022-10-28 16:35:31.765289,0 days 00:02:29.050882,632.0,2.0,8.0,constant,matern0.5,,0.0008906003912676,2048.0,80.0,False,kmeans,111.0,COMPLETE,
42225.0,diamonds,2.0,3.0,0.0050823343917727,2022-10-28 16:35:31.765850,2022-10-28 16:36:13.918244,0 days 00:00:42.152394,1018.0,2.0,15.0,linear,rbf,,0.0002525747034658,1024.0,626.0,False,random,20.0,COMPLETE,
42225.0,diamonds,2.0,4.0,0.0017416030168533,2022-10-28 16:36:13.918834,2022-10-28 16:37:28.547778,0 days 00:01:14.628944,605.0,5.0,13.0,linear,matern1.5,,0.0064255400045415,2048.0,380.0,False,kmeans,38.0,COMPLETE,
42225.0,diamonds,2.0,5.0,0.0012862719595432,2022-10-28 16:37:28.548337,2022-10-28 16:40:15.292165,0 days 00:02:46.743828,987.0,4.0,14.0,constant,matern1.5,,0.0002217116798066,2048.0,78.0,True,random,120.0,COMPLETE,
42225.0,diamonds,2.0,6.0,0.0013428565580397,2022-10-28 16:40:15.292757,2022-10-28 16:41:14.113796,0 days 00:00:58.821039,305.0,4.0,17.0,constant,matern1.5,,0.0178388740112375,2048.0,66.0,True,random,40.0,COMPLETE,
42225.0,diamonds,2.0,7.0,0.0038681784644722,2022-10-28 16:41:14.114408,2022-10-28 16:41:43.459119,0 days 00:00:29.344711,168.0,3.0,10.0,linear,matern1.5,,0.0672562321343636,1024.0,1337.0,False,random,7.0,COMPLETE,
42225.0,diamonds,2.0,8.0,0.0049776430241763,2022-10-28 16:41:43.459695,2022-10-28 16:42:45.278699,0 days 00:01:01.819004,330.0,5.0,11.0,linear,matern0.5,,0.0962527018343568,2048.0,105.0,False,random,45.0,COMPLETE,
42225.0,diamonds,2.0,9.0,0.0011454274645075,2022-10-28 16:42:45.279290,2022-10-28 16:44:23.355398,0 days 00:01:38.076108,391.0,3.0,4.0,linear,rbf,,0.0013185646677276,512.0,137.0,False,kmeans,36.0,COMPLETE,
42225.0,diamonds,2.0,10.0,0.0010553064057603,2022-10-28 16:44:23.356017,2022-10-28 16:47:01.257809,0 days 00:02:37.901792,775.0,4.0,2.0,constant,rbf,,0.0084000126235644,512.0,1971.0,True,kmeans,18.0,COMPLETE,
42225.0,diamonds,2.0,11.0,0.0010693186195567,2022-10-28 16:47:01.258406,2022-10-28 16:50:29.107374,0 days 00:03:27.848968,780.0,4.0,3.0,constant,rbf,,0.0086189894649089,512.0,1772.0,True,kmeans,27.0,COMPLETE,
42225.0,diamonds,2.0,12.0,0.0011409847065806,2022-10-28 16:50:29.108006,2022-10-28 16:52:19.405295,0 days 00:01:50.297289,803.0,4.0,6.0,constant,rbf,,0.0229199977229521,512.0,999.0,True,kmeans,20.0,COMPLETE,
42225.0,diamonds,2.0,13.0,0.0010902597568929,2022-10-28 16:52:19.405863,2022-10-28 16:53:48.087804,0 days 00:01:28.681941,821.0,3.0,20.0,constant,rbf,,0.0027651609525651,512.0,365.0,True,kmeans,26.0,COMPLETE,
42225.0,diamonds,2.0,14.0,0.0013079287018626,2022-10-28 16:53:48.088374,2022-10-28 16:55:03.619860,0 days 00:01:15.531486,876.0,4.0,2.0,constant,rbf,,0.0280024551773344,512.0,1544.0,False,kmeans,8.0,COMPLETE,
42225.0,diamonds,2.0,15.0,0.001042132731527,2022-10-28 16:55:03.620438,2022-10-28 16:56:25.096710,0 days 00:01:21.476272,706.0,3.0,6.0,constant,rbf,,0.0048916822117604,512.0,181.0,True,kmeans,27.0,COMPLETE,
42225.0,diamonds,2.0,16.0,0.0010401374893262,2022-10-28 16:56:25.097305,2022-10-28 16:58:31.026648,0 days 00:02:05.929343,491.0,3.0,6.0,constant,rbf,,0.0025756877713867,512.0,186.0,True,kmeans,45.0,COMPLETE,
42225.0,diamonds,2.0,17.0,0.0011356815230101,2022-10-28 16:58:31.027210,2022-10-28 16:59:42.307433,0 days 00:01:11.280223,450.0,2.0,5.0,constant,matern0.5,,0.0016008686818898,512.0,213.0,False,kmeans,23.0,COMPLETE,
42225.0,diamonds,2.0,18.0,0.0012050190707668,2022-10-28 16:59:42.308045,2022-10-28 17:01:34.522344,0 days 00:01:52.214299,515.0,3.0,8.0,constant,rbf,,0.000607895826493,1024.0,265.0,False,kmeans,58.0,COMPLETE,
42225.0,diamonds,2.0,19.0,0.0011400172952562,2022-10-28 17:01:34.522937,2022-10-28 17:16:52.947624,0 days 00:15:18.424687,144.0,3.0,8.0,constant,rbf,,0.000115901586689,512.0,590.0,True,kmeans,281.0,COMPLETE,
42225.0,diamonds,2.0,20.0,0.0010442940983921,2022-10-28 17:16:52.948215,2022-10-28 17:19:06.148005,0 days 00:02:13.199790,66.0,2.0,4.0,constant,matern0.5,,0.002921090226427,512.0,448.0,True,kmeans,40.0,COMPLETE,
42225.0,diamonds,2.0,21.0,0.0010597059736028,2022-10-28 17:19:06.148588,2022-10-28 17:20:25.300237,0 days 00:01:19.151649,704.0,3.0,6.0,constant,rbf,,0.0050202400349062,512.0,169.0,True,kmeans,26.0,COMPLETE,
42225.0,diamonds,2.0,22.0,0.0010698642581701,2022-10-28 17:20:25.300852,2022-10-28 17:21:32.228542,0 days 00:01:06.927690,906.0,3.0,6.0,constant,rbf,,0.0130165618814038,512.0,207.0,True,kmeans,20.0,COMPLETE,
42225.0,diamonds,2.0,23.0,0.0010327538475394,2022-10-28 17:21:32.229182,2022-10-28 17:23:25.130871,0 days 00:01:52.901689,556.0,3.0,10.0,constant,rbf,,0.0036372563859856,512.0,133.0,True,kmeans,41.0,COMPLETE,
42225.0,diamonds,2.0,24.0,0.0010567411081865,2022-10-28 17:23:25.131436,2022-10-28 17:25:09.906474,0 days 00:01:44.775038,536.0,4.0,10.0,constant,rbf,,0.0021204807992397,512.0,51.0,True,kmeans,39.0,COMPLETE,
42225.0,diamonds,2.0,25.0,0.0013725871685892,2022-10-28 17:25:09.907053,2022-10-28 17:26:08.375342,0 days 00:00:58.468289,453.0,3.0,11.0,constant,rbf,,0.0439071274238663,1024.0,270.0,True,kmeans,26.0,COMPLETE,
42225.0,diamonds,2.0,26.0,0.0010461340425536,2022-10-28 17:26:08.375938,2022-10-28 17:28:09.435135,0 days 00:02:01.059197,283.0,2.0,8.0,constant,rbf,,0.0039533696738089,512.0,138.0,False,kmeans,48.0,COMPLETE,
42225.0,diamonds,2.0,27.0,0.0010258329566568,2022-10-28 17:28:09.435709,2022-10-28 17:30:48.094960,0 days 00:02:38.659251,599.0,4.0,4.0,linear,rbf,,0.000968512563608,512.0,112.0,True,kmeans,59.0,COMPLETE,
42225.0,diamonds,2.0,28.0,0.0011546163586899,2022-10-28 17:30:48.095540,2022-10-28 17:32:15.076347,0 days 00:01:26.980807,610.0,5.0,2.0,linear,matern0.5,,0.0005574286408672,512.0,117.0,False,kmeans,28.0,COMPLETE,
42225.0,diamonds,2.0,29.0,0.0013488042168319,2022-10-28 17:32:15.076972,2022-10-28 17:33:13.967863,0 days 00:00:58.890891,680.0,5.0,4.0,linear,rbf,,0.0136270480919357,1024.0,901.0,True,random,22.0,COMPLETE,
42225.0,diamonds,2.0,30.0,0.0010908655822277,2022-10-28 17:33:13.968485,2022-10-28 17:35:32.648866,0 days 00:02:18.680381,386.0,4.0,18.0,linear,matern1.5,,0.0013410968400685,512.0,98.0,True,kmeans,48.0,COMPLETE,
42225.0,diamonds,2.0,31.0,0.0011147703044116,2022-10-28 17:35:32.649483,2022-10-28 17:37:34.209818,0 days 00:02:01.560335,487.0,4.0,3.0,linear,rbf,,0.0008334466575141,512.0,138.0,True,kmeans,43.0,COMPLETE,
42225.0,diamonds,2.0,32.0,0.0010736568365246,2022-10-28 17:37:34.210394,2022-10-28 17:40:04.129889,0 days 00:02:29.919495,556.0,4.0,5.0,linear,rbf,,0.0018067188992333,512.0,259.0,True,kmeans,50.0,COMPLETE,
42225.0,diamonds,2.0,33.0,0.0011567380279302,2022-10-28 17:40:04.130471,2022-10-28 17:42:29.338473,0 days 00:02:25.208002,600.0,3.0,7.0,constant,rbf,,0.000380620350931,512.0,78.0,True,kmeans,57.0,COMPLETE,
42225.0,diamonds,2.0,34.0,0.0011485363356769,2022-10-28 17:42:29.339064,2022-10-28 17:44:07.155386,0 days 00:01:37.816322,936.0,3.0,9.0,linear,rbf,,0.000980877854153,512.0,176.0,True,kmeans,33.0,COMPLETE,
42225.0,diamonds,2.0,35.0,0.0011591451475396,2022-10-28 17:44:07.155974,2022-10-28 17:45:47.596933,0 days 00:01:40.440959,656.0,4.0,12.0,constant,rbf,,0.0076269051574833,2048.0,547.0,False,kmeans,47.0,COMPLETE,
42225.0,diamonds,2.0,36.0,0.0010660554980859,2022-10-28 17:45:47.597522,2022-10-28 17:47:31.000720,0 days 00:01:43.403198,386.0,5.0,3.0,constant,matern1.5,,0.0030527774425738,512.0,56.0,True,random,36.0,COMPLETE,
42225.0,diamonds,2.0,37.0,0.0059649590402841,2022-10-28 17:47:31.001347,2022-10-28 17:47:59.630930,0 days 00:00:28.629583,242.0,2.0,14.0,linear,rbf,,0.0022595957781303,2048.0,88.0,False,kmeans,18.0,COMPLETE,
42225.0,diamonds,2.0,38.0,0.0010543002281337,2022-10-28 17:47:59.631518,2022-10-28 17:49:22.061357,0 days 00:01:22.429839,1024.0,4.0,5.0,constant,matern0.5,,0.0050019100477704,1024.0,120.0,True,random,44.0,COMPLETE,
42225.0,diamonds,2.0,39.0,0.0010681706480681,2022-10-28 17:49:22.061972,2022-10-28 17:51:29.914912,0 days 00:02:07.852940,729.0,3.0,7.0,linear,matern1.5,,0.013251238925499,512.0,313.0,False,kmeans,40.0,COMPLETE,
42225.0,diamonds,2.0,40.0,0.0011500995606184,2022-10-28 17:51:29.915499,2022-10-28 17:53:27.700832,0 days 00:01:57.785333,557.0,4.0,9.0,constant,rbf,,0.0009981312749174,2048.0,68.0,True,random,92.0,COMPLETE,
42225.0,diamonds,2.0,41.0,0.0010452277492731,2022-10-28 17:53:27.701408,2022-10-28 17:55:04.867940,0 days 00:01:37.166532,622.0,3.0,4.0,constant,rbf,,0.0044129693386695,512.0,176.0,True,kmeans,34.0,COMPLETE,
42225.0,diamonds,2.0,42.0,0.0010635014623403,2022-10-28 17:55:04.868521,2022-10-28 17:56:34.888923,0 days 00:01:30.020402,455.0,3.0,7.0,constant,rbf,,0.0060241703421517,512.0,216.0,True,kmeans,30.0,COMPLETE,
42225.0,diamonds,2.0,43.0,0.0010530956787988,2022-10-28 17:56:34.889504,2022-10-28 17:58:02.881933,0 days 00:01:27.992429,969.0,3.0,3.0,constant,rbf,,0.01002225913941,512.0,148.0,True,kmeans,30.0,COMPLETE,
42225.0,diamonds,2.0,44.0,0.0009897602722048,2022-10-28 17:58:02.882511,2022-10-28 18:00:52.683238,0 days 00:02:49.800727,721.0,3.0,5.0,constant,rbf,,0.004001502437678,512.0,99.0,True,kmeans,67.0,COMPLETE,
42225.0,diamonds,2.0,45.0,0.0010247527388855,2022-10-28 18:00:52.683795,2022-10-28 18:02:58.104243,0 days 00:02:05.420448,837.0,4.0,2.0,constant,rbf,,0.002276656677065,512.0,92.0,True,kmeans,46.0,COMPLETE,
42225.0,diamonds,2.0,46.0,0.001128138625063,2022-10-28 18:02:58.104846,2022-10-28 18:04:13.775046,0 days 00:01:15.670200,828.0,4.0,2.0,linear,rbf,,0.0013274416560168,512.0,64.0,False,kmeans,27.0,COMPLETE,
42225.0,diamonds,2.0,47.0,0.0010178156662732,2022-10-28 18:04:13.775606,2022-10-28 18:06:23.689765,0 days 00:02:09.914159,863.0,4.0,2.0,constant,matern1.5,,0.0068034638886714,512.0,76.0,True,kmeans,45.0,COMPLETE,
42225.0,diamonds,2.0,48.0,0.0016178032383322,2022-10-28 18:06:23.690332,2022-10-28 18:07:10.377241,0 days 00:00:46.686909,864.0,5.0,2.0,constant,matern1.5,,0.0320385754968581,2048.0,92.0,True,random,27.0,COMPLETE,
42225.0,diamonds,2.0,49.0,0.0010567876743152,2022-10-28 18:07:10.377828,2022-10-28 18:08:27.754423,0 days 00:01:17.376595,758.0,4.0,3.0,constant,matern1.5,,0.0198618864907183,512.0,78.0,False,kmeans,26.0,COMPLETE,
42225.0,diamonds,2.0,50.0,0.0011955234222114,2022-10-28 18:08:27.755019,2022-10-28 18:09:29.415007,0 days 00:01:01.659988,974.0,4.0,4.0,linear,matern1.5,,0.0062652779098133,1024.0,108.0,True,kmeans,28.0,COMPLETE,
42225.0,diamonds,2.0,51.0,0.0010698060505092,2022-10-28 18:09:29.415585,2022-10-28 18:10:54.395318,0 days 00:01:24.979733,846.0,4.0,2.0,constant,matern1.5,,0.0032678474429441,512.0,66.0,True,kmeans,27.0,COMPLETE,
42225.0,diamonds,2.0,52.0,0.0010146161075681,2022-10-28 18:10:54.395913,2022-10-28 18:12:29.604165,0 days 00:01:35.208252,904.0,4.0,5.0,constant,rbf,,0.0099378538212481,512.0,91.0,True,kmeans,33.0,COMPLETE,
42225.0,diamonds,2.0,53.0,0.0010394325945526,2022-10-28 18:12:29.604740,2022-10-28 18:14:10.234888,0 days 00:01:40.630148,925.0,4.0,5.0,constant,matern1.5,,0.0102440626493724,512.0,81.0,True,kmeans,33.0,COMPLETE,
42225.0,diamonds,2.0,54.0,0.0010475951712578,2022-10-28 18:14:10.235455,2022-10-28 18:15:22.379624,0 days 00:01:12.144169,889.0,4.0,3.0,constant,matern0.5,,0.0073211135619018,512.0,103.0,True,kmeans,22.0,COMPLETE,
42225.0,diamonds,2.0,55.0,0.0010797425638884,2022-10-28 18:15:22.380194,2022-10-28 18:16:57.062424,0 days 00:01:34.682230,797.0,4.0,4.0,constant,rbf,,0.0109356468258995,512.0,1110.0,True,kmeans,15.0,COMPLETE,
42225.0,diamonds,2.0,56.0,0.001097626867704,2022-10-28 18:16:57.063014,2022-10-28 18:18:45.302751,0 days 00:01:48.239737,753.0,4.0,3.0,constant,rbf,,0.0191049572169153,512.0,781.0,True,kmeans,22.0,COMPLETE,
42225.0,diamonds,2.0,57.0,0.0010443984065204,2022-10-28 18:18:45.303325,2022-10-28 18:20:32.976655,0 days 00:01:47.673330,938.0,4.0,5.0,constant,rbf,,0.0017406955396504,512.0,57.0,False,kmeans,40.0,COMPLETE,
42225.0,diamonds,2.0,58.0,0.001120259752497,2022-10-28 18:20:32.977275,2022-10-28 18:21:36.956930,0 days 00:01:03.979655,996.0,4.0,2.0,constant,rbf,,0.0160141926379402,512.0,72.0,True,kmeans,20.0,COMPLETE,
42225.0,diamonds,2.0,59.0,0.0010629373136907,2022-10-28 18:21:36.957533,2022-10-28 18:23:30.732287,0 days 00:01:53.774754,870.0,4.0,4.0,constant,matern1.5,,0.0263505573527394,512.0,118.0,True,kmeans,37.0,COMPLETE,
42225.0,diamonds,2.0,60.0,,2022-10-28 18:23:30.732892,2022-10-28 18:24:56.111638,0 days 00:01:25.378746,950.0,5.0,5.0,constant,matern0.5,,0.0373585367343566,512.0,1268.0,True,kmeans,,FAIL,
42225.0,diamonds,3.0,0.0,0.0010307854972779,2022-10-28 18:27:17.690892,2022-10-28 18:29:11.094009,0 days 00:01:53.403117,1024.0,4.0,2.0,constant,rbf,,0.01,512.0,1000.0,False,random,30.0,COMPLETE,"{'n_max': 1024, 'n_layers': 4, 'n_out': 2, 'mean_type': 'constant', 'kernel_type': 'rbf', 'lr': 0.01, 'num_inducing': 1000, 'initialize_fe': False, 'params_minit': 'random'}"
42225.0,diamonds,3.0,1.0,0.0011470045428723,2022-10-28 18:29:11.094571,2022-10-28 18:31:33.144647,0 days 00:02:22.050076,988.0,2.0,12.0,constant,rbf,,0.0005595586509836,512.0,71.0,True,random,60.0,COMPLETE,
42225.0,diamonds,3.0,2.0,0.001679478213191,2022-10-28 18:31:33.145262,2022-10-28 18:32:50.017839,0 days 00:01:16.872577,176.0,4.0,10.0,linear,matern1.5,,0.001201647260316,2048.0,225.0,False,kmeans,46.0,COMPLETE,
42225.0,diamonds,3.0,3.0,0.0012054308317601,2022-10-28 18:32:50.018471,2022-10-28 18:38:01.898534,0 days 00:05:11.880063,517.0,2.0,5.0,linear,matern0.5,,0.0002593500873654,2048.0,122.0,True,kmeans,225.0,COMPLETE,
42225.0,diamonds,3.0,4.0,0.0012966315262019,2022-10-28 18:38:01.899146,2022-10-28 18:39:13.328076,0 days 00:01:11.428930,77.0,3.0,14.0,linear,matern1.5,,0.069764665222252,512.0,71.0,True,kmeans,23.0,COMPLETE,
42225.0,diamonds,3.0,5.0,0.00109886797145,2022-10-28 18:39:13.328648,2022-10-28 18:41:28.473767,0 days 00:02:15.145119,949.0,4.0,12.0,linear,matern0.5,,0.000352250920545,1024.0,262.0,False,random,76.0,COMPLETE,
42225.0,diamonds,3.0,6.0,0.0020074285566806,2022-10-28 18:41:28.474328,2022-10-28 18:41:55.290444,0 days 00:00:26.816116,328.0,5.0,13.0,constant,matern1.5,,0.0218968310736132,2048.0,321.0,True,kmeans,9.0,COMPLETE,
42225.0,diamonds,3.0,7.0,0.0010371417738497,2022-10-28 18:41:55.291033,2022-10-28 18:43:18.142828,0 days 00:01:22.851795,324.0,5.0,2.0,constant,matern0.5,,0.0028019031102019,1024.0,194.0,True,kmeans,39.0,COMPLETE,
42225.0,diamonds,3.0,8.0,0.0015223980881273,2022-10-28 18:43:18.143439,2022-10-28 18:44:07.193580,0 days 00:00:49.050141,631.0,4.0,8.0,constant,matern1.5,,0.0545398831155193,1024.0,137.0,True,kmeans,21.0,COMPLETE,
42225.0,diamonds,3.0,9.0,0.0012133116833865,2022-10-28 18:44:07.194146,2022-10-28 18:46:21.020707,0 days 00:02:13.826561,726.0,5.0,18.0,linear,rbf,,0.0276747936819456,512.0,827.0,False,kmeans,28.0,COMPLETE,
42225.0,diamonds,3.0,10.0,0.0011096643283963,2022-10-28 18:46:21.021371,2022-10-28 18:48:07.241303,0 days 00:01:46.219932,817.0,3.0,2.0,constant,rbf,,0.0075188456821835,512.0,1833.0,False,random,17.0,COMPLETE,
42225.0,diamonds,3.0,11.0,0.001017635455355,2022-10-28 18:48:07.241899,2022-10-28 18:49:44.193635,0 days 00:01:36.951736,460.0,5.0,2.0,constant,matern0.5,,0.0039467892084932,1024.0,621.0,False,random,47.0,COMPLETE,
42225.0,diamonds,3.0,12.0,0.0011319590266793,2022-10-28 18:49:44.194207,2022-10-28 18:50:24.363171,0 days 00:00:40.168964,471.0,5.0,6.0,constant,matern0.5,,0.0061286908375311,1024.0,645.0,False,random,16.0,COMPLETE,
42225.0,diamonds,3.0,13.0,0.0014576308894902,2022-10-28 18:50:24.363746,2022-10-28 18:56:15.693441,0 days 00:05:51.329695,391.0,4.0,5.0,constant,rbf,,0.0001012098550794,1024.0,854.0,False,random,179.0,COMPLETE,
42225.0,diamonds,3.0,14.0,0.0010423918720334,2022-10-28 18:56:15.694020,2022-10-28 18:58:02.351143,0 days 00:01:46.657123,644.0,3.0,3.0,constant,matern0.5,,0.0090354821149094,512.0,1690.0,False,random,18.0,COMPLETE,
42225.0,diamonds,3.0,15.0,0.0009912428213283,2022-10-28 18:58:02.351718,2022-10-28 18:59:56.954538,0 days 00:01:54.602820,838.0,5.0,8.0,constant,rbf,,0.0021964416925185,512.0,502.0,False,random,38.0,COMPLETE,
42225.0,diamonds,3.0,16.0,0.0010919321794062,2022-10-28 18:59:56.955103,2022-10-28 19:00:59.974906,0 days 00:01:03.019803,836.0,5.0,8.0,constant,rbf,,0.0023866174725338,1024.0,441.0,False,random,31.0,COMPLETE,
42225.0,diamonds,3.0,17.0,0.0010947809787467,2022-10-28 19:00:59.975467,2022-10-28 19:02:00.442240,0 days 00:01:00.466773,617.0,5.0,16.0,constant,matern0.5,,0.0010525724791352,1024.0,497.0,False,random,29.0,COMPLETE,
42225.0,diamonds,3.0,18.0,0.0009866703767329,2022-10-28 19:02:00.442836,2022-10-28 19:04:32.683424,0 days 00:02:32.240588,819.0,5.0,9.0,constant,matern0.5,,0.0014435926440764,512.0,1264.0,False,random,35.0,COMPLETE,
42225.0,diamonds,3.0,19.0,0.0010292225051671,2022-10-28 19:04:32.684002,2022-10-28 19:06:55.666381,0 days 00:02:22.982379,861.0,4.0,9.0,constant,rbf,,0.0012634283833756,512.0,1267.0,False,random,34.0,COMPLETE,
42225.0,diamonds,3.0,20.0,0.0010038740001618,2022-10-28 19:06:55.666960,2022-10-28 19:11:22.565619,0 days 00:04:26.898659,744.0,5.0,7.0,constant,rbf,,0.0006255913302331,512.0,1390.0,False,random,62.0,COMPLETE,
42225.0,diamonds,3.0,21.0,0.0010769893415272,2022-10-28 19:11:22.566186,2022-10-28 19:14:20.119000,0 days 00:02:57.552814,731.0,5.0,7.0,constant,rbf,,0.0006636216063914,512.0,1228.0,False,random,43.0,COMPLETE,
42225.0,diamonds,3.0,22.0,0.001074640196748,2022-10-28 19:14:20.119587,2022-10-28 19:16:39.097141,0 days 00:02:18.977554,765.0,5.0,10.0,constant,rbf,,0.002026373645605,512.0,1275.0,False,random,32.0,COMPLETE,
42225.0,diamonds,3.0,23.0,0.0011140841525048,2022-10-28 19:16:39.097701,2022-10-28 19:23:03.417910,0 days 00:06:24.320209,853.0,5.0,5.0,constant,rbf,,0.0001682823547977,512.0,1982.0,False,random,72.0,COMPLETE,
42225.0,diamonds,3.0,24.0,0.0010330355726182,2022-10-28 19:23:03.418484,2022-10-28 19:25:34.513551,0 days 00:02:31.095067,940.0,4.0,10.0,constant,rbf,,0.0004853965013565,512.0,375.0,False,random,55.0,COMPLETE,
42225.0,diamonds,3.0,25.0,0.0010237871902063,2022-10-28 19:25:34.514156,2022-10-28 19:27:26.625047,0 days 00:01:52.110891,675.0,5.0,7.0,constant,matern0.5,,0.0008867225732803,512.0,627.0,False,random,33.0,COMPLETE,
42225.0,diamonds,3.0,26.0,0.0010363881010562,2022-10-28 19:27:26.625608,2022-10-28 19:29:40.345313,0 days 00:02:13.719705,896.0,4.0,20.0,constant,rbf,,0.0015770335894683,512.0,928.0,False,random,38.0,COMPLETE,
42225.0,diamonds,3.0,27.0,0.0012091267853975,2022-10-28 19:29:40.345877,2022-10-28 19:31:42.553713,0 days 00:02:02.207836,771.0,5.0,4.0,linear,matern1.5,,0.0041882739678369,2048.0,1502.0,False,random,53.0,COMPLETE,
42225.0,diamonds,3.0,28.0,0.0010822659824043,2022-10-28 19:31:42.554321,2022-10-28 19:36:30.796269,0 days 00:04:48.241948,568.0,3.0,8.0,constant,rbf,,0.0002672157216747,512.0,711.0,False,random,98.0,COMPLETE,
42225.0,diamonds,3.0,29.0,0.0010474977316334,2022-10-28 19:36:30.796844,2022-10-28 19:37:56.834685,0 days 00:01:26.037841,1005.0,4.0,15.0,constant,matern0.5,,0.004961669745541,512.0,1077.0,False,random,19.0,COMPLETE,
42225.0,diamonds,3.0,30.0,0.0012370645999908,2022-10-28 19:37:56.835260,2022-10-28 19:38:36.346100,0 days 00:00:39.510840,693.0,5.0,11.0,constant,rbf,,0.0187359346009996,512.0,487.0,False,random,10.0,COMPLETE,
42225.0,diamonds,3.0,31.0,0.0010351517703384,2022-10-28 19:38:36.346699,2022-10-28 19:39:50.378895,0 days 00:01:14.032196,498.0,5.0,6.0,constant,matern0.5,,0.0034251956745959,1024.0,597.0,False,random,35.0,COMPLETE,
42225.0,diamonds,3.0,32.0,0.0010778916766867,2022-10-28 19:39:50.379471,2022-10-28 19:41:06.114225,0 days 00:01:15.734754,421.0,5.0,4.0,constant,matern0.5,,0.0121774448901712,512.0,948.0,False,random,18.0,COMPLETE,
42225.0,diamonds,3.0,33.0,0.0011470217723399,2022-10-28 19:41:06.114824,2022-10-28 19:42:43.377019,0 days 00:01:37.262195,578.0,5.0,9.0,constant,matern0.5,,0.0018431927652873,2048.0,1460.0,False,random,43.0,COMPLETE,
42225.0,diamonds,3.0,34.0,0.0009974007261916,2022-10-28 19:42:43.377595,2022-10-28 19:46:29.489758,0 days 00:03:46.112163,891.0,2.0,11.0,constant,matern0.5,,0.0007107371302122,512.0,375.0,True,random,87.0,COMPLETE,
42225.0,diamonds,3.0,35.0,0.0011282878695055,2022-10-28 19:46:29.490313,2022-10-28 19:48:29.283390,0 days 00:01:59.793077,957.0,2.0,12.0,linear,matern0.5,,0.0007039249104752,512.0,191.0,True,random,45.0,COMPLETE,
42225.0,diamonds,3.0,36.0,0.0010542161762714,2022-10-28 19:48:29.283962,2022-10-28 19:53:51.945081,0 days 00:05:22.661119,910.0,2.0,10.0,constant,matern1.5,,0.0003787087526404,512.0,279.0,True,random,127.0,COMPLETE,
42225.0,diamonds,3.0,37.0,0.0010347898351028,2022-10-28 19:53:51.945638,2022-10-28 19:57:47.042961,0 days 00:03:55.097323,793.0,2.0,12.0,linear,matern0.5,,0.0008165431821516,512.0,377.0,True,kmeans,77.0,COMPLETE,
42225.0,diamonds,3.0,38.0,0.0012234651949256,2022-10-28 19:57:47.043518,2022-10-28 20:00:06.769590,0 days 00:02:19.726072,888.0,3.0,11.0,constant,rbf,,0.000523397247504,2048.0,100.0,True,random,110.0,COMPLETE,
42225.0,diamonds,3.0,39.0,0.0012888128403574,2022-10-28 20:00:06.770184,2022-10-28 20:01:18.725190,0 days 00:01:11.955006,1023.0,2.0,13.0,linear,matern1.5,,0.0012506637484977,512.0,226.0,True,kmeans,21.0,COMPLETE,
42225.0,diamonds,3.0,40.0,0.0010482312645763,2022-10-28 20:01:18.725741,2022-10-28 20:04:52.936681,0 days 00:03:34.210940,731.0,4.0,7.0,constant,matern0.5,,0.0001911614909596,512.0,155.0,True,random,81.0,COMPLETE,
42225.0,diamonds,3.0,41.0,0.0010432854760438,2022-10-28 20:04:52.937320,2022-10-28 20:06:18.023132,0 days 00:01:25.085812,283.0,5.0,9.0,constant,matern0.5,,0.0034402306409749,1024.0,358.0,True,random,44.0,COMPLETE,
42225.0,diamonds,3.0,42.0,0.001027726335451,2022-10-28 20:06:18.023707,2022-10-28 20:08:12.891493,0 days 00:01:54.867786,182.0,5.0,6.0,constant,matern0.5,,0.0015311283674338,512.0,755.0,False,random,33.0,COMPLETE,
