dataset_id,dataset_name,outer_run,n_max,n_layers,n_out,mean_type,kernel_type,num_mixtures,lr,batch_size,num_inducing,initialize_fe,minit,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
216.0,r1_08_PPV,1.0,1024.0,4.0,8.0,constant,rbf,,0.01,1024.0,1000.0,0.0,random,28.0,3.37715246132575e-05,0.0045685856603085,0.0731925964355468,-1.8582977214660776,440.7751648426056
216.0,r1_08_PPV,2.0,553.0,4.0,6.0,constant,rbf,,0.0042187144909659,1024.0,1889.0,False,random,44.0,3.611128704505973e-06,0.0014360435307025,0.0319423675537109,-1.8864958682139752,1121.2517504692078
216.0,r1_08_PPV,3.0,1024.0,4.0,8.0,constant,rbf,,0.01,1024.0,1000.0,False,random,36.0,3.73222383132088e-06,0.0014091319171711,0.104349136352539,-1.8771216362115868,567.6486399173737
216.0,r1_08_PPV,4.0,757.0,2.0,8.0,linear,matern1.5,,0.0317177564123314,2048.0,1708.0,True,kmeans,49.0,5.377981506171636e-05,0.006121308542788,0.0879878997802734,-1.8114730570620183,808.8890933990479
216.0,r1_08_PPV,5.0,366.0,2.0,13.0,linear,matern0.5,,0.001552090017222077,1024.0,56.0,True,random,67.0,4.249007542966865e-05,0.005007341504096985,0.08826637268066406,-1.8642562486610263,701.6872503757477
