dataset_id,dataset_name,outer_run,n_max,n_layers,n_out,mean_type,kernel_type,num_mixtures,lr,batch_size,num_inducing,initialize_fe,minit,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
287.0,wine_quality,1.0,687.0,4.0,19.0,constant,rbf,,0.0015150027467665,512.0,916.0,True,random,444.0,0.5109948515892029,0.4932241439819336,4.080735683441162,1.0234993017187206,94.06704616546632
287.0,wine_quality,2.0,860.0,3.0,5.0,constant,matern0.5,,0.0001223745303341,512.0,1419.0,True,random,1999.0,0.5547258257865906,0.539783775806427,3.185211658477783,1.0795894060568434,296.1098647117615
287.0,wine_quality,3.0,641.0,4.0,16.0,constant,matern1.5,,0.0014143523066342,512.0,792.0,True,random,420.0,0.5167907476425171,0.5053102970123291,3.829600334167481,1.527249287089842,116.32579708099364
287.0,wine_quality,4.0,242.0,3.0,10.0,constant,matern1.5,,0.0029993952752272,512.0,264.0,False,kmeans,221.0,0.5017235279083252,0.536982536315918,3.185110092163086,0.1698316388660741,46.94354057312012
287.0,wine_quality,5.0,723.0,3.0,19.0,constant,matern1.5,,0.0019644010654059,512.0,58.0,True,random,267.0,0.5108945369720459,0.5435298085212708,5.048818588256836,0.1745871632384469,54.55115032196045
