dataset_id,dataset_name,outer_run,n_dspp_layers,n_dspp_out,batch_size,lr,num_inducing,num_quadrature_sites,beta,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
287.0,wine_quality,1.0,3.0,3.0,256.0,0.0059968292766231,474.0,7.0,0.01,209.0,0.5995841026306152,0.6400228142738342,3.38944149017334,0.2198089162211642,517.1511714458466
287.0,wine_quality,2.0,2.0,4.0,256.0,0.0033787099199003,432.0,9.0,0.05,293.0,0.4954319894313812,0.5636133551597595,2.9209470748901367,0.1515122095787462,709.1594669818878
287.0,wine_quality,3.0,2.0,4.0,256.0,0.0080457862836732,667.0,8.0,0.01,167.0,0.5224697589874268,0.5880107879638672,3.256831169128418,0.3818677070597705,559.7524507045746
287.0,wine_quality,4.0,1.0,4.0,512.0,0.0002614220304169,662.0,5.0,0.01,1303.0,0.5091687440872192,0.5441581010818481,2.909009456634521,0.4470458723830207,842.4275372028351
287.0,wine_quality,5.0,1.0,5.0,256.0,0.0077199164075301,61.0,7.0,0.2,98.0,0.457119733095169,0.5305793881416321,3.3938612937927246,0.08306968110090296,62.73930048942566

