dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_dspp_layers,params_n_dspp_out,params_batch_size,params_lr,params_num_inducing,params_num_quadrature_sites,params_beta,user_attrs_MAX_EPOCHS,user_attrs_Train_Losses,user_attrs_Val_MSE,state,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_fixed_params
44027.0,r1_08_PPV,1.0,71.0,4.320765128795756e-06,2022-11-05 17:56:49.090616,2022-11-05 18:27:32.239886,0 days 00:30:43.149270,1.0,2.0,512.0,0.0006967514963169,464.0,9.0,1.0,34.0,,,COMPLETE,9.15845430426998e-06,,,
44027.0,r1_08_PPV,1.0,72.0,0.0001120881715905,2022-11-05 18:27:32.240429,2022-11-05 18:34:19.351131,0 days 00:06:47.110702,3.0,2.0,1024.0,0.0196797433071938,547.0,9.0,0.05,,,,PRUNED,0.0001120881715905,,,
44027.0,r1_08_PPV,1.0,73.0,3.0222422537917737e-06,2022-11-05 18:34:19.351490,2022-11-05 18:45:03.918305,0 days 00:10:44.566815,3.0,2.0,1024.0,0.0307727908294204,392.0,9.0,0.05,4.0,,,COMPLETE,3.0222422537917737e-06,,,
44027.0,r1_08_PPV,1.0,74.0,1.0071974429592956e-05,2022-11-05 18:45:03.918887,2022-11-05 19:01:23.546447,0 days 00:16:19.627560,1.0,1.0,512.0,0.0012955227207271,590.0,5.0,0.01,17.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,1.0,75.0,5.166096798348008e-06,2022-11-05 19:01:23.547101,2022-11-05 19:11:17.183581,0 days 00:09:53.636480,3.0,1.0,1024.0,0.0446785800911401,279.0,5.0,1.0,10.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,1.0,76.0,5.83050241402816e-05,2022-11-05 19:11:17.184150,2022-11-05 19:16:44.380722,0 days 00:05:27.196572,3.0,2.0,1024.0,0.0304216518419887,414.0,10.0,0.05,,,,PRUNED,5.83050241402816e-05,,,
44027.0,r1_08_PPV,1.0,77.0,1.7407456880391692e-06,2022-11-05 19:16:44.381106,2022-11-05 19:38:14.593618,0 days 00:21:30.212512,3.0,1.0,1024.0,0.0028809529531948,71.0,8.0,0.05,31.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,1.0,78.0,4.11823857575655e-05,2022-11-05 19:38:14.594272,2022-11-05 19:43:01.714992,0 days 00:04:47.120720,3.0,2.0,1024.0,0.0587679542762055,374.0,9.0,0.05,,,,PRUNED,4.11823857575655e-05,,,
44027.0,r1_08_PPV,1.0,79.0,8.096730198303703e-06,2022-11-05 19:43:01.715414,2022-11-05 19:52:22.900180,0 days 00:09:21.184766,3.0,3.0,2048.0,0.0144154250814168,242.0,8.0,1.0,,,,PRUNED,1.2265430996194482e-05,8.096730198303703e-06,,
44027.0,r1_08_PPV,2.0,0.0,1.6894433429115452e-05,2022-11-05 20:49:43.660896,2022-11-05 21:12:26.748964,0 days 00:22:43.088068,3.0,1.0,1024.0,0.001,200.0,8.0,0.05,28.0,,,COMPLETE,0.0001205369189847,3.549086977727711e-05,1.6894433429115452e-05,"{'n_dspp_layers': 3, 'n_dspp_out': 1, 'num_inducing': 200, 'batch_size': 1024, 'lr': 0.001, 'num_quadrature_sites': 8, 'beta': 0.05}"
44027.0,r1_08_PPV,2.0,1.0,0.0001956174673978,2022-11-05 21:12:26.749553,2022-11-05 21:14:30.236107,0 days 00:02:03.486554,1.0,1.0,512.0,0.0013621335859082,92.0,8.0,1.0,,,,PRUNED,0.0001956174673978,,,
44027.0,r1_08_PPV,2.0,2.0,1.6621909253444755e-06,2022-11-05 21:14:30.236512,2022-11-05 21:24:36.902082,0 days 00:10:06.665570,3.0,1.0,1024.0,0.0098829983055157,179.0,6.0,0.2,11.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,2.0,3.0,1.46787385801872e-06,2022-11-05 21:24:36.902585,2022-11-05 21:54:30.246969,0 days 00:29:53.344384,2.0,4.0,2048.0,0.0086719138465301,703.0,10.0,1.0,13.0,,,COMPLETE,2.4441063942504115e-05,3.813429657384404e-06,,
44027.0,r1_08_PPV,2.0,4.0,0.0017025652341544,2022-11-05 21:54:30.247482,2022-11-05 21:56:30.901609,0 days 00:02:00.654127,1.0,1.0,512.0,0.0001810231046892,106.0,5.0,0.05,,,,PRUNED,0.0017025652341544,,,
44027.0,r1_08_PPV,2.0,5.0,0.0023609700147062,2022-11-05 21:56:30.901952,2022-11-05 22:02:10.711571,0 days 00:05:39.809619,2.0,3.0,512.0,0.0001093438660257,373.0,9.0,0.2,,,,PRUNED,0.0023609700147062,,,
44027.0,r1_08_PPV,2.0,6.0,1.900693132483866e-05,2022-11-05 22:02:10.711944,2022-11-05 22:07:01.397899,0 days 00:04:50.685955,1.0,3.0,1024.0,0.0327201408413156,445.0,8.0,0.2,,,,PRUNED,1.1230768905079458e-05,1.900693132483866e-05,,
44027.0,r1_08_PPV,2.0,7.0,0.0002940445847343,2022-11-05 22:07:01.398268,2022-11-05 22:08:15.707889,0 days 00:01:14.309621,1.0,1.0,1024.0,0.0749207719596381,80.0,8.0,1.0,,,,PRUNED,0.0002940445847343,,,
44027.0,r1_08_PPV,2.0,8.0,3.21749976137653e-05,2022-11-05 22:08:15.708227,2022-11-05 22:24:30.243373,0 days 00:16:14.535146,1.0,1.0,1024.0,0.0010555838820322,469.0,7.0,0.05,33.0,,,COMPLETE,0.0001397077139699,3.7574791349470615e-05,,
44027.0,r1_08_PPV,2.0,9.0,0.1141750067472457,2022-11-05 22:24:30.243909,2022-11-05 22:27:15.852708,0 days 00:02:45.608799,3.0,2.0,2048.0,0.0001304318187352,201.0,8.0,1.0,,,,PRUNED,0.1141750067472457,,,
44027.0,r1_08_PPV,2.0,10.0,1.2416156778272125e-06,2022-11-05 22:27:15.853149,2022-11-05 22:29:34.354886,0 days 00:02:18.501737,1.0,1.0,2048.0,0.022361071433542,52.0,8.0,0.01,5.0,,,COMPLETE,3.686407126224367e-06,,,
44027.0,r1_08_PPV,2.0,11.0,4.462707238417352e-06,2022-11-05 22:29:34.355416,2022-11-05 22:33:43.134059,0 days 00:04:08.778643,1.0,2.0,512.0,0.0502484870598402,77.0,6.0,1.0,3.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,2.0,12.0,0.000683166552335,2022-11-05 22:33:43.134592,2022-11-05 22:36:00.298681,0 days 00:02:17.164089,3.0,2.0,2048.0,0.0062451567321607,76.0,8.0,1.0,,,,PRUNED,0.000683166552335,,,
44027.0,r1_08_PPV,2.0,13.0,2.217881046817638e-06,2022-11-05 22:36:00.299030,2022-11-05 22:41:02.211649,0 days 00:05:01.912619,2.0,2.0,2048.0,0.02302917568393,53.0,6.0,0.01,9.0,,,COMPLETE,1.2715241609839724e-05,2.6479790449229768e-06,,
44027.0,r1_08_PPV,2.0,14.0,0.00039891974302,2022-11-05 22:41:02.212159,2022-11-05 22:47:39.258100,0 days 00:06:37.045941,2.0,4.0,2048.0,0.0058744007816094,699.0,10.0,0.01,,,,PRUNED,0.00039891974302,,,
44027.0,r1_08_PPV,2.0,15.0,7.57244492888276e-07,2022-11-05 22:47:39.258467,2022-11-05 23:08:03.618695,0 days 00:20:24.360228,2.0,4.0,2048.0,0.0156379753848807,323.0,10.0,0.01,14.0,,,COMPLETE,5.136347226653015e-06,9.247120260624796e-07,,
44027.0,r1_08_PPV,2.0,16.0,3.00918463835842e-06,2022-11-05 23:08:03.619244,2022-11-05 23:12:28.255815,0 days 00:04:24.636571,2.0,2.0,2048.0,0.0175398730072531,306.0,6.0,0.01,4.0,,,COMPLETE,3.00918463835842e-06,,,
44027.0,r1_08_PPV,2.0,17.0,2.126444451278076e-05,2022-11-05 23:12:28.256359,2022-11-05 23:13:33.743139,0 days 00:01:05.486780,1.0,3.0,2048.0,0.0825437390400602,136.0,9.0,0.01,,,,PRUNED,2.126444451278076e-05,,,
44027.0,r1_08_PPV,2.0,18.0,0.0001803931227186,2022-11-05 23:13:33.743597,2022-11-05 23:15:24.966415,0 days 00:01:51.222818,2.0,1.0,2048.0,0.0014623146201286,263.0,10.0,0.01,,,,PRUNED,0.0001803931227186,,,
44027.0,r1_08_PPV,2.0,19.0,3.864605332637439e-06,2022-11-05 23:15:24.966809,2022-11-05 23:21:44.445334,0 days 00:06:19.478525,3.0,3.0,2048.0,0.0416147697097667,139.0,7.0,0.01,4.0,,,COMPLETE,3.864605332637439e-06,,,
44027.0,r1_08_PPV,2.0,20.0,2.0481740648392588e-05,2022-11-05 23:21:44.445895,2022-11-05 23:22:47.490579,0 days 00:01:03.044684,1.0,4.0,2048.0,0.0126542664799838,52.0,9.0,0.01,,,,PRUNED,2.0481740648392588e-05,,,
44027.0,r1_08_PPV,2.0,21.0,8.820804396236781e-06,2022-11-05 23:22:47.490980,2022-11-05 23:31:14.877015,0 days 00:08:27.386035,2.0,2.0,1024.0,0.003170204685898,456.0,7.0,0.01,,,,PRUNED,9.07218418433331e-06,8.820804396236781e-06,,
44027.0,r1_08_PPV,2.0,22.0,4.146262290305458e-05,2022-11-05 23:31:14.877362,2022-11-05 23:33:20.118250,0 days 00:02:05.240888,1.0,1.0,512.0,0.0027858776294678,155.0,9.0,0.05,,,,PRUNED,4.146262290305458e-05,,,
44027.0,r1_08_PPV,2.0,23.0,1.4494173683488043e-06,2022-11-05 23:33:20.118606,2022-11-05 23:45:34.544992,0 days 00:12:14.426386,1.0,3.0,1024.0,0.0072823082282593,455.0,9.0,1.0,18.0,,,COMPLETE,5.092180799692869e-06,,,
44027.0,r1_08_PPV,2.0,24.0,1.7393490452377591e-06,2022-11-05 23:45:34.545515,2022-11-05 23:59:22.968348,0 days 00:13:48.422833,2.0,3.0,1024.0,0.0038908457428137,77.0,6.0,0.05,23.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,2.0,25.0,5.71647979086265e-06,2022-11-05 23:59:22.968863,2022-11-06 00:06:36.775814,0 days 00:07:13.806951,3.0,3.0,2048.0,0.0412912875398862,272.0,6.0,0.2,4.0,,,COMPLETE,5.71647979086265e-06,,,
44027.0,r1_08_PPV,2.0,26.0,7.155370553846296e-07,2022-11-06 00:06:36.776338,2022-11-06 00:37:24.267937,0 days 00:30:47.491599,2.0,4.0,2048.0,0.0064493833541397,776.0,10.0,1.0,12.0,,,COMPLETE,5.914946996199433e-06,1.2953930763615062e-06,,
44027.0,r1_08_PPV,2.0,27.0,1.6669566321070306e-05,2022-11-06 00:37:24.268474,2022-11-06 00:46:52.803925,0 days 00:09:28.535451,2.0,1.0,512.0,0.077244873325443,188.0,5.0,1.0,7.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,2.0,28.0,1.5705041732871905e-05,2022-11-06 00:46:52.804472,2022-11-06 00:54:21.673373,0 days 00:07:28.868901,2.0,4.0,2048.0,0.0114470251747317,786.0,10.0,1.0,,,,PRUNED,1.5705041732871905e-05,,,
44027.0,r1_08_PPV,2.0,29.0,0.0004126716521568,2022-11-06 00:54:21.673809,2022-11-06 00:59:35.406279,0 days 00:05:13.732470,2.0,4.0,2048.0,0.0034788036278657,543.0,10.0,0.01,,,,PRUNED,0.0004126716521568,,,
44027.0,r1_08_PPV,2.0,30.0,0.0006536346045322,2022-11-06 00:59:35.406654,2022-11-06 01:03:48.331748,0 days 00:04:12.925094,2.0,3.0,2048.0,0.0004962411787275,557.0,9.0,0.01,,,,PRUNED,0.0006536346045322,,,
44027.0,r1_08_PPV,2.0,31.0,0.0001642953284317,2022-11-06 01:03:48.332180,2022-11-06 01:08:53.592834,0 days 00:05:05.260654,1.0,1.0,512.0,0.0001330141532382,94.0,7.0,0.01,,,,PRUNED,0.0001642953284317,,,
44027.0,r1_08_PPV,2.0,32.0,1.7214406398124993e-06,2022-11-06 01:08:53.593306,2022-11-06 01:16:34.793874,0 days 00:07:41.200568,1.0,3.0,1024.0,0.0060561377024096,285.0,8.0,0.05,14.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,2.0,33.0,6.590862085431581e-06,2022-11-06 01:16:34.794465,2022-11-06 01:23:40.039674,0 days 00:07:05.245209,1.0,1.0,512.0,0.0065765483328719,75.0,8.0,0.2,9.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,2.0,34.0,6.799655238864943e-05,2022-11-06 01:23:40.040229,2022-11-06 01:41:37.447128,0 days 00:17:57.406899,2.0,1.0,512.0,0.0002561288081827,717.0,10.0,1.0,,,,PRUNED,6.799655238864943e-05,,,
44027.0,r1_08_PPV,2.0,35.0,,2022-11-06 01:41:37.447548,2022-11-06 01:41:38.367390,0 days 00:00:00.919842,3.0,4.0,2048.0,0.0235767014062769,332.0,10.0,1.0,,,,FAIL,,,,
44027.0,r1_08_PPV,3.0,0.0,5.336903996067122e-06,2022-11-06 03:33:00.322624,2022-11-06 03:52:16.842896,0 days 00:19:16.520272,3.0,1.0,1024.0,0.001,200.0,8.0,0.05,23.0,,,COMPLETE,0.0001584140845807,1.5516487110289745e-05,,"{'n_dspp_layers': 3, 'n_dspp_out': 1, 'num_inducing': 200, 'batch_size': 1024, 'lr': 0.001, 'num_quadrature_sites': 8, 'beta': 0.05}"
44027.0,r1_08_PPV,3.0,1.0,2.905343899328728e-05,2022-11-06 03:52:16.843427,2022-11-06 03:55:15.226934,0 days 00:02:58.383507,1.0,1.0,1024.0,0.0516325216951044,472.0,10.0,0.2,1.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,3.0,2.0,2.29136526286311e-06,2022-11-06 03:55:15.227496,2022-11-06 03:57:52.082362,0 days 00:02:36.854866,1.0,1.0,2048.0,0.0404973621388596,82.0,8.0,0.2,6.0,,,COMPLETE,3.705480594362598e-06,2.511598950150073e-06,,
44027.0,r1_08_PPV,3.0,3.0,3.7094057461217744e-06,2022-11-06 03:57:52.082857,2022-11-06 04:08:51.532342,0 days 00:10:59.449485,3.0,1.0,2048.0,0.0328043797235287,104.0,9.0,0.05,18.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,3.0,4.0,3.29053436871618e-05,2022-11-06 04:08:51.532846,2022-11-06 04:11:07.872750,0 days 00:02:16.339904,1.0,1.0,1024.0,0.0021709503769689,624.0,10.0,0.2,,,,PRUNED,3.29053436871618e-05,,,
44027.0,r1_08_PPV,3.0,5.0,0.0010920336935669,2022-11-06 04:11:07.873106,2022-11-06 04:15:32.370904,0 days 00:04:24.497798,1.0,2.0,512.0,0.0001397193066846,688.0,10.0,0.2,,,,PRUNED,0.0010920336935669,,,
44027.0,r1_08_PPV,3.0,6.0,0.000706557824742,2022-11-06 04:15:32.371288,2022-11-06 04:17:19.754091,0 days 00:01:47.382803,2.0,1.0,1024.0,0.0007306175177764,122.0,6.0,1.0,,,,PRUNED,0.000706557824742,,,
44027.0,r1_08_PPV,3.0,7.0,2.01467628357932e-05,2022-11-06 04:17:19.754479,2022-11-06 04:47:48.483546,0 days 00:30:28.729067,1.0,1.0,1024.0,0.0002767037491774,725.0,6.0,0.2,52.0,,,COMPLETE,6.451782974181697e-05,,,
44027.0,r1_08_PPV,3.0,8.0,6.299860160652315e-06,2022-11-06 04:47:48.484100,2022-11-06 04:59:44.234355,0 days 00:11:55.750255,2.0,1.0,512.0,0.0020318435001145,541.0,6.0,0.05,,,,PRUNED,2.756650792434812e-05,6.299860160652315e-06,,
44027.0,r1_08_PPV,3.0,9.0,7.608443411299959e-05,2022-11-06 04:59:44.234744,2022-11-06 05:00:58.226551,0 days 00:01:13.991807,1.0,2.0,2048.0,0.0327063774398651,250.0,10.0,0.2,,,,PRUNED,7.608443411299959e-05,,,
44027.0,r1_08_PPV,3.0,10.0,1.2822248208976816e-05,2022-11-06 05:00:58.226896,2022-11-06 05:05:11.350526,0 days 00:04:13.123630,1.0,1.0,1024.0,0.0033346901828334,553.0,5.0,1.0,5.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,3.0,11.0,3.8122120713524055e-06,2022-11-06 05:05:11.351032,2022-11-06 05:18:00.438433,0 days 00:12:49.087401,1.0,1.0,512.0,0.0033584277070301,96.0,5.0,0.01,21.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,3.0,12.0,2.0287787265260704e-05,2022-11-06 05:18:00.438958,2022-11-06 05:42:02.061494,0 days 00:24:01.622536,2.0,2.0,2048.0,0.0004706095164384,462.0,9.0,0.01,22.0,,,COMPLETE,7.556736818514764e-05,,,
44027.0,r1_08_PPV,3.0,13.0,4.970738882548176e-05,2022-11-06 05:42:02.062033,2022-11-06 05:43:50.476020,0 days 00:01:48.413987,2.0,2.0,2048.0,0.0069975137216973,206.0,7.0,0.01,,,,PRUNED,4.970738882548176e-05,,,
44027.0,r1_08_PPV,3.0,14.0,1.3568511349149048e-05,2022-11-06 05:43:50.476387,2022-11-06 05:53:43.521867,0 days 00:09:53.045480,1.0,4.0,1024.0,0.0005679430353693,238.0,10.0,0.2,20.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,3.0,15.0,1.0643497262208255e-05,2022-11-06 05:53:43.522402,2022-11-06 06:02:23.843151,0 days 00:08:40.320749,1.0,1.0,512.0,0.0656243611748796,183.0,6.0,0.01,11.0,,,COMPLETE,1.450232866773149e-05,,,
44027.0,r1_08_PPV,3.0,16.0,1.956413507286925e-05,2022-11-06 06:02:23.843663,2022-11-06 06:13:21.852034,0 days 00:10:58.008371,3.0,1.0,512.0,0.0002673032669433,173.0,7.0,0.01,,,,PRUNED,1.956413507286925e-05,,,
44027.0,r1_08_PPV,3.0,17.0,2.427361550871865e-06,2022-11-06 06:13:21.852410,2022-11-06 06:26:26.989716,0 days 00:13:05.137306,1.0,4.0,512.0,0.0035035095151148,140.0,6.0,0.05,18.0,,,COMPLETE,8.48915533424588e-06,,,
44027.0,r1_08_PPV,3.0,18.0,9.75753096099652e-07,2022-11-06 06:26:26.990286,2022-11-06 06:31:52.045587,0 days 00:05:25.055301,1.0,1.0,2048.0,0.0327852657503178,472.0,5.0,0.05,15.0,,,COMPLETE,5.463341040012892e-06,9.949685590981971e-07,,
44027.0,r1_08_PPV,3.0,19.0,0.0026635802350938,2022-11-06 06:31:52.046201,2022-11-06 06:33:55.636255,0 days 00:02:03.590054,1.0,3.0,1024.0,0.0002171259901175,509.0,8.0,0.2,,,,PRUNED,0.0026635802350938,,,
44027.0,r1_08_PPV,3.0,20.0,2.496277375030332e-06,2022-11-06 06:33:55.636613,2022-11-06 06:37:41.228242,0 days 00:03:45.591629,2.0,4.0,1024.0,0.0203762991065443,113.0,6.0,0.05,2.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,3.0,21.0,0.0001279995776712,2022-11-06 06:37:41.228827,2022-11-06 06:42:03.896424,0 days 00:04:22.667597,2.0,1.0,1024.0,0.0122444755576574,66.0,9.0,0.01,,,,PRUNED,0.0001279995776712,,,
44027.0,r1_08_PPV,3.0,22.0,1.7127956652984722e-06,2022-11-06 06:42:03.896746,2022-11-06 06:49:24.051680,0 days 00:07:20.154934,2.0,1.0,512.0,0.0073425559424492,101.0,10.0,0.05,5.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,3.0,23.0,0.0002462861011736,2022-11-06 06:49:24.052201,2022-11-06 06:53:35.112456,0 days 00:04:11.060255,3.0,4.0,2048.0,0.0961935018913585,350.0,5.0,0.05,,,,PRUNED,0.0002462861011736,,,
44027.0,r1_08_PPV,3.0,24.0,5.288679858495016e-06,2022-11-06 06:53:35.112833,2022-11-06 06:59:50.550239,0 days 00:06:15.437406,1.0,1.0,2048.0,0.054614548806917,615.0,8.0,0.01,12.0,,,COMPLETE,6.557433152920567e-06,,,
44027.0,r1_08_PPV,3.0,25.0,1.560270220579696e-06,2022-11-06 06:59:50.550765,2022-11-06 07:02:05.750885,0 days 00:02:15.200120,1.0,1.0,2048.0,0.0173838934638141,54.0,7.0,0.01,,,,PRUNED,3.555332568794256e-06,1.560270220579696e-06,,
44027.0,r1_08_PPV,3.0,26.0,3.050898521905765e-05,2022-11-06 07:02:05.751230,2022-11-06 07:03:31.988520,0 days 00:01:26.237290,2.0,1.0,2048.0,0.0698424535155576,104.0,9.0,1.0,,,,PRUNED,3.050898521905765e-05,,,
44027.0,r1_08_PPV,3.0,27.0,4.495148914429592e-06,2022-11-06 07:03:31.988861,2022-11-06 07:05:45.154955,0 days 00:02:13.166094,1.0,2.0,2048.0,0.0119118336429802,51.0,5.0,0.05,,,,PRUNED,1.8623115465743467e-05,4.495148914429592e-06,,
44027.0,r1_08_PPV,3.0,28.0,3.0325825264299056e-06,2022-11-06 07:05:45.155298,2022-11-06 07:08:47.606651,0 days 00:03:02.451353,1.0,3.0,2048.0,0.0151048812844766,50.0,6.0,1.0,8.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,3.0,29.0,3.416849722270854e-05,2022-11-06 07:08:47.607178,2022-11-06 07:09:51.619630,0 days 00:01:04.012452,1.0,3.0,2048.0,0.0337302936881015,113.0,9.0,0.2,,,,PRUNED,3.416849722270854e-05,,,
44027.0,r1_08_PPV,3.0,30.0,1.2050599025315023e-06,2022-11-06 07:09:51.619954,2022-11-06 07:21:03.935628,0 days 00:11:12.315674,2.0,2.0,1024.0,0.0307553898424693,421.0,6.0,0.05,10.0,,,COMPLETE,1.2050599025315023e-06,,,
44027.0,r1_08_PPV,3.0,31.0,3.5829341413773363e-06,2022-11-06 07:21:03.936171,2022-11-06 07:42:04.202402,0 days 00:21:00.266231,1.0,2.0,512.0,0.0013184931134549,150.0,9.0,0.2,34.0,,,COMPLETE,5.679626156052109e-06,,,
44027.0,r1_08_PPV,3.0,32.0,0.0001108252545236,2022-11-06 07:42:04.202926,2022-11-06 07:43:20.539957,0 days 00:01:16.337031,2.0,1.0,2048.0,0.0073169173723325,81.0,6.0,0.05,,,,PRUNED,0.0001108252545236,,,
44027.0,r1_08_PPV,3.0,33.0,3.626456600613892e-05,2022-11-06 07:43:20.540307,2022-11-06 07:46:03.920289,0 days 00:02:43.379982,1.0,2.0,512.0,0.0295595699619143,330.0,8.0,1.0,,,,PRUNED,3.626456600613892e-05,,,
44027.0,r1_08_PPV,3.0,34.0,0.0001089018405764,2022-11-06 07:46:03.920632,2022-11-06 07:47:09.491214,0 days 00:01:05.570582,1.0,4.0,2048.0,0.05855435599334,147.0,7.0,0.01,,,,PRUNED,0.0001089018405764,,,
44027.0,r1_08_PPV,3.0,35.0,3.384492811164819e-05,2022-11-06 07:47:09.491547,2022-11-06 07:50:05.367714,0 days 00:02:55.876167,3.0,3.0,2048.0,0.0045746098651291,78.0,9.0,0.2,,,,PRUNED,3.384492811164819e-05,,,
44027.0,r1_08_PPV,3.0,36.0,0.0002040827093878,2022-11-06 07:50:05.368106,2022-11-06 07:53:58.268839,0 days 00:03:52.900733,2.0,1.0,512.0,0.0161129685365576,377.0,6.0,0.05,,,,PRUNED,0.0002040827093878,,,
44027.0,r1_08_PPV,3.0,37.0,0.0001067077610059,2022-11-06 07:53:58.269190,2022-11-06 07:54:54.728847,0 days 00:00:56.459657,1.0,2.0,2048.0,0.0400083251054766,150.0,5.0,0.05,,,,PRUNED,0.0001067077610059,,,
44027.0,r1_08_PPV,3.0,38.0,1.2846279787481762e-05,2022-11-06 07:54:54.729173,2022-11-06 08:02:32.253060,0 days 00:07:37.523887,3.0,2.0,1024.0,0.0010447046431828,304.0,5.0,0.05,,,,PRUNED,1.2846279787481762e-05,,,
44027.0,r1_08_PPV,3.0,39.0,0.0001873513538157,2022-11-06 08:02:32.253443,2022-11-06 08:05:24.275153,0 days 00:02:52.021710,3.0,1.0,1024.0,0.0007461078341732,239.0,8.0,0.05,,,,PRUNED,0.0001873513538157,,,
44027.0,r1_08_PPV,3.0,40.0,9.066806524060668e-05,2022-11-06 08:05:24.275539,2022-11-06 08:08:00.973042,0 days 00:02:36.697503,3.0,1.0,1024.0,0.000769161008391,166.0,8.0,0.05,,,,PRUNED,9.066806524060668e-05,,,
44027.0,r1_08_PPV,3.0,41.0,0.0008832904859445,2022-11-06 08:08:00.973398,2022-11-06 08:12:19.398261,0 days 00:04:18.424863,3.0,1.0,1024.0,0.000367076156414,457.0,9.0,0.05,,,,PRUNED,0.0008832904859445,,,
44027.0,r1_08_PPV,3.0,42.0,4.014765363535844e-05,2022-11-06 08:12:19.398636,2022-11-06 08:14:05.276550,0 days 00:01:45.877914,2.0,1.0,1024.0,0.0018557218920323,72.0,7.0,0.05,,,,PRUNED,4.014765363535844e-05,,,
44027.0,r1_08_PPV,3.0,43.0,1.3503225773092709e-06,2022-11-06 08:14:05.276954,2022-11-06 08:23:11.020562,0 days 00:09:05.743608,2.0,2.0,512.0,0.0124668106196126,71.0,7.0,0.05,7.0,,,COMPLETE,4.846320734941401e-06,,,
44027.0,r1_08_PPV,3.0,44.0,0.0003589756379369,2022-11-06 08:23:11.021123,2022-11-06 08:24:38.395056,0 days 00:01:27.373933,1.0,1.0,1024.0,0.0012163849308371,272.0,8.0,0.2,,,,PRUNED,0.0003589756379369,,,
44027.0,r1_08_PPV,3.0,45.0,4.984116912964964e-06,2022-11-06 08:24:38.395448,2022-11-06 08:45:11.939850,0 days 00:20:33.544402,2.0,4.0,512.0,0.0005594919213145,104.0,5.0,0.2,21.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,3.0,46.0,8.863785296853166e-06,2022-11-06 08:45:11.940378,2022-11-06 09:15:27.003859,0 days 00:30:15.063481,1.0,3.0,2048.0,0.0002172746393116,128.0,9.0,0.05,108.0,,,COMPLETE,1.4084202121011913e-05,,,
44027.0,r1_08_PPV,3.0,47.0,4.476462436286965e-06,2022-11-06 09:15:27.004404,2022-11-06 09:21:25.791442,0 days 00:05:58.787038,2.0,3.0,512.0,0.0161958083624119,55.0,7.0,0.05,3.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,3.0,48.0,1.8307473510503769e-06,2022-11-06 09:21:25.791995,2022-11-06 09:28:48.637678,0 days 00:07:22.845683,3.0,2.0,1024.0,0.0305874092854287,286.0,6.0,0.05,4.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,3.0,49.0,0.0625210255384445,2022-11-06 09:28:48.638224,2022-11-06 09:33:37.816055,0 days 00:04:49.177831,2.0,3.0,2048.0,0.0001038883729165,93.0,8.0,1.0,,,,PRUNED,0.0625210255384445,,,
44027.0,r1_08_PPV,3.0,50.0,3.1934243452269584e-05,2022-11-06 09:33:37.816454,2022-11-06 10:03:54.116075,0 days 00:30:16.299621,1.0,1.0,512.0,0.0002846996920971,83.0,5.0,1.0,56.0,,,COMPLETE,,,,
44027.0,r1_08_PPV,3.0,51.0,8.017080835998058e-05,2022-11-06 10:03:54.116641,2022-11-06 10:05:22.679965,0 days 00:01:28.563324,2.0,1.0,2048.0,0.0037324673341155,208.0,7.0,0.01,,,,PRUNED,8.017080835998058e-05,,,
44027.0,r1_08_PPV,3.0,52.0,0.0003848129417747,2022-11-06 10:05:22.680318,2022-11-06 10:11:52.726723,0 days 00:06:30.046405,3.0,1.0,1024.0,0.00034288193204,788.0,9.0,1.0,,,,PRUNED,0.0003848129417747,,,
44027.0,r1_08_PPV,3.0,53.0,1.5071489542606288e-05,2022-11-06 10:11:52.727104,2022-11-06 10:19:48.319663,0 days 00:07:55.592559,1.0,3.0,512.0,0.0094936592518509,417.0,8.0,0.05,,,,PRUNED,7.99746976554161e-06,1.5071489542606288e-05,,
44027.0,r1_08_PPV,3.0,54.0,3.941819886676967e-05,2022-11-06 10:19:48.320040,2022-11-06 10:22:50.853920,0 days 00:03:02.533880,1.0,1.0,2048.0,0.0204190039031919,296.0,10.0,0.2,,,,PRUNED,2.2785434339311905e-06,3.941819886676967e-05,,
