dataset_id,dataset_name,outer_run,n_dspp_layers,n_dspp_out,batch_size,lr,num_inducing,num_quadrature_sites,beta,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
216.0,elevators,1.0,1.0,2.0,256.0,0.0013835468683494,650.0,9.0,1.0,229.0,4.070590421179077e-06,0.0014529750915244,0.0140594393014907,-5.776907043647672,765.1887037754059
216.0,elevators,2.0,1.0,2.0,256.0,0.002987315498052,712.0,7.0,1.0,163.0,4.089178673893912e-06,0.0014440487138926,0.0264793559908866,-5.792014534346584,479.80304479599
216.0,elevators,3.0,1.0,2.0,256.0,0.0022791001677527,441.0,6.0,0.01,164.0,4.479283234104514e-06,0.0014899758389219,0.0243590213358402,-5.7671034925983085,376.7399394512177
216.0,elevators,4.0,1.0,2.0,256.0,0.0006954089478693,652.0,5.0,0.01,366.0,4.171999080426758e-06,0.0015183576615527,0.0129275638610124,-5.825065648326945,1238.5081055164335
216.0,elevators,5.0,1.0,1.0,512.0,0.0005510599229819,189.0,5.0,0.2,668.0,4.1620041884016246e-06,0.0015027478802949,0.0170601177960634,-5.6719765267878,621.8664700984955

