dataset_id,dataset_name,outer_run,n_dspp_layers,n_dspp_out,batch_size,lr,num_inducing,num_quadrature_sites,beta,MAX_EPOCHS,mse,mae,max_absolute_error,nll_score,train_time
216.0,k2204_BPV,1.0,1.0,5.0,256.0,0.0002258705295095,131.0,8.0,0.01,1999.0,1.558420450464837e-07,0.0002993173839058,0.0020635724067687,-4.5650748791410045,1409.965725898743
216.0,k2204_BPV,2.0,1.0,3.0,256.0,0.0003218116855775,71.0,5.0,0.05,1999.0,2.7110536393593065e-07,0.0003965549985878,0.0051707029342651,-4.833732957359365,1153.7544617652893
216.0,k2204_BPV,3.0,1.0,2.0,512.0,0.000258633919843,353.0,8.0,0.01,1999.0,5.006939431950741e-07,0.0005692261038348,0.0030738711357116,-3.388104187321104,973.2409949302672
216.0,k2204_BPV,4.0,1.0,2.0,256.0,0.0002751112138845,691.0,6.0,0.01,1999.0,1.7289299876210862e-06,0.0011722588678821,0.0032728910446166,-4.7802739850064535,2648.5974671840668
216.0,k2204_BPV,5.0,1.0,3.0,256.0,0.0001835358013091,620.0,5.0,0.01,1999.0,2.766745694771089e-07,0.0004154258931521,0.0022066831588745,-4.088631175890122,2224.7715220451355
