dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_dspp_layers,params_n_dspp_out,params_batch_size,params_lr,params_num_inducing,params_num_quadrature_sites,params_beta,user_attrs_MAX_EPOCHS,user_attrs_Train_Losses,user_attrs_Val_MSE,state,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_fixed_params,system_attrs_completed_rung_2
216.0,r1_08_BPV,3.0,86.0,0.0006445331964641,2022-11-01 00:23:18.708380,2022-11-01 00:31:16.924515,0 days 00:07:58.216135,2.0,3.0,512.0,0.0667598301531029,466.0,10.0,1.0,,,,PRUNED,0.0006445331964641,,,
216.0,r1_08_BPV,3.0,87.0,0.000555271282792,2022-11-01 00:31:16.924901,2022-11-01 00:37:11.483632,0 days 00:05:54.558731,2.0,4.0,1024.0,0.0706439262860677,167.0,6.0,1.0,5.0,,,COMPLETE,,,,
216.0,r1_08_BPV,3.0,88.0,0.0005998160922899,2022-11-01 00:37:11.484194,2022-11-01 00:39:41.175672,0 days 00:02:29.691478,2.0,4.0,1024.0,0.0266056777393719,131.0,9.0,1.0,,,,PRUNED,0.0005998160922899,,,
216.0,r1_08_BPV,3.0,89.0,0.0006757422233931,2022-11-01 00:39:41.176060,2022-11-01 00:43:43.713868,0 days 00:04:02.537808,2.0,2.0,512.0,0.0440083549031209,286.0,10.0,0.01,,,,PRUNED,0.0006757422233931,,,
216.0,r1_08_BPV,3.0,90.0,0.0005972014041617,2022-11-01 00:43:43.714302,2022-11-01 00:45:42.142177,0 days 00:01:58.427875,2.0,3.0,2048.0,0.0067103456652325,107.0,8.0,0.01,,,,PRUNED,0.0005972014041617,,,
216.0,r1_08_BPV,3.0,91.0,0.0005586300976574,2022-11-01 00:45:42.142559,2022-11-01 00:51:57.844034,0 days 00:06:15.701475,1.0,4.0,512.0,0.0461306414326003,206.0,7.0,0.2,5.0,,,COMPLETE,,,,
216.0,r1_08_BPV,3.0,92.0,0.0006961009348742,2022-11-01 00:51:57.844587,2022-11-01 00:57:39.771369,0 days 00:05:41.926782,2.0,4.0,1024.0,0.0399645067476631,436.0,9.0,0.01,,,,PRUNED,0.0006961009348742,,,
216.0,r1_08_BPV,3.0,93.0,0.00057146983454,2022-11-01 00:57:39.771796,2022-11-01 01:01:19.423212,0 days 00:03:39.651416,2.0,3.0,512.0,0.0040209157493099,216.0,6.0,0.01,,,,PRUNED,0.00057146983454,,,
216.0,r1_08_BPV,3.0,94.0,0.0005583379534073,2022-11-01 01:01:19.423600,2022-11-01 01:14:40.759022,0 days 00:13:21.335422,1.0,1.0,1024.0,0.0013287488267697,502.0,6.0,0.05,27.0,,,COMPLETE,,,,
216.0,r1_08_BPV,3.0,95.0,0.0006002766313031,2022-11-01 01:14:40.759597,2022-11-01 01:26:47.755193,0 days 00:12:06.995596,3.0,3.0,512.0,0.0181279563713121,194.0,6.0,1.0,,,,PRUNED,0.0006002766313031,,,
216.0,r1_08_BPV,3.0,96.0,0.0005567733896896,2022-11-01 01:26:47.755545,2022-11-01 01:43:24.534888,0 days 00:16:36.779343,3.0,2.0,1024.0,0.020050977717114,500.0,10.0,1.0,,,,PRUNED,0.0005591852241195,0.0005567733896896,,
216.0,r1_08_BPV,3.0,97.0,0.0006317384541034,2022-11-01 01:43:24.535315,2022-11-01 01:50:05.391518,0 days 00:06:40.856203,2.0,3.0,512.0,0.0136128348011909,413.0,10.0,1.0,,,,PRUNED,0.0006317384541034,,,
216.0,r1_08_BPV,3.0,98.0,0.0005666866200044,2022-11-01 01:50:05.391875,2022-11-01 02:16:51.927796,0 days 00:26:46.535921,2.0,1.0,512.0,0.0947752045625277,541.0,8.0,0.05,15.0,,,COMPLETE,,,,
216.0,r1_08_BPV,3.0,99.0,0.0005552201764658,2022-11-01 02:16:51.928349,2022-11-01 02:29:22.974910,0 days 00:12:31.046561,1.0,3.0,2048.0,0.0016244213311897,228.0,7.0,0.05,39.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,0.0,0.0005669945385307,2022-11-01 07:06:55.305252,2022-11-01 07:18:36.483782,0 days 00:11:41.178530,3.0,1.0,1024.0,0.001,200.0,8.0,0.05,12.0,,,COMPLETE,0.0006298462394624,0.0006118608871474,"{'n_dspp_layers': 3, 'n_dspp_out': 1, 'num_inducing': 200, 'batch_size': 1024, 'lr': 0.001, 'num_quadrature_sites': 8, 'beta': 0.05}",
216.0,r1_08_BPV,4.0,1.0,0.0005654087290167,2022-11-01 07:18:36.484306,2022-11-01 07:24:56.934503,0 days 00:06:20.450197,1.0,3.0,1024.0,0.0285712308118316,415.0,7.0,1.0,9.0,,,COMPLETE,0.0006101000471971,,,
216.0,r1_08_BPV,4.0,2.0,0.0005579231074079,2022-11-01 07:24:56.935009,2022-11-01 07:59:15.449780,0 days 00:34:18.514771,3.0,2.0,512.0,0.001649469108435,259.0,10.0,1.0,21.0,,,COMPLETE,0.0006046240450814,0.0005637043504975,,
216.0,r1_08_BPV,4.0,3.0,0.0006132770795375,2022-11-01 07:59:15.450334,2022-11-01 08:20:52.360175,0 days 00:21:36.909841,1.0,1.0,2048.0,0.0004682593748628,220.0,9.0,0.01,75.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,4.0,0.0013338431017473,2022-11-01 08:20:52.360709,2022-11-01 08:24:10.120096,0 days 00:03:17.759387,1.0,3.0,1024.0,0.000276687108501,769.0,10.0,0.2,,,,PRUNED,0.0013338431017473,,,
216.0,r1_08_BPV,4.0,5.0,0.0163989420980215,2022-11-01 08:24:10.120470,2022-11-01 08:25:09.450080,0 days 00:00:59.329610,1.0,2.0,2048.0,0.0001832324252531,162.0,6.0,0.2,,,,PRUNED,0.0163989420980215,,,
216.0,r1_08_BPV,4.0,6.0,0.0005572460358962,2022-11-01 08:25:09.450432,2022-11-01 08:31:30.777987,0 days 00:06:21.327555,2.0,2.0,1024.0,0.0152571647278986,146.0,8.0,1.0,7.0,,,COMPLETE,0.0005728394025936,,,
216.0,r1_08_BPV,4.0,7.0,0.0006097572040744,2022-11-01 08:31:30.778506,2022-11-01 08:36:25.508018,0 days 00:04:54.729512,1.0,1.0,512.0,0.0734949385430241,71.0,10.0,0.2,5.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,8.0,0.0013483782531693,2022-11-01 08:36:25.508515,2022-11-01 08:38:17.447931,0 days 00:01:51.939416,1.0,3.0,1024.0,0.0003079274934797,400.0,9.0,0.05,,,,PRUNED,0.0013483782531693,,,
216.0,r1_08_BPV,4.0,9.0,0.0005678668385371,2022-11-01 08:38:17.448284,2022-11-01 08:46:11.047473,0 days 00:07:53.599189,2.0,3.0,512.0,0.0193764791363548,82.0,9.0,0.01,,,,PRUNED,0.0005734518636018,0.0005678668385371,,
216.0,r1_08_BPV,4.0,10.0,0.0005879095988348,2022-11-01 08:46:11.047836,2022-11-01 08:51:28.040991,0 days 00:05:16.993155,2.0,1.0,1024.0,0.0697802611175586,257.0,7.0,0.05,,,,PRUNED,0.0005883253761567,0.0005879095988348,,
216.0,r1_08_BPV,4.0,11.0,0.0005637541180476,2022-11-01 08:51:28.041327,2022-11-01 08:59:09.128420,0 days 00:07:41.087093,1.0,2.0,512.0,0.009355009814163,92.0,9.0,0.01,10.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,12.0,0.0006066455389373,2022-11-01 08:59:09.128919,2022-11-01 09:12:27.013294,0 days 00:13:17.884375,3.0,1.0,512.0,0.0001743871062617,359.0,9.0,0.2,,,,PRUNED,0.0006066455389373,,,
216.0,r1_08_BPV,4.0,13.0,0.0006011236691847,2022-11-01 09:12:27.013646,2022-11-01 09:14:35.021187,0 days 00:02:08.007541,1.0,3.0,512.0,0.0164254275929312,111.0,6.0,0.2,,,,PRUNED,0.0006011236691847,,,
216.0,r1_08_BPV,4.0,14.0,0.0006571987760253,2022-11-01 09:14:35.021528,2022-11-01 09:15:39.170851,0 days 00:01:04.149323,1.0,4.0,2048.0,0.0607449171542588,88.0,8.0,0.01,,,,PRUNED,0.0006571987760253,,,
216.0,r1_08_BPV,4.0,15.0,0.0005589787033386,2022-11-01 09:15:39.171232,2022-11-01 09:25:07.049255,0 days 00:09:27.878023,2.0,1.0,512.0,0.0085761900150164,321.0,6.0,0.01,5.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,16.0,0.0005791930598206,2022-11-01 09:25:07.049749,2022-11-01 09:28:22.230641,0 days 00:03:15.180892,2.0,1.0,2048.0,0.0041233587838953,112.0,9.0,1.0,4.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,17.0,0.0005688433884643,2022-11-01 09:28:22.231132,2022-11-01 09:31:11.906509,0 days 00:02:49.675377,1.0,1.0,1024.0,0.0692248910370515,139.0,6.0,0.2,4.0,,,COMPLETE,0.0005688433884643,,,
216.0,r1_08_BPV,4.0,18.0,0.0005690690595656,2022-11-01 09:31:11.907017,2022-11-01 09:35:55.604457,0 days 00:04:43.697440,1.0,2.0,512.0,0.0164716773637898,235.0,10.0,0.01,3.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,19.0,0.0006265192641876,2022-11-01 09:35:55.604976,2022-11-01 09:39:52.975434,0 days 00:03:57.370458,3.0,2.0,512.0,0.0025733275616723,56.0,10.0,1.0,,,,PRUNED,0.0006265192641876,,,
216.0,r1_08_BPV,4.0,20.0,0.0005665602511726,2022-11-01 09:39:52.975823,2022-11-01 09:52:43.550856,0 days 00:12:50.575033,3.0,1.0,512.0,0.0014778852406541,276.0,8.0,1.0,,,,PRUNED,0.0005913387285545,0.0005665602511726,,
216.0,r1_08_BPV,4.0,21.0,0.000738535716664,2022-11-01 09:52:43.551205,2022-11-01 09:57:54.165392,0 days 00:05:10.614187,1.0,2.0,512.0,0.0002780841675876,67.0,7.0,1.0,,,,PRUNED,0.000738535716664,,,
216.0,r1_08_BPV,4.0,22.0,0.0006726036663167,2022-11-01 09:57:54.165761,2022-11-01 10:01:15.427841,0 days 00:03:21.262080,2.0,2.0,1024.0,0.0008236696346214,416.0,9.0,1.0,,,,PRUNED,0.0006726036663167,,,
216.0,r1_08_BPV,4.0,23.0,0.0007556935888715,2022-11-01 10:01:15.428197,2022-11-01 10:05:39.260635,0 days 00:04:23.832438,3.0,1.0,512.0,0.0064489753953106,231.0,5.0,0.05,,,,PRUNED,0.0007556935888715,,,
216.0,r1_08_BPV,4.0,24.0,0.0005654989508911,2022-11-01 10:05:39.261025,2022-11-01 10:17:29.966079,0 days 00:11:50.705054,1.0,4.0,2048.0,0.0011301920701114,357.0,10.0,0.01,25.0,,,COMPLETE,0.0005700651672668,,,
216.0,r1_08_BPV,4.0,25.0,0.0009222337976098,2022-11-01 10:17:29.966637,2022-11-01 10:20:46.414466,0 days 00:03:16.447829,2.0,2.0,2048.0,0.0007257084358281,399.0,10.0,1.0,,,,PRUNED,0.0009222337976098,,,
216.0,r1_08_BPV,4.0,26.0,0.0005906113656237,2022-11-01 10:20:46.414841,2022-11-01 10:31:06.496367,0 days 00:10:20.081526,3.0,1.0,512.0,0.0048236579191418,142.0,6.0,0.05,,,,PRUNED,0.0005906113656237,,,
216.0,r1_08_BPV,4.0,27.0,0.0005726001691073,2022-11-01 10:31:06.496713,2022-11-01 10:34:48.060143,0 days 00:03:41.563430,3.0,2.0,2048.0,0.0703241896945028,144.0,8.0,0.05,1.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,28.0,0.0005571326473727,2022-11-01 10:34:48.060651,2022-11-01 10:54:29.145203,0 days 00:19:41.084552,3.0,1.0,1024.0,0.0058806567369204,727.0,7.0,0.05,10.0,,,COMPLETE,0.0005829770234413,0.0005571326473727,,
216.0,r1_08_BPV,4.0,29.0,0.0005995309329591,2022-11-01 10:54:29.145740,2022-11-01 11:03:13.317607,0 days 00:08:44.171867,2.0,2.0,512.0,0.0053752517255239,786.0,7.0,1.0,,,,PRUNED,0.0005995309329591,,,
216.0,r1_08_BPV,4.0,30.0,0.0005583695601671,2022-11-01 11:03:13.317983,2022-11-01 11:27:01.971568,0 days 00:23:48.653585,3.0,4.0,1024.0,0.012520249467397,549.0,7.0,0.05,7.0,,,COMPLETE,0.0005643601180054,0.0005603618337772,,
216.0,r1_08_BPV,4.0,31.0,0.0006895828410051,2022-11-01 11:27:01.972091,2022-11-01 11:33:23.958545,0 days 00:06:21.986454,2.0,2.0,512.0,0.0026137032656043,540.0,9.0,0.01,,,,PRUNED,0.0006895828410051,,,
216.0,r1_08_BPV,4.0,32.0,0.0005624457262456,2022-11-01 11:33:23.958925,2022-11-01 11:44:38.928039,0 days 00:11:14.969114,1.0,3.0,1024.0,0.0053316353345288,757.0,10.0,1.0,9.0,,,COMPLETE,0.0005631085950881,,,
216.0,r1_08_BPV,4.0,33.0,0.0005727526731789,2022-11-01 11:44:38.928562,2022-11-01 11:49:58.749601,0 days 00:05:19.821039,1.0,2.0,512.0,0.0268154690725449,500.0,6.0,0.01,2.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,34.0,0.000637556775473,2022-11-01 11:49:58.750126,2022-11-01 11:51:50.382908,0 days 00:01:51.632782,3.0,1.0,2048.0,0.0081097613050408,284.0,5.0,0.05,,,,PRUNED,0.000637556775473,,,
216.0,r1_08_BPV,4.0,35.0,0.0013009615940973,2022-11-01 11:51:50.383273,2022-11-01 12:00:26.532525,0 days 00:08:36.149252,2.0,4.0,512.0,0.0001067223606932,575.0,8.0,1.0,,,,PRUNED,0.0013009615940973,,,
216.0,r1_08_BPV,4.0,36.0,0.0005569492350332,2022-11-01 12:00:26.532921,2022-11-01 12:26:15.129906,0 days 00:25:48.596985,3.0,4.0,1024.0,0.0144274265319075,547.0,7.0,0.05,8.0,,,COMPLETE,0.0005607775528915,0.0005586519255302,,
216.0,r1_08_BPV,4.0,37.0,0.0005768580595031,2022-11-01 12:26:15.130461,2022-11-01 12:32:16.821178,0 days 00:06:01.690717,1.0,3.0,512.0,0.0670929424606704,62.0,7.0,0.05,7.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,38.0,0.0005966079770587,2022-11-01 12:32:16.821728,2022-11-01 12:37:09.065452,0 days 00:04:52.243724,3.0,3.0,1024.0,0.0037011840484475,354.0,7.0,0.05,,,,PRUNED,0.0005966079770587,,,
216.0,r1_08_BPV,4.0,39.0,0.0005604714970104,2022-11-01 12:37:09.065796,2022-11-01 12:53:26.992904,0 days 00:16:17.927108,3.0,3.0,1024.0,0.0309135946233408,581.0,6.0,0.05,,,,PRUNED,0.000571901560761,0.0005604714970104,,
216.0,r1_08_BPV,4.0,40.0,0.0005628383369185,2022-11-01 12:53:26.993349,2022-11-01 13:01:24.601648,0 days 00:07:57.608299,1.0,2.0,1024.0,0.0115782046028085,705.0,8.0,0.01,7.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,41.0,0.0005940209957771,2022-11-01 13:01:24.602159,2022-11-01 13:11:36.140725,0 days 00:10:11.538566,3.0,4.0,1024.0,0.0263400276820834,676.0,7.0,0.05,,,,PRUNED,0.0005940209957771,,,
216.0,r1_08_BPV,4.0,42.0,0.0005930105689913,2022-11-01 13:11:36.141125,2022-11-01 13:16:55.220100,0 days 00:05:19.078975,2.0,4.0,1024.0,0.0010275440172616,58.0,8.0,0.2,,,,PRUNED,0.0005930105689913,,,
216.0,r1_08_BPV,4.0,43.0,0.0005604661419056,2022-11-01 13:16:55.220457,2022-11-01 13:31:34.069321,0 days 00:14:38.848864,2.0,4.0,1024.0,0.0101098317214498,467.0,8.0,0.05,,,,PRUNED,0.0005738542531616,0.0005604661419056,,
216.0,r1_08_BPV,4.0,44.0,0.0006240333314053,2022-11-01 13:31:34.069730,2022-11-01 13:35:09.638937,0 days 00:03:35.569207,3.0,2.0,1024.0,0.0034393192434207,332.0,6.0,1.0,,,,PRUNED,0.0006240333314053,,,
216.0,r1_08_BPV,4.0,45.0,0.0005926885642111,2022-11-01 13:35:09.639330,2022-11-01 13:40:43.705362,0 days 00:05:34.066032,2.0,3.0,1024.0,0.0015367130792697,673.0,7.0,0.01,,,,PRUNED,0.0005926885642111,,,
216.0,r1_08_BPV,4.0,46.0,0.0010457705939188,2022-11-01 13:40:43.705750,2022-11-01 13:48:25.826172,0 days 00:07:42.120422,1.0,1.0,2048.0,0.0002015545188943,228.0,9.0,1.0,,,,PRUNED,0.0010457705939188,,,
216.0,r1_08_BPV,4.0,47.0,0.0006488132639788,2022-11-01 13:48:25.826539,2022-11-01 13:50:08.814058,0 days 00:01:42.987519,3.0,1.0,2048.0,0.0060156982456412,183.0,5.0,0.05,,,,PRUNED,0.0006488132639788,,,
216.0,r1_08_BPV,4.0,48.0,0.0006262819515541,2022-11-01 13:50:08.814419,2022-11-01 13:55:01.330565,0 days 00:04:52.516146,3.0,1.0,512.0,0.0005239963979986,219.0,8.0,0.05,,,,PRUNED,0.0006262819515541,,,
216.0,r1_08_BPV,4.0,49.0,0.0006714514456689,2022-11-01 13:55:01.331029,2022-11-01 13:58:25.807175,0 days 00:03:24.476146,2.0,1.0,2048.0,0.0015128701625306,234.0,5.0,0.01,,,,PRUNED,0.0006714514456689,,,
216.0,r1_08_BPV,4.0,50.0,0.0005588787025772,2022-11-01 13:58:25.807545,2022-11-01 14:09:11.261077,0 days 00:10:45.453532,2.0,1.0,1024.0,0.0098128748867872,132.0,5.0,1.0,19.0,,,COMPLETE,0.0005760095082223,,,
216.0,r1_08_BPV,4.0,51.0,0.0005619844887405,2022-11-01 14:09:11.261629,2022-11-01 14:15:24.042334,0 days 00:06:12.780705,1.0,1.0,2048.0,0.0079534507251797,184.0,10.0,0.05,18.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,52.0,0.000589734641835,2022-11-01 14:15:24.042853,2022-11-01 14:18:18.702631,0 days 00:02:54.659778,2.0,3.0,1024.0,0.0927398907619173,102.0,5.0,1.0,1.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,53.0,0.0005844397237524,2022-11-01 14:18:18.703194,2022-11-01 14:22:45.093617,0 days 00:04:26.390423,2.0,1.0,1024.0,0.001618755157644,96.0,9.0,1.0,,,,PRUNED,0.0005844397237524,,,
216.0,r1_08_BPV,4.0,54.0,0.0005720136687159,2022-11-01 14:22:45.094037,2022-11-01 14:45:04.889701,0 days 00:22:19.795664,3.0,1.0,512.0,0.0217206784219847,55.0,9.0,0.2,19.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,55.0,0.0005783562082797,2022-11-01 14:45:04.890215,2022-11-01 15:08:40.769016,0 days 00:23:35.878801,3.0,4.0,1024.0,0.0014484338620766,464.0,9.0,1.0,,,,PRUNED,0.000582990469411,0.0005783562082797,,
216.0,r1_08_BPV,4.0,56.0,0.0005805506370961,2022-11-01 15:08:40.769363,2022-11-01 15:13:56.791053,0 days 00:05:16.021690,2.0,2.0,1024.0,0.0113593049356117,141.0,8.0,1.0,,,,PRUNED,0.0005805506370961,,,
216.0,r1_08_BPV,4.0,57.0,0.0005701690097339,2022-11-01 15:13:56.791430,2022-11-01 15:20:30.711969,0 days 00:06:33.920539,3.0,4.0,1024.0,0.0493310535009171,90.0,9.0,1.0,3.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,58.0,0.0005857890937477,2022-11-01 15:20:30.712486,2022-11-01 15:26:32.751525,0 days 00:06:02.039039,1.0,1.0,2048.0,0.0026566840874177,75.0,5.0,0.01,,,,PRUNED,0.0005857890937477,,,
216.0,r1_08_BPV,4.0,59.0,0.0005618656286969,2022-11-01 15:26:32.751902,2022-11-01 15:41:36.291827,0 days 00:15:03.539925,3.0,4.0,1024.0,0.012936062310377,512.0,7.0,0.05,3.0,,,COMPLETE,0.0005630355444736,,,
216.0,r1_08_BPV,4.0,60.0,0.0005644221673719,2022-11-01 15:41:36.292353,2022-11-01 15:47:41.681501,0 days 00:06:05.389148,1.0,2.0,2048.0,0.0635841610196431,488.0,10.0,0.2,9.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,61.0,0.0005576661787927,2022-11-01 15:47:41.682011,2022-11-01 16:04:36.006868,0 days 00:16:54.324857,2.0,3.0,1024.0,0.0027135227085343,176.0,7.0,1.0,25.0,,,COMPLETE,0.0005651037208735,0.0005659818416461,,
216.0,r1_08_BPV,4.0,62.0,0.0006810329505242,2022-11-01 16:04:36.007439,2022-11-01 16:12:10.387828,0 days 00:07:34.380389,3.0,3.0,1024.0,0.0340810371948041,626.0,7.0,0.05,,,,PRUNED,0.0006810329505242,,,
216.0,r1_08_BPV,4.0,63.0,0.0005665846401825,2022-11-01 16:12:10.388177,2022-11-01 16:37:41.207418,0 days 00:25:30.819241,3.0,4.0,1024.0,0.010890742890707,751.0,6.0,0.05,,,,PRUNED,0.0005651314277201,0.0005665846401825,,
216.0,r1_08_BPV,4.0,64.0,0.0005571097135543,2022-11-01 16:37:41.207839,2022-11-01 16:56:57.973520,0 days 00:19:16.765681,2.0,3.0,1024.0,0.0040736459589716,335.0,8.0,0.2,18.0,,,COMPLETE,0.0005765352980233,0.0005591095541603,,
216.0,r1_08_BPV,4.0,65.0,0.0005575221148319,2022-11-01 16:56:57.974031,2022-11-01 17:09:55.204314,0 days 00:12:57.230283,2.0,3.0,1024.0,0.0042301093466559,322.0,10.0,0.2,9.0,,,COMPLETE,0.0005779158091172,0.0005578527343459,,
216.0,r1_08_BPV,4.0,66.0,0.0005579125136137,2022-11-01 17:09:55.204846,2022-11-01 17:23:27.806126,0 days 00:13:32.601280,2.0,3.0,1024.0,0.0034129527146553,315.0,10.0,0.2,10.0,,,COMPLETE,0.0005747936083935,0.0005579125136137,,
216.0,r1_08_BPV,4.0,67.0,0.0006459767464548,2022-11-01 17:23:27.806660,2022-11-01 17:31:03.599407,0 days 00:07:35.792747,3.0,3.0,2048.0,0.0006201736968244,190.0,7.0,0.05,,,,PRUNED,0.0006459767464548,,,
216.0,r1_08_BPV,4.0,68.0,0.0006076981662772,2022-11-01 17:31:03.599824,2022-11-01 17:35:23.698793,0 days 00:04:20.098969,2.0,3.0,1024.0,0.004927027967858,395.0,9.0,0.2,,,,PRUNED,0.0006076981662772,,,
216.0,r1_08_BPV,4.0,69.0,0.000560543150641,2022-11-01 17:35:23.699129,2022-11-01 17:40:25.877640,0 days 00:05:02.178511,1.0,1.0,2048.0,0.0049971288729872,131.0,7.0,1.0,16.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,70.0,0.0005699848406948,2022-11-01 17:40:25.878191,2022-11-01 17:43:26.981483,0 days 00:03:01.103292,1.0,1.0,1024.0,0.0352403744155872,126.0,5.0,1.0,5.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,71.0,0.0005814683390781,2022-11-01 17:43:26.982019,2022-11-01 17:50:26.087009,0 days 00:06:59.104990,2.0,4.0,1024.0,0.0028733473172241,193.0,8.0,0.2,,,,PRUNED,0.0005814683390781,,,
216.0,r1_08_BPV,4.0,72.0,0.0005836350610479,2022-11-01 17:50:26.087379,2022-11-01 18:01:55.684143,0 days 00:11:29.596764,2.0,3.0,1024.0,0.0022486076401634,458.0,8.0,0.2,,,,PRUNED,0.0005812658346258,0.0005836350610479,,
216.0,r1_08_BPV,4.0,73.0,0.0005657842848449,2022-11-01 18:01:55.684501,2022-11-01 18:13:18.516852,0 days 00:11:22.832351,2.0,4.0,1024.0,0.0192947116268454,348.0,10.0,0.2,,,,PRUNED,0.000558191910386,0.0005657842848449,,
216.0,r1_08_BPV,4.0,74.0,0.0005870494060218,2022-11-01 18:13:18.517209,2022-11-01 18:15:48.877270,0 days 00:02:30.360061,2.0,3.0,1024.0,0.0074260621258943,251.0,6.0,0.2,,,,PRUNED,0.0005870494060218,,,
216.0,r1_08_BPV,4.0,75.0,0.0005632489337585,2022-11-01 18:15:48.877633,2022-11-01 18:24:27.393624,0 days 00:08:38.515991,2.0,3.0,1024.0,0.0040638202293524,303.0,10.0,0.2,,,,PRUNED,0.0005650683306157,0.0005632489337585,,
216.0,r1_08_BPV,4.0,76.0,0.0007280884310603,2022-11-01 18:24:27.393988,2022-11-01 18:27:08.787531,0 days 00:02:41.393543,2.0,3.0,1024.0,0.0019681079232236,194.0,10.0,0.2,,,,PRUNED,0.0007280884310603,,,
216.0,r1_08_BPV,4.0,77.0,0.000593049742747,2022-11-01 18:27:08.787892,2022-11-01 18:37:14.666604,0 days 00:10:05.878712,3.0,3.0,1024.0,0.0028003384019154,296.0,7.0,1.0,,,,PRUNED,0.000593049742747,,,
216.0,r1_08_BPV,4.0,78.0,0.0006200393545441,2022-11-01 18:37:14.666974,2022-11-01 18:38:58.404494,0 days 00:01:43.737520,1.0,4.0,1024.0,0.0044683758185781,316.0,9.0,0.2,,,,PRUNED,0.0006200393545441,,,
216.0,r1_08_BPV,4.0,79.0,0.000677385367453,2022-11-01 18:38:58.404852,2022-11-01 18:41:28.725626,0 days 00:02:30.320774,2.0,3.0,1024.0,0.0011038397162676,167.0,10.0,0.2,,,,PRUNED,0.000677385367453,,,
216.0,r1_08_BPV,4.0,80.0,0.0005572166410274,2022-11-01 18:41:28.726008,2022-11-01 18:49:20.678150,0 days 00:07:51.952142,2.0,2.0,1024.0,0.0071710753837741,118.0,5.0,1.0,12.0,,,COMPLETE,0.0005576031398959,,,
216.0,r1_08_BPV,4.0,81.0,0.0005739028565585,2022-11-01 18:49:20.678702,2022-11-01 18:54:50.755424,0 days 00:05:30.076722,2.0,3.0,1024.0,0.0029888784352028,127.0,8.0,0.2,,,,PRUNED,0.0005756900063715,0.0005739028565585,,
216.0,r1_08_BPV,4.0,82.0,0.0005583378951996,2022-11-01 18:54:50.755759,2022-11-01 19:14:24.437842,0 days 00:19:33.682083,2.0,2.0,512.0,0.0031324063337342,63.0,6.0,1.0,22.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,83.0,0.0007237740792334,2022-11-01 19:14:24.438414,2022-11-01 19:15:32.912889,0 days 00:01:08.474475,1.0,2.0,2048.0,0.008777508285459,220.0,9.0,0.2,,,,PRUNED,0.0007237740792334,,,
216.0,r1_08_BPV,4.0,84.0,0.000573945173528,2022-11-01 19:15:32.913245,2022-11-01 19:23:29.630646,0 days 00:07:56.717401,1.0,1.0,512.0,0.0137453587813715,426.0,6.0,0.01,7.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,85.0,0.0005683469353243,2022-11-01 19:23:29.631257,2022-11-01 19:28:33.972293,0 days 00:05:04.341036,1.0,2.0,2048.0,0.0698399116165558,579.0,10.0,0.05,6.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,86.0,0.0006000947905704,2022-11-01 19:28:33.972819,2022-11-01 19:36:56.030200,0 days 00:08:22.057381,3.0,4.0,1024.0,0.0151664247274441,371.0,10.0,0.2,,,,PRUNED,0.0006000947905704,,,
216.0,r1_08_BPV,4.0,87.0,0.0005570059292949,2022-11-01 19:36:56.030628,2022-11-01 19:49:30.582612,0 days 00:12:34.551984,2.0,2.0,1024.0,0.0043581156206462,79.0,6.0,1.0,22.0,,,COMPLETE,0.000566491682548,,,
216.0,r1_08_BPV,4.0,88.0,0.0005592701490968,2022-11-01 19:49:30.583150,2022-11-01 20:07:32.376151,0 days 00:18:01.793001,3.0,3.0,512.0,0.0035401217096478,128.0,9.0,0.05,11.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,89.0,0.0005895937792956,2022-11-01 20:07:32.376697,2022-11-01 20:22:24.752354,0 days 00:14:52.375657,1.0,1.0,2048.0,0.0006174979706632,112.0,9.0,0.2,56.0,,,COMPLETE,,,,
