dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_dspp_layers,params_n_dspp_out,params_batch_size,params_lr,params_num_inducing,params_num_quadrature_sites,params_beta,user_attrs_MAX_EPOCHS,user_attrs_Train_Losses,user_attrs_Val_MSE,state,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_fixed_params,system_attrs_completed_rung_2
216.0,r1_08_BPV,4.0,90.0,0.0005575467366725,2022-11-01 20:22:24.752881,2022-11-01 20:35:10.066120,0 days 00:12:45.313239,2.0,2.0,1024.0,0.0072012572123765,443.0,7.0,0.01,10.0,,,COMPLETE,0.0005793821765109,0.0005575467366725,,
216.0,r1_08_BPV,4.0,91.0,0.0007336246781051,2022-11-01 20:35:10.066701,2022-11-01 20:40:08.358175,0 days 00:04:58.291474,3.0,2.0,1024.0,0.0064350731533285,442.0,7.0,0.01,,,,PRUNED,0.0007336246781051,,,
216.0,r1_08_BPV,4.0,92.0,0.0005582272424362,2022-11-01 20:40:08.358626,2022-11-01 20:46:10.721277,0 days 00:06:02.362651,2.0,2.0,2048.0,0.0387499711810648,506.0,6.0,0.01,4.0,,,COMPLETE,0.0005582272424362,,,
216.0,r1_08_BPV,4.0,93.0,0.000558869796805,2022-11-01 20:46:10.721853,2022-11-01 20:58:43.980799,0 days 00:12:33.258946,2.0,3.0,1024.0,0.0228891698234531,685.0,7.0,0.01,4.0,,,COMPLETE,0.000558869796805,,,
216.0,r1_08_BPV,4.0,94.0,0.0005939807160757,2022-11-01 20:58:43.981330,2022-11-01 21:03:22.398223,0 days 00:04:38.416893,2.0,2.0,1024.0,0.0067765579910633,82.0,6.0,1.0,,,,PRUNED,0.0005939807160757,,,
216.0,r1_08_BPV,4.0,95.0,0.0006265301490202,2022-11-01 21:03:22.398584,2022-11-01 21:06:09.453010,0 days 00:02:47.054426,2.0,3.0,1024.0,0.0050289555236204,271.0,7.0,0.01,,,,PRUNED,0.0006265301490202,,,
216.0,r1_08_BPV,4.0,96.0,0.0005587395280599,2022-11-01 21:06:09.453386,2022-11-01 21:09:43.689762,0 days 00:03:34.236376,2.0,2.0,1024.0,0.0196500458948374,67.0,5.0,1.0,3.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,97.0,0.0010815288405865,2022-11-01 21:09:43.690295,2022-11-01 21:21:36.991557,0 days 00:11:53.301262,2.0,4.0,1024.0,0.0509412106311045,405.0,8.0,0.2,,,,PRUNED,0.0005713865393772,0.0010815288405865,,
216.0,r1_08_BPV,4.0,98.0,0.0005640162853524,2022-11-01 21:21:36.991934,2022-11-01 21:26:30.913773,0 days 00:04:53.921839,3.0,2.0,2048.0,0.0465468171389203,50.0,6.0,1.0,5.0,,,COMPLETE,,,,
216.0,r1_08_BPV,4.0,99.0,0.0005661922041326,2022-11-01 21:26:30.914293,2022-11-01 21:30:40.706250,0 days 00:04:09.791957,2.0,2.0,1024.0,0.0134283114133707,117.0,5.0,1.0,4.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,0.0,0.0005654382985085249,2022-11-01 22:52:35.348533,2022-11-01 23:01:32.632492,0 days 00:08:57.283959,3.0,1.0,1024.0,0.001,200.0,8.0,0.05,8.0,,,COMPLETE,0.000578433508053422,,"{'n_dspp_layers': 3, 'n_dspp_out': 1, 'num_inducing': 200, 'batch_size': 1024, 'lr': 0.001, 'num_quadrature_sites': 8, 'beta': 0.05}",
216.0,r1_08_BPV,5.0,1.0,0.0005727456300519407,2022-11-01 23:01:32.633012,2022-11-01 23:08:45.731134,0 days 00:07:13.098122,1.0,2.0,512.0,0.004618912238239864,148.0,6.0,0.05,8.0,,,COMPLETE,0.0006742500700056553,0.00059560063527897,,
216.0,r1_08_BPV,5.0,2.0,0.0005686809308826923,2022-11-01 23:08:45.731697,2022-11-01 23:12:55.733619,0 days 00:04:10.001922,1.0,2.0,512.0,0.049933287424682976,87.0,5.0,0.05,3.0,,,COMPLETE,0.0006443514721468091,,,
216.0,r1_08_BPV,5.0,3.0,0.0005571548244915903,2022-11-01 23:12:55.734136,2022-11-01 23:29:21.924970,0 days 00:16:26.190834,3.0,3.0,512.0,0.002796198749536858,54.0,9.0,0.01,11.0,,,COMPLETE,0.0005862935213372111,0.0005609336076304317,,
216.0,r1_08_BPV,5.0,4.0,0.0022980428766459227,2022-11-01 23:29:21.925469,2022-11-01 23:33:19.915516,0 days 00:03:57.990047,3.0,1.0,1024.0,0.0002559320037676006,602.0,6.0,0.05,,,,PRUNED,0.0022980428766459227,,,
216.0,r1_08_BPV,5.0,5.0,0.0006350635667331517,2022-11-01 23:33:19.915885,2022-11-01 23:43:56.953560,0 days 00:10:37.037675,3.0,2.0,512.0,0.09331300025832502,609.0,9.0,1.0,,,,PRUNED,0.0006350635667331517,,,
216.0,r1_08_BPV,5.0,6.0,0.0006104826461523771,2022-11-01 23:43:56.953904,2022-11-01 23:59:50.325704,0 days 00:15:53.371800,3.0,2.0,1024.0,0.034338335519179135,550.0,9.0,1.0,,,,PRUNED,0.0005997089319862425,0.0006104826461523771,,
216.0,r1_08_BPV,5.0,7.0,0.0006558974855579436,2022-11-01 23:59:50.326037,2022-11-02 00:05:27.498812,0 days 00:05:37.172775,1.0,1.0,512.0,0.000735700899024435,209.0,6.0,0.2,,,,PRUNED,0.0006558974855579436,,,
216.0,r1_08_BPV,5.0,8.0,0.000650842790491879,2022-11-02 00:05:27.499178,2022-11-02 00:07:32.685759,0 days 00:02:05.186581,1.0,2.0,512.0,0.00145277647563807,83.0,6.0,0.05,,,,PRUNED,0.000650842790491879,,,
216.0,r1_08_BPV,5.0,9.0,0.000758845591917634,2022-11-02 00:07:32.686121,2022-11-02 00:12:06.889304,0 days 00:04:34.203183,1.0,2.0,1024.0,0.08639027623948936,552.0,5.0,0.2,,,,PRUNED,0.0005803899257443845,0.000758845591917634,,
216.0,r1_08_BPV,5.0,10.0,0.0005822862149216235,2022-11-02 00:12:06.889631,2022-11-02 00:24:27.261183,0 days 00:12:20.371552,2.0,2.0,512.0,0.002390283964436282,454.0,6.0,0.01,,,,PRUNED,0.000575716607272625,0.0005822862149216235,,
216.0,r1_08_BPV,5.0,11.0,0.000566349655855447,2022-11-02 00:24:27.261534,2022-11-02 00:30:24.325067,0 days 00:05:57.063533,2.0,1.0,512.0,0.01759023296063388,85.0,6.0,0.2,3.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,12.0,0.0005554389208555222,2022-11-02 00:30:24.325632,2022-11-02 00:43:32.638898,0 days 00:13:08.313266,2.0,4.0,1024.0,0.004501223864658225,91.0,6.0,0.01,20.0,,,COMPLETE,0.0005634688423015177,,,
216.0,r1_08_BPV,5.0,13.0,0.0006003585876896977,2022-11-02 00:43:32.639462,2022-11-02 01:24:00.231440,0 days 00:40:27.591978,1.0,1.0,512.0,0.00014020605884373097,326.0,6.0,0.05,60.0,,,COMPLETE,0.0006792447529733181,,,
216.0,r1_08_BPV,5.0,14.0,0.0006030203076079488,2022-11-02 01:24:00.231960,2022-11-02 01:25:14.002297,0 days 00:01:13.770337,1.0,1.0,1024.0,0.016825508659580133,67.0,10.0,0.01,,,,PRUNED,0.0006030203076079488,,,
216.0,r1_08_BPV,5.0,15.0,0.00922019686549902,2022-11-02 01:25:14.002642,2022-11-02 01:28:00.910791,0 days 00:02:46.908149,2.0,4.0,2048.0,0.0002001535225209269,219.0,8.0,0.01,,,,PRUNED,0.00922019686549902,,,
216.0,r1_08_BPV,5.0,16.0,0.0005575388786382973,2022-11-02 01:28:00.911239,2022-11-02 01:41:13.996450,0 days 00:13:13.085211,2.0,4.0,512.0,0.008424607518778191,50.0,8.0,0.2,12.0,,,COMPLETE,0.0005766166723333299,0.0005821773083880544,,
216.0,r1_08_BPV,5.0,17.0,0.0007166275754570961,2022-11-02 01:41:13.996986,2022-11-02 01:43:18.988569,0 days 00:02:04.991583,2.0,4.0,2048.0,0.008635751948642212,51.0,8.0,0.2,,,,PRUNED,0.0007166275754570961,,,
216.0,r1_08_BPV,5.0,18.0,0.000591422023717314,2022-11-02 01:43:18.988955,2022-11-02 01:46:44.785718,0 days 00:03:25.796763,2.0,3.0,512.0,0.0008320645128385413,127.0,10.0,0.2,,,,PRUNED,0.000591422023717314,,,
216.0,r1_08_BPV,5.0,19.0,0.0005579592543654144,2022-11-02 01:46:44.786104,2022-11-02 01:57:32.687874,0 days 00:10:47.901770,2.0,3.0,512.0,0.006577976091708691,51.0,9.0,0.2,9.0,,,COMPLETE,0.0005594101967290044,0.0005608366918750107,,
216.0,r1_08_BPV,5.0,20.0,0.001321093994192779,2022-11-02 01:57:32.688397,2022-11-02 02:05:10.768544,0 days 00:07:38.080147,1.0,1.0,2048.0,0.00021010778751948348,213.0,9.0,0.01,,,,PRUNED,0.001321093994192779,,,
216.0,r1_08_BPV,5.0,21.0,0.0005804812535643578,2022-11-02 02:05:10.768938,2022-11-02 02:20:41.724935,0 days 00:15:30.955997,1.0,1.0,512.0,0.0008079135162230035,293.0,9.0,1.0,21.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,22.0,0.0006217072368599474,2022-11-02 02:20:41.725460,2022-11-02 02:26:35.936061,0 days 00:05:54.210601,3.0,3.0,512.0,0.0005978593352519121,290.0,7.0,0.01,,,,PRUNED,0.0006217072368599474,,,
216.0,r1_08_BPV,5.0,23.0,0.0005556648829951882,2022-11-02 02:26:35.936402,2022-11-02 02:33:25.149449,0 days 00:06:49.213047,2.0,4.0,2048.0,0.012267037628780444,115.0,8.0,0.01,7.0,,,COMPLETE,0.0005741027998737991,0.0005562466103583574,,
216.0,r1_08_BPV,5.0,24.0,0.0005635916604660451,2022-11-02 02:33:25.149993,2022-11-02 02:40:08.456584,0 days 00:06:43.306591,1.0,3.0,1024.0,0.002325874663203155,207.0,7.0,0.2,13.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,25.0,0.0005562440492212772,2022-11-02 02:40:08.457125,2022-11-02 02:50:18.742207,0 days 00:10:10.285082,3.0,3.0,2048.0,0.023057763830100164,117.0,7.0,0.01,10.0,,,COMPLETE,0.0005745136295445263,0.0005562440492212772,,
216.0,r1_08_BPV,5.0,26.0,0.000562613015063107,2022-11-02 02:50:18.742806,2022-11-02 02:53:30.280851,0 days 00:03:11.538045,1.0,4.0,1024.0,0.0149682128718578,143.0,9.0,1.0,4.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,27.0,0.0005760907661169767,2022-11-02 02:53:30.281400,2022-11-02 02:59:34.009581,0 days 00:06:03.728181,1.0,1.0,512.0,0.023787617128323037,330.0,5.0,0.2,5.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,28.0,0.0006022637826390564,2022-11-02 02:59:34.010132,2022-11-02 03:08:35.844134,0 days 00:09:01.834002,1.0,2.0,512.0,0.0005577855095775295,564.0,8.0,0.2,,,,PRUNED,0.0006022637826390564,,,
216.0,r1_08_BPV,5.0,29.0,0.0005639261798933148,2022-11-02 03:08:35.844518,2022-11-02 03:13:54.603461,0 days 00:05:18.758943,2.0,4.0,2048.0,0.019567958204196385,124.0,7.0,0.01,,,,PRUNED,0.0005606545601040125,0.0005639261798933148,,
216.0,r1_08_BPV,5.0,30.0,0.0005597786512225866,2022-11-02 03:13:54.603818,2022-11-02 03:20:46.697886,0 days 00:06:52.094068,3.0,3.0,2048.0,0.017772985995603254,185.0,7.0,0.01,4.0,,,COMPLETE,0.0005597786512225866,,,
216.0,r1_08_BPV,5.0,31.0,0.0005760693456977606,2022-11-02 03:20:46.698423,2022-11-02 03:53:23.101228,0 days 00:32:36.402805,1.0,3.0,512.0,0.00019137518130814282,461.0,6.0,0.01,37.0,,,COMPLETE,0.000598811951931566,,,
216.0,r1_08_BPV,5.0,32.0,0.0005764967645518482,2022-11-02 03:53:23.101763,2022-11-02 04:03:31.135235,0 days 00:10:08.033472,1.0,3.0,512.0,0.0005955169591733786,147.0,6.0,0.05,13.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,33.0,0.0005640723393298686,2022-11-02 04:03:31.135813,2022-11-02 04:13:58.334953,0 days 00:10:27.199140,1.0,4.0,1024.0,0.0008261886106721161,106.0,9.0,0.05,26.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,34.0,0.0005736543098464608,2022-11-02 04:13:58.335512,2022-11-02 04:16:23.068798,0 days 00:02:24.733286,1.0,1.0,2048.0,0.002717605138494616,112.0,8.0,0.01,,,,PRUNED,0.0005736543098464608,,,
216.0,r1_08_BPV,5.0,35.0,0.0005792259471490979,2022-11-02 04:16:23.069178,2022-11-02 04:18:13.804367,0 days 00:01:50.735189,2.0,3.0,2048.0,0.035249523677347405,106.0,7.0,0.01,,,,PRUNED,0.0005792259471490979,,,
216.0,r1_08_BPV,5.0,36.0,0.00074394466355443,2022-11-02 04:18:13.804703,2022-11-02 04:21:09.780078,0 days 00:02:55.975375,3.0,3.0,2048.0,0.002848387580489187,74.0,9.0,0.01,,,,PRUNED,0.00074394466355443,,,
216.0,r1_08_BPV,5.0,37.0,0.0006853941013105214,2022-11-02 04:21:09.780445,2022-11-02 04:23:59.971101,0 days 00:02:50.190656,1.0,1.0,2048.0,0.07640490525242258,258.0,9.0,0.2,,,,PRUNED,0.0006853941013105214,,,
216.0,r1_08_BPV,5.0,38.0,0.0006472382810898125,2022-11-02 04:23:59.971503,2022-11-02 04:28:59.816494,0 days 00:04:59.844991,3.0,4.0,2048.0,0.012543115745339952,273.0,8.0,0.01,,,,PRUNED,0.0006472382810898125,,,
216.0,r1_08_BPV,5.0,39.0,0.0005666331853717566,2022-11-02 04:28:59.816862,2022-11-02 04:34:34.502483,0 days 00:05:34.685621,1.0,1.0,512.0,0.014902707578418458,76.0,7.0,0.01,6.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,40.0,0.0014217175776138902,2022-11-02 04:34:34.503094,2022-11-02 04:37:46.005127,0 days 00:03:11.502033,3.0,3.0,2048.0,0.00436062694803369,167.0,8.0,0.01,,,,PRUNED,0.0014217175776138902,,,
216.0,r1_08_BPV,5.0,41.0,0.0005597936105914414,2022-11-02 04:37:46.005491,2022-11-02 04:46:24.888150,0 days 00:08:38.882659,1.0,3.0,512.0,0.0032144466442880276,249.0,9.0,0.2,9.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,42.0,0.0006478771101683378,2022-11-02 04:46:24.888675,2022-11-02 04:50:15.720147,0 days 00:03:50.831472,3.0,4.0,2048.0,0.0014896990681727373,98.0,10.0,1.0,,,,PRUNED,0.0006478771101683378,,,
216.0,r1_08_BPV,5.0,43.0,0.0005575526738539338,2022-11-02 04:50:15.720508,2022-11-02 04:58:32.233271,0 days 00:08:16.512763,2.0,4.0,1024.0,0.03194799115696767,85.0,10.0,0.2,9.0,,,COMPLETE,0.0005607900093309581,,,
216.0,r1_08_BPV,5.0,44.0,0.02813873440027237,2022-11-02 04:58:32.233797,2022-11-02 05:00:29.320711,0 days 00:01:57.086914,2.0,3.0,2048.0,0.00010345043655537737,64.0,9.0,0.01,,,,PRUNED,0.02813873440027237,,,
216.0,r1_08_BPV,5.0,45.0,0.0006209053099155426,2022-11-02 05:00:29.321074,2022-11-02 05:03:39.160646,0 days 00:03:09.839572,3.0,4.0,2048.0,0.027454451059492072,117.0,7.0,0.01,,,,PRUNED,0.0006209053099155426,,,
216.0,r1_08_BPV,5.0,46.0,0.0007529571885243058,2022-11-02 05:03:39.161059,2022-11-02 05:05:15.073840,0 days 00:01:35.912781,2.0,1.0,2048.0,0.01105118049342605,222.0,8.0,0.01,,,,PRUNED,0.0007529571885243058,,,
216.0,r1_08_BPV,5.0,47.0,0.0005901756230741739,2022-11-02 05:05:15.074190,2022-11-02 05:08:29.611258,0 days 00:03:14.537068,3.0,3.0,2048.0,0.06041298216322565,139.0,9.0,0.01,,,,PRUNED,0.0005901756230741739,,,
216.0,r1_08_BPV,5.0,48.0,0.0005763828521594405,2022-11-02 05:08:29.611614,2022-11-02 05:12:58.962652,0 days 00:04:29.351038,2.0,2.0,1024.0,0.003969986203353727,56.0,6.0,0.01,,,,PRUNED,0.0005763828521594405,,,
216.0,r1_08_BPV,5.0,49.0,0.0006063293549232185,2022-11-02 05:12:58.962997,2022-11-02 05:15:26.230212,0 days 00:02:27.267215,2.0,4.0,1024.0,0.004018643405808343,157.0,7.0,1.0,,,,PRUNED,0.0006063293549232185,,,
216.0,r1_08_BPV,5.0,50.0,0.0005666680517606437,2022-11-02 05:15:26.230608,2022-11-02 05:20:29.288013,0 days 00:05:03.057405,2.0,4.0,1024.0,0.08662801030731741,50.0,10.0,0.01,4.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,51.0,0.0005565465544350445,2022-11-02 05:20:29.288541,2022-11-02 05:30:04.748180,0 days 00:09:35.459639,3.0,3.0,1024.0,0.005368160911922947,76.0,7.0,0.05,9.0,,,COMPLETE,0.0005721832276321948,,,
216.0,r1_08_BPV,5.0,52.0,0.0005666064680553973,2022-11-02 05:30:04.748718,2022-11-02 05:46:40.332356,0 days 00:16:35.583638,3.0,2.0,512.0,0.005958302265968922,355.0,10.0,0.05,,,,PRUNED,0.0005794460303150117,0.0005666064680553973,,
216.0,r1_08_BPV,5.0,53.0,0.0006392523646354675,2022-11-02 05:46:40.332722,2022-11-02 05:54:31.859859,0 days 00:07:51.527137,2.0,4.0,512.0,0.008868856960246444,63.0,8.0,0.2,,,,PRUNED,0.0005781051004305482,0.0006392523646354675,,
216.0,r1_08_BPV,5.0,54.0,0.0007098307250998914,2022-11-02 05:54:31.860222,2022-11-02 05:57:52.264427,0 days 00:03:20.404205,2.0,4.0,512.0,0.001614941121180436,88.0,8.0,0.2,,,,PRUNED,0.0007098307250998914,,,
216.0,r1_08_BPV,5.0,55.0,0.0005923545104451478,2022-11-02 05:57:52.264792,2022-11-02 06:08:01.160536,0 days 00:10:08.895744,3.0,3.0,512.0,0.023704137418408044,56.0,8.0,0.2,,,,PRUNED,0.00056757329730317,0.0005923545104451478,,
216.0,r1_08_BPV,5.0,56.0,0.0007844701176509261,2022-11-02 06:08:01.160900,2022-11-02 06:14:58.697146,0 days 00:06:57.536246,3.0,3.0,1024.0,0.000197066937626315,82.0,7.0,0.05,,,,PRUNED,0.0007844701176509261,,,
216.0,r1_08_BPV,5.0,57.0,0.0005562212900258601,2022-11-02 06:14:58.697499,2022-11-02 06:26:10.808196,0 days 00:11:12.110697,3.0,4.0,512.0,0.0065790382296269136,77.0,9.0,0.05,5.0,,,COMPLETE,0.0005620926967822015,,,
216.0,r1_08_BPV,5.0,58.0,0.0005611974047496915,2022-11-02 06:26:10.808751,2022-11-02 06:35:47.362645,0 days 00:09:36.553894,3.0,3.0,512.0,0.044469646086701745,77.0,9.0,0.05,4.0,,,COMPLETE,0.0005611974047496915,,,
216.0,r1_08_BPV,5.0,59.0,0.0006331956246867776,2022-11-02 06:35:47.363214,2022-11-02 06:39:55.873274,0 days 00:04:08.510060,3.0,2.0,512.0,0.0023316445341628987,98.0,9.0,0.05,,,,PRUNED,0.0006331956246867776,,,
216.0,r1_08_BPV,5.0,60.0,0.0005578096024692059,2022-11-02 06B:39:55.873653,2022-11-02 06:55:43.302933,0 days 00:15:47.429280,3.0,4.0,512.0,0.005712686041251539,83.0,9.0,0.05,9.0,,,COMPLETE,0.0005606245249509811,0.0005604198668152094,,
216.0,r1_08_BPV,5.0,61.0,0.000594873505178839,2022-11-02 06:55:43.303511,2022-11-02 06:58:08.546859,0 days 00:02:25.243348,3.0,2.0,1024.0,0.0009323632668221646,104.0,5.0,0.05,,,,PRUNED,0.000594873505178839,,,
216.0,r1_08_BPV,5.0,62.0,0.0006433377857320011,2022-11-02 06:58:08.547274,2022-11-02 07:06:24.196671,0 days 00:08:15.649397,3.0,3.0,1024.0,0.0037250972159898494,732.0,6.0,1.0,,,,PRUNED,0.0006433377857320011,,,
216.0,r1_08_BPV,5.0,63.0,0.000566428410820663,2022-11-02 07:06:24.197030,2022-11-02 07:11:37.358714,0 days 00:05:13.161684,1.0,2.0,512.0,0.015185070127494281,73.0,6.0,0.05,,,,PRUNED,0.0005659534363076091,0.000566428410820663,,
216.0,r1_08_BPV,5.0,64.0,0.0005729080294258893,2022-11-02 07:11:37.359069,2022-11-02 07:30:30.453003,0 days 00:18:53.093934,1.0,2.0,1024.0,0.0004921504102340543,262.0,7.0,0.05,45.0,,,COMPLETE,0.0005977548426017165,,,
216.0,r1_08_BPV,5.0,65.0,0.0005560840363614261,2022-11-02 07:30:30.453559,2022-11-02 07:42:12.181813,0 days 00:11:41.728254,3.0,4.0,512.0,0.008390265109002475,59.0,8.0,0.01,6.0,,,COMPLETE,0.0005789123824797571,0.0005571861402131617,,
216.0,r1_08_BPV,5.0,66.0,0.0005650739185512066,2022-11-02 07:42:12.182395,2022-11-02 07:53:02.664308,0 days 00:10:50.481913,3.0,4.0,512.0,0.012917311842909972,61.0,9.0,0.01,,,,PRUNED,0.0005735275335609913,0.0005650739185512066,,
216.0,r1_08_BPV,5.0,67.0,0.000557531719096005,2022-11-02 07:53:02.664689,2022-11-02 08:02:46.167405,0 days 00:09:43.502716,3.0,3.0,1024.0,0.005060939150496446,143.0,5.0,0.05,9.0,,,COMPLETE,0.0005607494385913014,,,
216.0,r1_08_BPV,5.0,68.0,0.000575333833694458,2022-11-02 08:02:46.168002,2022-11-02 08:13:51.360652,0 days 00:11:05.192650,3.0,4.0,512.0,0.0057931898311599,87.0,7.0,0.01,,,,PRUNED,0.0005690784309990704,0.000575333833694458,,
216.0,r1_08_BPV,5.0,69.0,0.0005561155849136412,2022-11-02 08:13:51.361034,2022-11-02 08:21:28.693680,0 days 00:07:37.332646,2.0,2.0,1024.0,0.006724102491453396,67.0,7.0,1.0,11.0,,,COMPLETE,0.0005653557600453496,,,
216.0,r1_08_BPV,5.0,70.0,0.0005614056717604399,2022-11-02 08:21:28.694213,2022-11-02 08:32:32.395998,0 days 00:11:03.701785,3.0,4.0,512.0,0.008817145884679993,70.0,8.0,0.01,,,,PRUNED,0.0005774854216724634,0.0005614056717604399,,
216.0,r1_08_BPV,5.0,71.0,0.0005785432877019048,2022-11-02 08:32:32.396358,2022-11-02 08:36:38.453974,0 days 00:04:06.057616,2.0,2.0,2048.0,0.00214232905436567,125.0,7.0,1.0,,,,PRUNED,0.0005785432877019048,,,
216.0,r1_08_BPV,5.0,72.0,0.0005572696682065725,2022-11-02 08:36:38.454365,2022-11-02 08:52:28.169205,0 days 00:15:49.714840,3.0,3.0,512.0,0.00214604545928368,58.0,10.0,0.01,10.0,,,COMPLETE,0.0005709753604605794,0.0005572696682065725,,
216.0,r1_08_BPV,5.0,73.0,0.0005574782844632864,2022-11-02 08:52:28.169744,2022-11-02 08:59:25.801796,0 days 00:06:57.632052,2.0,2.0,1024.0,0.0076835787896938935,67.0,6.0,1.0,10.0,,,COMPLETE,0.0005574782844632864,,,
216.0,r1_08_BPV,5.0,74.0,0.0005892253830097616,2022-11-02 08:59:25.802363,2022-11-02 09:03:17.539605,0 days 00:03:51.737242,3.0,4.0,2048.0,0.028191753435806856,137.0,9.0,0.01,,,,PRUNED,0.0005892253830097616,,,
216.0,r1_08_BPV,5.0,75.0,0.0005626534693874419,2022-11-02 09:03:17.539961,2022-11-02 09:09:27.135741,0 days 00:06:09.595780,1.0,4.0,2048.0,0.09255720437127045,635.0,9.0,0.01,7.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,76.0,0.0005565568571910262,2022-11-02 09:09:27.136273,2022-11-02 09:20:51.091005,0 days 00:11:23.954732,2.0,4.0,512.0,0.0033109044455146173,113.0,8.0,0.05,8.0,,,COMPLETE,0.0005730044795200229,0.0005588546046055853,,
216.0,r1_08_BPV,5.0,77.0,0.0005625027697533369,2022-11-02 09:20:51.091596,2022-11-02 09:26:09.949333,0 days 00:05:18.857737,1.0,3.0,2048.0,0.013948882311712565,484.0,9.0,1.0,7.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,78.0,0.0005566226900555193,2022-11-02 09:26:09.949875,2022-11-02 09:42:12.069499,0 days 00:16:02.119624,3.0,3.0,1024.0,0.02514577184501612,248.0,10.0,0.05,10.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,79.0,0.0005923380376771092,2022-11-02 09:42:12.070046,2022-11-02 09:47:08.247949,0 days 00:04:56.177903,2.0,3.0,1024.0,0.0015884506774111369,109.0,5.0,0.01,,,,PRUNED,0.0005923380376771092,,,
216.0,r1_08_BPV,5.0,80.0,0.0005719627370126545,2022-11-02 09:47:08.248319,2022-11-02 09:51:07.763272,0 days 00:03:59.514953,1.0,3.0,1024.0,0.05593619482429105,526.0,9.0,0.2,2.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,81.0,0.0005881894612684846,2022-11-02 09:51:07.763826,2022-11-02 09:59:49.410685,0 days 00:08:41.646859,2.0,4.0,512.0,0.007406666175806271,109.0,8.0,0.05,,,,PRUNED,0.0005643904441967607,0.0005881894612684846,,
216.0,r1_08_BPV,5.0,82.0,0.0005559615674428642,2022-11-02 09:59:49.411057,2022-11-02 10:15:43.762378,0 days 00:15:54.351321,3.0,2.0,1024.0,0.013494048380445134,60.0,10.0,1.0,19.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,83.0,0.0005872573819942772,2022-11-02 10:15:43.762930,2022-11-02 10:17:03.695484,0 days 00:01:19.932554,1.0,4.0,1024.0,0.05658819309309497,96.0,7.0,0.05,,,,PRUNED,0.0005872573819942772,,,
216.0,r1_08_BPV,5.0,84.0,0.0006223337259143591,2022-11-02 10:17:03.695841,2022-11-02 10:20:51.552189,0 days 00:03:47.856348,2.0,4.0,512.0,0.0031378218255195293,176.0,8.0,0.05,,,,PRUNED,0.0006223337259143591,,,
216.0,r1_08_BPV,5.0,85.0,0.0005643753102049232,2022-11-02 10:20:51.552568,2022-11-02 10:26:07.514320,0 days 00:05:15.961752,3.0,2.0,1024.0,0.011432991553545267,52.0,10.0,1.0,3.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,86.0,0.0006313466583378613,2022-11-02 10:26:07.514882,2022-11-02 10:30:15.623977,0 days 00:04:08.109095,3.0,3.0,512.0,0.005000647880132524,55.0,9.0,0.05,,,,PRUNED,0.0006313466583378613,,,
216.0,r1_08_BPV,5.0,87.0,0.0005846470594406128,2022-11-02 10:30:15.624364,2022-11-02 10:33:29.068672,0 days 00:03:13.444308,2.0,3.0,512.0,0.0018883925745781821,79.0,8.0,0.01,,,,PRUNED,0.0005846470594406128,,,
216.0,r1_08_BPV,5.0,88.0,0.000623877567704767,2022-11-02 10:33:29.069078,2022-11-02 10:38:12.685972,0 days 00:04:43.616894,3.0,4.0,512.0,0.010748346521496994,123.0,7.0,0.01,,,,PRUNED,0.000623877567704767,,,
216.0,r1_08_BPV,5.0,89.0,0.0006720516248606145,2022-11-02 10:38:12.686367,2022-11-02 10:49:05.643322,0 days 00:10:52.956955,3.0,2.0,2048.0,0.000290533148587471,459.0,7.0,1.0,,,,PRUNED,0.0006720516248606145,,,
216.0,r1_08_BPV,5.0,90.0,0.0005616499693132937,2022-11-02 10:49:05.643719,2022-11-02 11:07:36.705799,0 days 00:18:31.062080,3.0,1.0,512.0,0.03588932881455982,438.0,6.0,1.0,8.0,,,COMPLETE,,,,
216.0,r1_08_BPV,5.0,91.0,0.0006789676262997091,2022-11-02 11:07:36.706383,2022-11-02 11:10:21.557154,0 days 00:02:44.850771,3.0,3.0,2048.0,0.0011483125743470691,66.0,8.0,1.0,,,,PRUNED,0.0006789676262997091,,,
